type,verb,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,date,frameRate,expName,participant,
arm,PUSH,,,0,4,4,26,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,TIPTOE,Arm,arm,0,5,5,71,0,0,0,0,1,7.332,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,TIPTOE,Leg,leg,0,5,5,71,0,1,1,1,7,4.655,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,TIPTOE,,,0,5,5,71,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CLAP,Arm,arm,0,6,6,4,0,0,0,0,7,5.57,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CLAP,Leg,leg,0,6,6,4,0,1,1,1,1,4.358,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CLAP,,,0,6,6,4,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,POLISH,Arm,arm,0,7,7,23,0,0,0,0,7,6.601,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,POLISH,Leg,leg,0,7,7,23,0,1,1,1,2,4.672,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,POLISH,,,0,7,7,23,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,GRIP,Arm,arm,0,8,8,13,0,0,0,0,7,12.617,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,GRIP,Leg,leg,0,8,8,13,0,1,1,1,3,4.506,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,GRIP,,,0,8,8,13,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SCRATCH,Arm,arm,0,9,9,29,0,0,0,0,7,5.631,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SCRATCH,Leg,leg,0,9,9,29,0,1,1,1,2,2.956,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SCRATCH,,,0,9,9,29,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,LIMP,Arm,arm,0,10,10,50,0,0,0,0,1,9.398,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,LIMP,Leg,leg,0,10,10,50,0,1,1,1,7,3.674,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,LIMP,,,0,10,10,50,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,ROAM,Arm,arm,0,11,11,54,0,0,0,0,1,9.702,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,ROAM,Leg,leg,0,11,11,54,0,1,1,1,6,6.956,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,ROAM,,,0,11,11,54,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SLAP,Arm,arm,0,12,12,32,0,0,0,0,7,5.452,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SLAP,Leg,leg,0,12,12,32,0,1,1,1,2,9.323,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SLAP,,,0,12,12,32,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,STOMP,Arm,arm,0,13,13,65,0,0,0,0,1,5.469,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,STOMP,Leg,leg,0,13,13,65,0,1,1,1,7,3.707,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,STOMP,,,0,13,13,65,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,KICK,Arm,arm,0,14,14,47,0,0,0,0,1,5.269,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
