type,word1,word2,word3,word4,BlockType,Effector,BlockLabel,BlockInstructions,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,word_presentation_practice.thisRepN,word_presentation_practice.thisTrialN,word_presentation_practice.thisN,word_presentation_practice.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
leg,flee,kneel,trample,run,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,6,6,6,space,34.4988613043,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
arm,poke,scrape,shake,fold,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,7,7,7,space,30.0710179433,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
leg,glide,stomp,sprint,jump,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,8,8,8,space,28.0412178591,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
leg,tramp,bounce,jog,kick,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,9,9,9,space,16.1506981919,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
arm,carve,scrub,click,wipe,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,10,10,10,space,27.4374080884,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
leg,leap,pedal,walk,march,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,11,11,11,space,22.8087252061,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
arm,squeeze,grip,stab,push,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,12,12,12,space,23.6304023839,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
leg,dance,hop,rush,stroll,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,13,13,13,space,21.4838085537,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
arm,dunk,snatch,grab,gesture,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,14,14,14,space,28.4262364647,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
leg,stride,trek,stand,stray,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,15,15,15,space,23.210948705,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
arm,rub,pinch,knock,scratch,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,16,16,16,space,23.6975332739,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
leg,hike,trip,wander,skip,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,17,17,17,space,19.0531066004,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
arm,wrap,slap,brush,dig,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,18,18,18,space,23.4130972127,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
leg,squat,step,cycle,sneak,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,19,19,19,space,35.8904434117,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
,,,,,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2018_Oct_23_1510,59.6384415124,sheb_replication_1810,2,702,
