type,word1,word2,word3,word4,BlockType,Effector,BlockLabel,BlockInstructions,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,word_presentation_practice.thisRepN,word_presentation_practice.thisTrialN,word_presentation_practice.thisN,word_presentation_practice.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
training,blush,soothe,ruin,stare,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,0,1,1,1,,,,,space,3.40357066517,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
training,lick,thank,look,wait,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,0,2,2,3,,,,,space,4.74678668978,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
training,yell,save,sigh,print,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,0,3,3,2,,,,,space,3.28771883521,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
arm,polish,brush,catch,clean,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,0,0,0,space,4.37784916931,s,16.2852264973,,,,,space,1.42647109374,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
leg,wander,pace,kick,stumble,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,1,1,1,space,6.00485231476,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
arm,snatch,hug,hack,gesture,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,2,2,2,space,3.45349407359,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
leg,kneel,leap,stand,stride,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,3,3,3,space,3.87467112243,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
leg,skip,squat,slip,stroll,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,4,4,4,space,4.44624701249,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
arm,grip,pinch,chop,grasp,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,5,5,5,space,3.84129402436,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
arm,pull,stab,scratch,poke,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,6,6,6,space,4.9305480101,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
leg,rush,pedal,step,wobble,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,7,7,7,space,7.64799362455,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
arm,pluck,slap,whip,click,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,8,8,8,space,4.56232642435,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
leg,run,stomp,sneak,skate,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,9,9,9,space,6.30767413275,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
leg,wade,jog,trot,march,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,10,10,10,space,3.62423383724,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
arm,stir,push,knock,grab,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,11,11,11,space,5.60231129964,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
leg,stray,hike,limp,strut,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,12,12,12,space,6.89366907458,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
arm,cut,throw,rub,carve,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,13,13,13,space,7.32952239015,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
arm,scoop,scrub,pat,sign,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,14,14,14,space,5.35095499449,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
leg,glide,jump,trudge,flee,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,15,15,15,space,5.04874006157,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
leg,walk,hop,sprint,trample,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,16,16,16,space,5.92073867711,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
leg,bounce,trip,tiptoe,roam,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,17,17,17,space,5.2330525568,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
arm,clap,peel,dig,wipe,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,18,18,18,space,4.00893416996,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
arm,nip,punch,fold,wash,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,19,19,19,space,4.47851504391,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
,,,,,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2018_Oct_05_1305,59.6191236711,sheb_replication_1810,1,991,
