type,verb,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,date,frameRate,expName,participant,
leg,STRIDE,,,0,63,63,67,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PLUCK,Arm,arm,0,64,64,21,0,0,0,0,7,3.431,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PLUCK,Leg,leg,0,64,64,21,0,1,1,1,1,1.371,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PLUCK,,,0,64,64,21,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PAT,Arm,arm,0,65,65,18,0,0,0,0,7,2.76,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PAT,Leg,leg,0,65,65,18,0,1,1,1,1,9.338,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PAT,,,0,65,65,18,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,GESTURE,Arm,arm,0,66,66,10,0,0,0,0,7,3.715,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,GESTURE,Leg,leg,0,66,66,10,0,1,1,1,2,7.626,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,GESTURE,,,0,66,66,10,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,WANDER,Arm,arm,0,67,67,78,0,0,0,0,1,3.749,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,WANDER,Leg,leg,0,67,67,78,0,1,1,1,7,5.546,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,WANDER,,,0,67,67,78,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,JOG,Arm,arm,0,68,68,45,0,0,0,0,2,8.898,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,JOG,Leg,leg,0,68,68,45,0,1,1,1,7,1.488,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,JOG,,,0,68,68,45,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STOMP,Arm,arm,0,69,69,65,0,0,0,0,1,2.675,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STOMP,Leg,leg,0,69,69,65,0,1,1,1,7,1.47,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,STOMP,,,0,69,69,65,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,GRIP,Arm,arm,0,70,70,13,0,0,0,0,7,2.373,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,GRIP,Leg,leg,0,70,70,13,0,1,1,1,2,8.114,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,GRIP,,,0,70,70,13,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PUSH,Arm,arm,0,71,71,26,0,0,0,0,7,3.649,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PUSH,Leg,leg,0,71,71,26,0,1,1,1,3,3.2,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PUSH,,,0,71,71,26,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,HACK,Arm,arm,0,72,72,14,0,0,0,0,7,3.749,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,HACK,Leg,leg,0,72,72,14,0,1,1,1,1,1.807,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,HACK,,,0,72,72,14,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,FOLD,Arm,arm,0,73,73,9,0,0,0,0,7,3.079,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,FOLD,Leg,leg,0,73,73,9,0,1,1,1,2,8.063,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,FOLD,,,0,73,73,9,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,LIMP,Arm,arm,0,74,74,50,0,0,0,0,1,2.926,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,LIMP,Leg,leg,0,74,74,50,0,1,1,1,7,3.936,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
leg,LIMP,,,0,74,74,50,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CUT,Arm,arm,0,75,75,7,0,0,0,0,7,2.308,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CUT,Leg,leg,0,75,75,7,0,1,1,1,1,2.244,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,CUT,,,0,75,75,7,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,GRAB,Arm,arm,0,76,76,11,0,0,0,0,7,2.475,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,GRAB,Leg,leg,0,76,76,11,0,1,1,1,2,13.48,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,GRAB,,,0,76,76,11,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,WASH,Arm,arm,0,77,77,37,0,0,0,0,7,2.492,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,WASH,Leg,leg,0,77,77,37,0,1,1,1,1,2.092,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,WASH,,,0,77,77,37,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PINCH,Arm,arm,0,78,78,20,0,0,0,0,7,2.357,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PINCH,Leg,leg,0,78,78,20,0,1,1,1,1,1.237,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,PINCH,,,0,78,78,20,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,DIG,Arm,arm,0,79,79,8,0,0,0,0,7,1.973,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,DIG,Leg,leg,0,79,79,8,0,1,1,1,1,3.536,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
arm,DIG,,,0,79,79,8,,,,,,,2018_Oct_23_1551,59.6357715747,verb_norming_L1-eng_no-translation,702,
