type,word1,word2,word3,word4,BlockType,Effector,BlockLabel,BlockInstructions,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,word_presentation_practice.thisRepN,word_presentation_practice.thisTrialN,word_presentation_practice.thisN,word_presentation_practice.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
arm,clean,peel,polish,scratch,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,2,2,2,space,8.29900603602,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,step,strut,cycle,hike,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,3,3,3,space,6.46569780982,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,pat,wrap,scrub,catch,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,4,4,4,space,10.6981906919,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,trek,march,stomp,leap,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,5,5,5,space,5.98198832083,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,hop,skate,stride,wander,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,6,6,6,space,5.84945230465,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,pinch,chop,carve,knock,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,7,7,7,space,7.56491268775,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,snatch,sign,pluck,pull,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,8,8,8,space,8.84816107783,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,bind,brush,clap,fold,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,9,9,9,space,11.1982164227,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,trip,glide,tiptoe,kick,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,10,10,10,space,5.0164874699,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,stroll,skip,stumble,walk,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,11,11,11,space,5.9990942697,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,push,squeeze,dig,poke,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,12,12,12,space,5.66758112959,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,gesture,whip,rub,punch,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,13,13,13,space,6.28122172528,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,stab,scrape,shake,click,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,14,14,14,space,8.54778896132,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,jog,stand,sneak,sprint,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,15,15,15,space,5.51568887429,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,throw,wipe,grip,grab,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,16,16,16,space,5.64958348568,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,wade,slip,run,rush,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,17,17,17,space,4.78234593477,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,flee,slide,stray,limp,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,18,18,18,space,5.53253564192,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,trample,kneel,dance,squat,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,19,19,19,space,4.56743432279,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
,,,,,HANDS,hands,with hand drumming,perform a rhythmic exercise with your hands,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
training,lick,ruin,sigh,bless,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,0,0,0,0,,,,,space,5.71604049951,,,return,68.01166034,space,6.04935667897,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
training,soothe,print,stay,chew,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,0,1,1,1,,,,,space,4.86623076838,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
training,thank,like,save,stare,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,0,2,2,2,,,,,space,5.26622103737,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
training,blush,look,yell,wait,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,0,3,3,3,,,,,space,4.91585130687,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,pat,bind,fold,polish,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,0,0,0,space,5.04930428136,s,3.5830048346,,,,,space,2.2003319764,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,kick,slip,stray,stroll,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,1,1,1,space,4.99959204718,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,gesture,rub,brush,pinch,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,2,2,2,space,8.0984438844,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,rush,stride,stand,squat,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,3,3,3,space,5.04941375484,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,hop,march,stomp,limp,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,4,4,4,space,5.69835817697,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,pull,chop,slap,pluck,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,5,5,5,space,5.0496757431,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,kneel,run,tiptoe,skate,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,6,6,6,space,5.76605963404,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,sign,dig,hug,squeeze,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,7,7,7,space,5.59971218742,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,skip,pedal,cycle,step,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,8,8,8,space,4.39929974312,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,punch,wrap,grip,poke,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,9,9,9,space,13.0806417959,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,walk,flee,trample,trip,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,10,10,10,space,4.49981239787,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,hike,trek,leap,sprint,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,11,11,11,space,5.1828031037,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,snatch,carve,click,scrub,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,12,12,12,space,5.06692952802,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,dance,stumble,wander,bounce,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,13,13,13,space,5.84987897077,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,whip,grab,shake,wipe,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,14,14,14,space,5.29979761411,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,scrape,peel,catch,dunk,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,15,15,15,space,5.14926021127,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,push,scoop,knock,scratch,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,16,16,16,space,4.63215660164,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,tramp,glide,sneak,strut,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,17,17,17,space,4.79900088999,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
arm,stab,clap,clean,throw,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,18,18,18,space,5.51534828986,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
leg,slide,jog,wade,jump,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,0,19,19,19,space,6.38350560609,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
,,,,,FEET,feet,with foot drumming,perform a rhythmic exercise with your feet,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2018_Nov_01_1304,59.9401581096,sheb_replication_1810,1,704,
