BlockType,BlockLabel,BlockInstructions,item,type,word1,word2,word3,word4,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_5.keys,key_resp_5.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,date,frameRate,expName,session,participant,
FEET,with foot drumming,perform a simple drumming exercise with your feet,6,arm,carve,bash,stir,wash,0,3,3,2,0,0,0,0,,,,,0,1,1,1,,,,,,,space,22.5069711061,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,1,arm,peel,pull,braid,pat,0,3,3,2,0,0,0,0,,,,,0,2,2,2,,,,,,,space,27.6227862535,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,12,leg,walk,jump,stroll,step,0,3,3,2,0,0,0,0,,,,,0,3,3,3,,,,,,,space,17.4250108754,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,7,arm,scrub,knock,dig,nip,0,3,3,2,0,0,0,0,,,,,0,4,4,4,,,,,,,space,9.66030383094,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,13,leg,hike,tread,tiptoe,wade,0,3,3,2,0,0,0,0,,,,,0,5,5,5,,,,,,,space,11.5564545603,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,4,arm,catch,seize,grip,grasp,0,3,3,2,0,0,0,0,,,,,0,6,6,6,,,,,,,space,11.5723004077,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,8,arm,clap,grab,click,wipe,0,3,3,2,0,0,0,0,,,,,0,7,7,7,,,,,,,space,11.9915316283,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,10,leg,stride,hop,limp,mount,0,3,3,2,0,0,0,0,,,,,0,8,8,8,,,,,,,space,13.8861951673,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,15,leg,crawl,sprint,slide,trot,0,3,3,2,0,0,0,0,,,,,0,9,9,9,,,,,,,space,14.4066446275,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,5,arm,stab,scratch,clean,hack,0,3,3,2,0,0,0,0,,,,,0,10,10,10,,,,,,,space,12.3616843814,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,14,leg,kneel,climb,stamp,wander,0,3,3,2,0,0,0,0,,,,,0,11,11,11,,,,,,,space,15.2958525011,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,2,arm,switch,chop,dunk,rub,0,3,3,2,0,0,0,0,,,,,0,12,12,12,,,,,,,space,8.92258470841,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,11,leg,strut,skip,pace,dance,0,3,3,2,0,0,0,0,,,,,0,13,13,13,,,,,,,space,23.4288477791,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,16,leg,stomp,stumble,creep,glide,0,3,3,2,0,0,0,0,,,,,0,14,14,14,,,,,,,space,15.4969531168,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,18,leg,slip,stray,skate,leap,0,3,3,2,0,0,0,0,,,,,0,15,15,15,,,,,,,space,17.1738175473,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,9,arm,toss,scrape,throw,whip,0,3,3,2,0,0,0,0,,,,,0,16,16,16,,,,,,,space,19.2702217786,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,3,arm,lift,brush,fold,bind,0,3,3,2,0,0,0,0,,,,,0,17,17,17,,,,,,,space,17.4924318842,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
FEET,with foot drumming,perform a simple drumming exercise with your feet,,,,,,,0,3,3,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,None,2018_Jun_01_1505,59.5774876653,sheb_replic_180522,001,952,
