rycka_det	1
kravla_pron	1
knacka_aux	1
svassa_adv	1
raspa_adv	1
polera_aux	1
slinta_adj	1
slita_adp	1
skala_adv	1
ta_det	1
norpa_adj	1
paddla	1
skära	1
marschera_det	1
träda_adp	1
vika	1
vandra_num	1
fösa_adj	1
ta_tillfånga_noun	1
knipa_adp	1
trumma_det	1
gräva	1
bulta_aux	1
ta_vid_verb	1
kravla_aux	1
knalla_adv	1
hissa_adv	1
dunka_propn	1
ta_iakt_verb	1
lyfta	1
knipa	1
knivhugga_aux	1
åla_adj	1
skära_be_adj	1
putsa_pron	1
trycka_num	1
gnida_adv	1
ösa_adv	1
städa_propn	1
skära_kring_adj	1
skejta_propn	1
pilla_cconj	1
plocka_det	1
rota_num	1
rafsa_noun	1
gå_verb_punct	1
gripa_propn	1
linka_noun	1
klättra_num	1
plocka	1
krypa_propn	1
repa_upp_verb	1
polera_det	1
piska_adv	1
lunka_noun	1
piska_det	1
vandra	1
knata_aux	1
åla_adv	1
ta_samman_verb	1
krypa_num	1
ta_omhänder_adj	1
ta_med_adj	1
rista_aux	1
vackla_adv	1
skejta_noun	1
tvinna_noun	1
tvätta	1
promenera_pron	1
putta_aux	1
släntra_aux	1
banka_aux	1
traska_aux	1
sleva_adj	1
krypa	1
vira_adv	1
stöta_punct	1
fila	1
ta_sym	1
trycka	1
ta_upp_verb	1
skära_in_adj	1
bulta_adv	1
klicka_aux	1
snärta_aux	1
skära_genom_noun	1
krama	1
piska	1
slita	1
klappa_num	1
fösa_noun	1
