"expName","date","participant","trial","verb","target","distrOne","distrTwo","w1","w2","w3","corr_answer","answer","correct","type"
"verb_norming","2018_Jun_18_1531",909,81,"lift","lyfta","pressa","öka","öka","lyfta","pressa",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,82,"pinch","nypa","plocka","pensla","plocka","pensla","nypa",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,83,"stroll","strosa","trava","marschera","marschera","strosa","trava",2,2,1,"leg"
"verb_norming","2018_Jun_18_1531",909,84,"sprint","spurta","springa","löpa","springa","löpa","spurta",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,85,"wobble","vingla","ramla","glida","vingla","glida","ramla",1,1,1,"leg"
"verb_norming","2018_Jun_18_1531",909,86,"prance","kråma sig","promenera","traska","traska","kråma sig","promenera",2,3,0,"leg"
"verb_norming","2018_Jun_18_1531",909,87,"stumble","snubbla","glida","svaja","glida","snubbla","svaja",2,2,1,"leg"
"verb_norming","2018_Jun_18_1531",909,88,"trudge","släpa sig fram","kasta sig fram","ta sig fram","släpa sig fram","kasta sig fram","ta sig fram",1,1,1,"leg"
"verb_norming","2018_Jun_18_1531",909,89,"grasp","gripa","klämma","omfamna","omfamna","gripa","klämma",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,90,"grip","gripa om","hålla om","kasta om","hålla om","kasta om","gripa om",3,1,0,"arm"
"verb_norming","2018_Jun_18_1531",909,91,"slip","halka","snava","ramla","ramla","snava","halka",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,92,"skip","hoppa","kliva","strutta","hoppa","strutta","kliva",1,1,1,"leg"
"verb_norming","2018_Jun_18_1531",909,93,"punch","slå","knuffa","kasta","kasta","knuffa","slå",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,94,"cut","skära","sticka","spetsa","sticka","spetsa","skära",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,95,"chop","hacka","tälja","riva","hacka","riva","tälja",1,2,0,"arm"
"verb_norming","2018_Jun_18_1531",909,96,"whip","piska","klappa","slå","piska","klappa","slå",1,1,1,"arm"
"verb_norming","2018_Jun_18_1531",909,97,"click","klicka","klappa","klämma","klämma","klicka","klappa",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,98,"climb","klättra","kliva","krypa","klättra","krypa","kliva",1,1,1,"leg"
"verb_norming","2018_Jun_18_1531",909,99,"toss","slänga","fånga","gripa","fånga","slänga","gripa",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,100,"rush","rusa","springa","löpa","springa","löpa","rusa",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,101,"trip","snubbla","stampa","stappla","stampa","stappla","snubbla",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,102,"clean","rengöra","rensa","plocka","plocka","rensa","rengöra",3,2,0,"arm"
"verb_norming","2018_Jun_18_1531",909,103,"tug","rycka","pressa","slå","rycka","pressa","slå",1,1,1,"arm"
"verb_norming","2018_Jun_18_1531",909,104,"mount","gå uppför","ströva runt","kliva över","kliva över","gå uppför","ströva runt",2,2,1,"leg"
"verb_norming","2018_Jun_18_1531",909,105,"flit","rusa","hasa","svassa","svassa","rusa","hasa",2,2,1,"leg"
"verb_norming","2018_Jun_18_1531",909,106,"dance","dansa","snurra","svänga","svänga","snurra","dansa",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,107,"file","fila","putsa","riva","riva","fila","putsa",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,108,"polish","polera","sopa","tvätta","tvätta","sopa","polera",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,109,"run","springa","rusa","jogga","jogga","springa","rusa",2,2,1,"leg"
"verb_norming","2018_Jun_18_1531",909,110,"slap","smälla till","knäppa fast","klämma åt","knäppa fast","klämma åt","smälla till",3,1,0,"arm"
"verb_norming","2018_Jun_18_1531",909,111,"knock","knacka","krocka","klicka","knacka","klicka","krocka",1,1,1,"arm"
"verb_norming","2018_Jun_18_1531",909,112,"pluck","plocka","rensa","picka","rensa","picka","plocka",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,1,"slip","halka","snava","ramla","snava","halka","ramla",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,2,"skim","skumma","vispa","sleva","sleva","skumma","vispa",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,3,"bind","binda","linda","vinda","binda","vinda","linda",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,4,"bash","slå","knuffa","trycka","trycka","slå","knuffa",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,5,"toss","slänga","fånga","gripa","fånga","gripa","slänga",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,6,"wrap","slå in","slå ihop","slå till","slå ihop","slå till","slå in",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,7,"stamp","stampa","kliva","skutta","stampa","kliva","skutta",1,1,1,"leg"
"verb_norming","2018_Jun_19_1101",910,8,"kick","sparka","knäa","tåa","tåa","knäa","sparka",3,3,1,"leg"
"verb_norming","2018_Jun_19_1101",910,9,"hack","hacka","skära","kåpa","kåpa","hacka","skära",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,10,"stride","kliva","tassa","lunka","kliva","tassa","lunka",1,1,1,"leg"
"verb_norming","2018_Jun_19_1101",910,11,"rush","rusa","springa","löpa","rusa","löpa","springa",1,1,1,"leg"
"verb_norming","2018_Jun_19_1101",910,12,"jog","jogga","spurta","rusa","rusa","jogga","spurta",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,13,"roll","vingla","snubbla","svassa","vingla","snubbla","svassa",1,1,1,"leg"
"verb_norming","2018_Jun_19_1101",910,14,"bounce","studsa","dunka","kasta","dunka","kasta","studsa",3,3,1,"leg"
"verb_norming","2018_Jun_19_1101",910,15,"clap","klappa","knäppa","klämma","klämma","klappa","knäppa",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,16,"stomp","stampa","stiga","kliva","kliva","stampa","stiga",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,17,"snatch","rycka till sig","knuffa ifrån sig","plocka åt sig","rycka till sig","plocka åt sig","knuffa ifrån sig",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,18,"scratch","repa","riva","klösa","repa","riva","klösa",1,2,0,"arm"
"verb_norming","2018_Jun_19_1101",910,19,"stumble","snubbla","glida","svaja","svaja","snubbla","glida",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,20,"glide","glida","hasa","snava","glida","hasa","snava",1,1,1,"leg"
"verb_norming","2018_Jun_19_1101",910,21,"lift","lyfta","pressa","öka","öka","pressa","lyfta",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,22,"pat","klappa","slå","borsta","borsta","klappa","slå",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,23,"switch","slå på/av","knäppa","nypa","nypa","knäppa","slå på/av",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,24,"flee","fly","lyfta","flyga","flyga","lyfta","fly",3,3,1,"leg"
"verb_norming","2018_Jun_19_1101",910,25,"pull","dra","slänga","släpa","slänga","dra","släpa",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,26,"leap","hoppa","stega","kliva","stega","hoppa","kliva",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,27,"slither","hasa","glida","trilla","glida","trilla","hasa",3,3,1,"leg"
"verb_norming","2018_Jun_19_1101",910,28,"wander","vandra","marschera","spatsera","marschera","spatsera","vandra",3,3,1,"leg"
"verb_norming","2018_Jun_19_1101",910,29,"fold","vika ihop","knyta ihop","bunta ihop","bunta ihop","knyta ihop","vika ihop",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,30,"pinch","nypa","plocka","pensla","nypa","plocka","pensla",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,31,"kneel","knäböja","krypa","kräla","kräla","krypa","knäböja",3,3,1,"leg"
"verb_norming","2018_Jun_19_1101",910,32,"polish","polera","sopa","tvätta","sopa","tvätta","polera",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,33,"wade","vada","pulsa","plöja","pulsa","vada","plöja",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,34,"trot","trava","promenera","flanera","trava","promenera","flanera",1,1,1,"leg"
"verb_norming","2018_Jun_19_1101",910,35,"pace","gå fram och tillbaka","luffa runt","rusa fram","luffa runt","rusa fram","gå fram och tillbaka",3,3,1,"leg"
"verb_norming","2018_Jun_19_1101",910,36,"tug","rycka","pressa","slå","rycka","pressa","slå",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,37,"plod","lunka","pulsa","vingla","lunka","vingla","pulsa",1,3,0,"leg"
"verb_norming","2018_Jun_19_1101",910,38,"grip","gripa om","hålla om","kasta om","kasta om","gripa om","hålla om",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,39,"tiptoe","gå på tå","snava","sparka","snava","gå på tå","sparka",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,40,"march","marschera","trava","traska","marschera","trava","traska",1,1,1,"leg"
"verb_norming","2018_Jun_19_1101",910,41,"punch","slå","knuffa","kasta","slå","knuffa","kasta",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,42,"creep","krypa","knäböja","klättra","krypa","klättra","knäböja",1,1,1,"leg"
"verb_norming","2018_Jun_19_1101",910,43,"wipe","torka","putsa","gnugga","putsa","gnugga","torka",3,2,0,"arm"
"verb_norming","2018_Jun_19_1101",910,44,"run","springa","rusa","jogga","jogga","rusa","springa",3,3,1,"leg"
"verb_norming","2018_Jun_19_1101",910,45,"skate","åka skridskor","åka skidor","åka kälke","åka skridskor","åka kälke","åka skidor",1,1,1,"leg"
"verb_norming","2018_Jun_19_1101",910,46,"brush","borsta","skrubba","putsa","putsa","borsta","skrubba",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,47,"peel","skala","rensa","plocka","skala","rensa","plocka",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,48,"knock","knacka","krocka","klicka","knacka","klicka","krocka",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,49,"tread","trampa","stampa","klampa","trampa","stampa","klampa",1,1,1,"leg"
"verb_norming","2018_Jun_19_1101",910,50,"sprint","spurta","springa","löpa","löpa","springa","spurta",3,3,1,"leg"
"verb_norming","2018_Jun_19_1101",910,51,"braid","fläta","knyta","binda","knyta","fläta","binda",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,52,"grab","gripa tag i","fästa ihop","smälla till","gripa tag i","fästa ihop","smälla till",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,53,"slap","smälla till","knäppa fast","klämma åt","knäppa fast","smälla till","klämma åt",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,54,"dance","dansa","snurra","svänga","dansa","svänga","snurra",1,1,1,"leg"
"verb_norming","2018_Jun_19_1101",910,55,"claw","klösa","nypa","rispa","rispa","klösa","nypa",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,56,"trudge","släpa sig fram","kasta sig fram","ta sig fram","släpa sig fram","ta sig fram","kasta sig fram",1,1,1,"leg"
"verb_norming","2018_Jun_19_1101",910,57,"throw","kasta","greppa","träffa","träffa","kasta","greppa",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,58,"stab","sticka","hacka","skära","skära","hacka","sticka",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,59,"strut","svassa","lunka","strosa","lunka","strosa","svassa",3,3,1,"leg"
"verb_norming","2018_Jun_19_1101",910,60,"flit","rusa","hasa","svassa","rusa","hasa","svassa",1,2,0,"leg"
"verb_norming","2018_Jun_19_1101",910,61,"hike","vandra","flanera","lunka","lunka","vandra","flanera",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,62,"chop","hacka","tälja","riva","tälja","hacka","riva",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,63,"poke","peta","trycka","knuffa","trycka","peta","knuffa",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,64,"walk","gå","promenera","marschera","marschera","gå","promenera",2,3,0,"leg"
"verb_norming","2018_Jun_19_1101",910,65,"sneak","smyga","hasa","glida","hasa","glida","smyga",3,3,1,"leg"
"verb_norming","2018_Jun_19_1101",910,66,"shake","skaka","röra","vispa","skaka","röra","vispa",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,67,"jump","hoppa","kliva","lyfta","kliva","hoppa","lyfta",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,68,"rub","gnugga","riva","klappa","klappa","riva","gnugga",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,69,"scuff","hasa sig fram","dra sig fram","kasta sig fram","dra sig fram","hasa sig fram","kasta sig fram",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,70,"stray","ströva","vandra","promenera","vandra","ströva","promenera",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,71,"carve","tälja","hacka","riva","hacka","riva","tälja",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,72,"stroll","strosa","trava","marschera","marschera","strosa","trava",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,73,"crawl","kravla","huka","klättra","kravla","huka","klättra",1,1,1,"leg"
"verb_norming","2018_Jun_19_1101",910,74,"stir","röra","sleva","vispa","röra","vispa","sleva",1,2,0,"arm"
"verb_norming","2018_Jun_19_1101",910,75,"push","knuffa","kasta","klämma","knuffa","klämma","kasta",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,76,"inch","röra sig långsamt framåt","dra sig snabbt tillbaka","hasa sig bakåt","dra sig snabbt tillbaka","röra sig långsamt framåt","hasa sig bakåt",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,77,"delve","gräva","plöja","rensa","rensa","gräva","plöja",2,3,0,"arm"
"verb_norming","2018_Jun_19_1101",910,78,"dig","gräva","dränera","dika","dränera","gräva","dika",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,79,"stagger","ragla","lunka","halka","lunka","ragla","halka",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,80,"roam","ströva omkring","ta sig fram","luffa runt","ta sig fram","ströva omkring","luffa runt",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,81,"cut","skära","sticka","spetsa","skära","spetsa","sticka",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,82,"clean","rengöra","rensa","plocka","rengöra","plocka","rensa",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,83,"prance","kråma sig","promenera","traska","promenera","traska","kråma sig",3,2,0,"leg"
"verb_norming","2018_Jun_19_1101",910,84,"scoop","skyffla","dika","skrapa","skyffla","skrapa","dika",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,85,"skip","hoppa","kliva","strutta","kliva","hoppa","strutta",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,86,"seize","fånga","klämma","fästa","fästa","fånga","klämma",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,87,"slide","glida","ramla","hasa","ramla","glida","hasa",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,88,"twine","tvinna","binda","knyta","knyta","binda","tvinna",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,89,"scrub","skrubba","sopa","skrapa","sopa","skrapa","skrubba",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,90,"traipse","traska","stappla","vandra","stappla","traska","vandra",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,91,"scrape","skrapa","rispa","klösa","rispa","skrapa","klösa",2,1,0,"arm"
"verb_norming","2018_Jun_19_1101",910,92,"sway","vingla","tassa","ramla","ramla","vingla","tassa",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,93,"grate","riva","hugga","rispa","rispa","hugga","riva",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,94,"wash","tvätta","skura","sopa","tvätta","skura","sopa",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,95,"nip","nypa","peta","nudda","nypa","peta","nudda",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,96,"whip","piska","klappa","slå","klappa","slå","piska",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,97,"limp","halta","hasa","halka","hasa","halta","halka",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,98,"step","gå","klampa","traska","gå","traska","klampa",1,1,1,"leg"
"verb_norming","2018_Jun_19_1101",910,99,"mount","gå uppför","ströva runt","kliva över","kliva över","gå uppför","ströva runt",2,1,0,"leg"
"verb_norming","2018_Jun_19_1101",910,100,"climb","klättra","kliva","krypa","krypa","kliva","klättra",3,3,1,"leg"
"verb_norming","2018_Jun_19_1101",910,101,"dunk","dunka","dumpa","dunsa","dunsa","dumpa","dunka",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,102,"file","fila","putsa","riva","riva","fila","putsa",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,103,"ramble","ströva","strutta","spurta","spurta","strutta","ströva",3,3,1,"leg"
"verb_norming","2018_Jun_19_1101",910,104,"pluck","plocka","rensa","picka","picka","rensa","plocka",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,105,"catch","fånga","krama","omfamna","fånga","omfamna","krama",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,106,"click","klicka","klappa","klämma","klämma","klappa","klicka",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,107,"wobble","vingla","ramla","glida","glida","vingla","ramla",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,108,"grasp","gripa","klämma","omfamna","gripa","omfamna","klämma",1,1,1,"arm"
"verb_norming","2018_Jun_19_1101",910,109,"clutch","gripa tag i","sätta ihop","dra ut","sätta ihop","dra ut","gripa tag i",3,3,1,"arm"
"verb_norming","2018_Jun_19_1101",910,110,"squeeze","klämma","knuffa","knäppa","knäppa","klämma","knuffa",2,2,1,"arm"
"verb_norming","2018_Jun_19_1101",910,111,"trip","snubbla","stampa","stappla","stappla","snubbla","stampa",2,2,1,"leg"
"verb_norming","2018_Jun_19_1101",910,112,"hop","skutta","kliva","studsa","skutta","studsa","kliva",1,1,1,"leg"
"verb_norming","2018_Jun_19_1257",911,1,"nip","nypa","peta","nudda","nudda","nypa","peta",2,2,1,"arm"
"verb_norming","2018_Jun_19_1257",911,2,"stride","kliva","tassa","lunka","kliva","tassa","lunka",1,1,1,"leg"
"verb_norming","2018_Jun_19_1257",911,3,"kick","sparka","knäa","tåa","knäa","sparka","tåa",2,2,1,"leg"
"verb_norming","2018_Jun_19_1257",911,4,"plod","lunka","pulsa","vingla","lunka","pulsa","vingla",1,1,1,"leg"
"verb_norming","2018_Jun_19_1257",911,5,"mount","gå uppför","ströva runt","kliva över","ströva runt","kliva över","gå uppför",3,3,1,"leg"
"verb_norming","2018_Jun_19_1257",911,6,"flee","fly","lyfta","flyga","fly","lyfta","flyga",1,1,1,"leg"
"verb_norming","2018_Jun_19_1257",911,7,"grip","gripa om","hålla om","kasta om","hålla om","kasta om","gripa om",3,3,1,"arm"
"verb_norming","2018_Jun_19_1257",911,8,"stir","röra","sleva","vispa","sleva","vispa","röra",3,3,1,"arm"
"verb_norming","2018_Jun_19_1257",911,9,"seize","fånga","klämma","fästa","fästa","klämma","fånga",3,3,1,"arm"
"verb_norming","2018_Jun_19_1257",911,10,"catch","fånga","krama","omfamna","omfamna","fånga","krama",2,2,1,"arm"
"verb_norming","2018_Jun_19_1257",911,11,"ramble","ströva","strutta","spurta","strutta","spurta","ströva",3,3,1,"leg"
"verb_norming","2018_Jun_19_1257",911,12,"wander","vandra","marschera","spatsera","vandra","spatsera","marschera",1,2,0,"leg"
"verb_norming","2018_Jun_19_1257",911,13,"bounce","studsa","dunka","kasta","dunka","studsa","kasta",2,2,1,"leg"
"verb_norming","2018_Jun_19_1257",911,14,"tiptoe","gå på tå","snava","sparka","sparka","gå på tå","snava",2,2,1,"leg"
"verb_norming","2018_Jun_19_1257",911,15,"hike","vandra","flanera","lunka","lunka","vandra","flanera",2,2,1,"leg"
"verb_norming","2018_Jun_19_1257",911,16,"grab","gripa tag i","fästa ihop","smälla till","smälla till","gripa tag i","fästa ihop",2,2,1,"arm"
"verb_norming","2018_Jun_19_1257",911,17,"pinch","nypa","plocka","pensla","pensla","nypa","plocka",2,2,1,"arm"
"verb_norming","2018_Jun_19_1257",911,18,"delve","gräva","plöja","rensa","plöja","rensa","gräva",3,2,0,"arm"
"verb_norming","2018_Jun_19_1257",911,19,"dunk","dunka","dumpa","dunsa","dunsa","dumpa","dunka",3,3,1,"arm"
"verb_norming","2018_Jun_19_1257",911,20,"shake","skaka","röra","vispa","skaka","röra","vispa",1,1,1,"arm"
"verb_norming","2018_Jun_19_1257",911,21,"leap","hoppa","stega","kliva","stega","hoppa","kliva",2,2,1,"leg"
"verb_norming","2018_Jun_19_1257",911,22,"fold","vika ihop","knyta ihop","bunta ihop","bunta ihop","knyta ihop","vika ihop",3,3,1,"arm"
"verb_norming","2018_Jun_19_1257",911,23,"trudge","släpa sig fram","kasta sig fram","ta sig fram","ta sig fram","kasta sig fram","släpa sig fram",3,1,0,"leg"
"verb_norming","2018_Jun_19_1257",911,24,"trot","trava","promenera","flanera","promenera","trava","flanera",2,1,0,"leg"
"verb_norming","2018_Jun_19_1257",911,25,"prance","kråma sig","promenera","traska","kråma sig","traska","promenera",1,2,0,"leg"
"verb_norming","2018_Jun_19_1257",911,26,"sprint","spurta","springa","löpa","löpa","spurta","springa",2,2,1,"leg"
"verb_norming","2018_Jun_19_1257",911,27,"file","fila","putsa","riva","riva","fila","putsa",2,2,1,"arm"
"verb_norming","2018_Jun_19_1257",911,28,"wrap","slå in","slå ihop","slå till","slå ihop","slå in","slå till",2,2,1,"arm"
"verb_norming","2018_Jun_19_1257",911,29,"poke","peta","trycka","knuffa","trycka","peta","knuffa",2,2,1,"arm"
"verb_norming","2018_Jun_19_1257",911,30,"run","springa","rusa","jogga","rusa","springa","jogga",2,2,1,"leg"
"verb_norming","2018_Jun_19_1257",911,31,"carve","tälja","hacka","riva","riva","hacka","tälja",3,3,1,"arm"
"verb_norming","2018_Jun_19_1257",911,32,"jog","jogga","spurta","rusa","jogga","rusa","spurta",1,1,1,"leg"
"verb_norming","2018_Jun_19_1257",911,33,"trip","snubbla","stampa","stappla","snubbla","stappla","stampa",1,1,1,"leg"
"verb_norming","2018_Jun_19_1257",911,34,"click","klicka","klappa","klämma","klicka","klappa","klämma",1,1,1,"arm"
"verb_norming","2018_Jun_19_1257",911,35,"slide","glida","ramla","hasa","hasa","glida","ramla",2,2,1,"leg"
"verb_norming","2018_Jun_19_1257",911,36,"skate","åka skridskor","åka skidor","åka kälke","åka skridskor","åka kälke","åka skidor",1,1,1,"leg"
"verb_norming","2018_Jun_19_1257",911,37,"stroll","strosa","trava","marschera","trava","marschera","strosa",3,3,1,"leg"
"verb_norming","2018_Jun_19_1257",911,38,"wobble","vingla","ramla","glida","ramla","vingla","glida",2,2,1,"leg"
"verb_norming","2018_Jun_19_1257",911,39,"clean","rengöra","rensa","plocka","rengöra","rensa","plocka",1,1,1,"arm"
"verb_norming","2018_Jun_19_1257",911,40,"pluck","plocka","rensa","picka","plocka","rensa","picka",1,3,0,"arm"
"verb_norming","2018_Jun_19_1257",911,41,"roam","ströva omkring","ta sig fram","luffa runt","ta sig fram","ströva omkring","luffa runt",2,1,0,"leg"
"verb_norming","2018_Jun_19_1257",911,42,"stray","ströva","vandra","promenera","vandra","promenera","ströva",3,3,1,"leg"
"verb_norming","2018_Jun_19_1257",911,43,"toss","slänga","fånga","gripa","slänga","gripa","fånga",1,1,1,"arm"
"verb_norming","2018_Jun_19_1257",911,44,"clutch","gripa tag i","sätta ihop","dra ut","sätta ihop","dra ut","gripa tag i",3,3,1,"arm"
"verb_norming","2018_Jun_19_1257",911,45,"punch","slå","knuffa","kasta","knuffa","slå","kasta",2,2,1,"arm"
"verb_norming","2018_Jun_19_1257",911,46,"claw","klösa","nypa","rispa","nypa","rispa","klösa",3,3,1,"arm"
"verb_norming","2018_Jun_19_1257",911,47,"throw","kasta","greppa","träffa","kasta","träffa","greppa",1,1,1,"arm"
"verb_norming","2018_Jun_19_1257",911,48,"hack","hacka","skära","kåpa","kåpa","hacka","skära",2,2,1,"arm"
"verb_norming","2018_Jun_19_1257",911,49,"dance","dansa","snurra","svänga","dansa","snurra","svänga",1,1,1,"leg"
"verb_norming","2018_Jun_19_1257",911,50,"stab","sticka","hacka","skära","skära","hacka","sticka",3,3,1,"arm"
"verb_norming","2018_Jun_19_1257",911,51,"dig","gräva","dränera","dika","gräva","dika","dränera",1,1,1,"arm"
"verb_norming","2018_Jun_19_1257",911,52,"wade","vada","pulsa","plöja","plöja","pulsa","vada",3,3,1,"leg"
"verb_norming","2018_Jun_19_1257",911,53,"slither","hasa","glida","trilla","glida","hasa","trilla",2,2,1,"leg"
"verb_norming","2018_Jun_19_1257",911,54,"limp","halta","hasa","halka","hasa","halka","halta",3,3,1,"leg"
"verb_norming","2018_Jun_19_1257",911,55,"scoop","skyffla","dika","skrapa","skrapa","skyffla","dika",2,2,1,"arm"
"verb_norming","2018_Jun_19_1257",911,56,"jump","hoppa","kliva","lyfta","kliva","lyfta","hoppa",3,3,1,"leg"
"verb_norming","2018_Jun_19_1257",911,57,"switch","slå på/av","knäppa","nypa","nypa","slå på/av","knäppa",2,2,1,"arm"
"verb_norming","2018_Jun_19_1257",911,58,"sway","vingla","tassa","ramla","ramla","vingla","tassa",2,2,1,"leg"
"verb_norming","2018_Jun_19_1257",911,59,"slap","smälla till","knäppa fast","klämma åt","klämma åt","smälla till","knäppa fast",2,2,1,"arm"
"verb_norming","2018_Jun_19_1257",911,60,"sneak","smyga","hasa","glida","smyga","hasa","glida",1,1,1,"leg"
"verb_norming","2018_Jun_19_1257",911,61,"rush","rusa","springa","löpa","springa","rusa","löpa",2,2,1,"leg"
"verb_norming","2018_Jun_19_1257",911,62,"march","marschera","trava","traska","traska","marschera","trava",2,2,1,"leg"
"verb_norming","2018_Jun_19_1257",911,63,"pat","klappa","slå","borsta","borsta","slå","klappa",3,3,1,"arm"
"verb_norming","2018_Jun_19_1257",911,64,"peel","skala","rensa","plocka","skala","rensa","plocka",1,1,1,"arm"
"verb_norming","2018_Jun_19_1257",911,65,"step","gå","klampa","traska","gå","traska","klampa",1,1,1,"leg"
"verb_norming","2018_Jun_19_1257",911,66,"knock","knacka","krocka","klicka","krocka","klicka","knacka",3,3,1,"arm"
"verb_norming","2018_Jun_19_1257",911,67,"snatch","rycka till sig","knuffa ifrån sig","plocka åt sig","rycka till sig","knuffa ifrån sig","plocka åt sig",1,1,1,"arm"
"verb_norming","2018_Jun_19_1257",911,68,"scratch","repa","riva","klösa","klösa","riva","repa",3,2,0,"arm"
"verb_norming","2018_Jun_19_1257",911,69,"twine","tvinna","binda","knyta","binda","knyta","tvinna",3,3,1,"arm"
"verb_norming","2018_Jun_19_1257",911,70,"scrub","skrubba","sopa","skrapa","sopa","skrapa","skrubba",3,3,1,"arm"
"verb_norming","2018_Jun_19_1257",911,71,"glide","glida","hasa","snava","glida","hasa","snava",1,1,1,"leg"
"verb_norming","2018_Jun_19_1257",911,72,"brush","borsta","skrubba","putsa","putsa","skrubba","borsta",3,3,1,"arm"
"verb_norming","2018_Jun_19_1257",911,73,"strut","svassa","lunka","strosa","lunka","svassa","strosa",2,1,0,"leg"
"verb_norming","2018_Jun_19_1257",911,74,"chop","hacka","tälja","riva","riva","hacka","tälja",2,2,1,"arm"
