item,type,word1,word2,word3,word4,word_duration,follow_blank,SOA,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,experimental_blocks.thisRepN,experimental_blocks.thisTrialN,experimental_blocks.thisN,experimental_blocks.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_13.keys,key_resp_13.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_3.keys,date,frameRate,expName,session,participant,
,arm,grab,clap,stab,clean,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,14,14,14,,,,,space,4.10933101325,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,sway,trip,prance,stray,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,15,15,15,,,,,space,3.33787708711,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,fold,scratch,file,knock,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,16,16,16,,,,,space,0.402733048144,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,glide,slither,skate,scuff,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,17,17,17,,,,,space,4.00883661333,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,pull,wrap,skim,push,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,18,18,18,,,,,space,3.33792133933,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,tread,stride,hop,wander,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,19,19,19,,,,,space,5.19931116693,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,scrape,bash,scrub,delve,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,20,20,20,,,,,space,2.04638777501,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,strut,ramble,flee,hike,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,21,21,21,,,,,space,5.11530229594,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,polish,brush,click,peel,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,22,22,22,,,,,space,4.94788788544,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,trudge,wobble,run,stagger,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,23,23,23,,,,,space,0.419684015509,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,shake,nip,poke,scoop,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,24,24,24,,,,,space,4.78002779197,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,slide,stamp,plod,mount,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,25,25,25,,,,,space,6.30617867542,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,stomp,trek,leap,limp,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,26,26,26,,,,,space,6.32307630306,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,pat,clutch,stir,wash,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,0,27,27,27,,,,,space,3.48883718229,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,,,,,,0.4,0.4,0.8,0,0,0,0,,,,,0,0,0,3,,,,,,,,,,,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,run,slither,stamp,jog,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,0,0,0,,,,,space,3.40539568786,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,climb,traipse,limp,sneak,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,1,1,1,,,,,space,6.65783558486,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,slap,carve,file,grasp,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,2,2,2,,,,,space,2.919274485,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,knock,scratch,pinch,hack,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,3,3,3,,,,,space,4.66255200129,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,sprint,strut,wander,pace,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,4,4,4,,,,,space,4.41130335799,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,snatch,delve,grip,rub,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,5,5,5,,,,,space,4.98115527508,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,catch,bind,peel,push,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,6,6,6,,,,,space,3.65645625926,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,click,scrub,toss,punch,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,7,7,7,,,,,space,3.85762957502,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,stride,flee,glide,sway,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,8,8,8,,,,,space,4.57860634774,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,inch,trek,wobble,walk,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,9,9,9,,,,,space,4.7644996122,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,pat,tug,brush,throw,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,10,10,10,,,,,space,5.71879063449,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,wipe,shake,cut,squeeze,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,11,11,11,,,,,space,2.8681845175,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,dig,chop,wrap,lift,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,12,12,12,,,,,space,3.4721260461,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,hop,step,plod,leap,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,13,13,13,,,,,space,3.38802432449,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,dance,march,roll,mount,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,14,14,14,,,,,space,2.59930768996,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,stagger,slide,trip,tread,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,15,15,15,,,,,space,5.333353879,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,grab,clean,poke,polish,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,16,16,16,,,,,space,4.78005189362,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,skim,stab,nip,seize,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,17,17,17,,,,,space,3.60516834212,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,flit,scuff,hike,slip,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,18,18,18,,,,,space,4.15950630337,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,braid,pull,wash,fold,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,19,19,19,,,,,space,5.66881210867,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,clap,claw,twine,scrape,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,20,20,20,,,,,space,4.37757211036,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,bounce,crawl,prance,roam,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,21,21,21,,,,,space,7.0608965735,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,skip,wade,stumble,stroll,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,22,22,22,,,,,space,5.6190461515,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,kick,creep,jump,rush,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,23,23,23,,,,,space,4.78004873274,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,bash,dunk,clutch,scoop,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,24,24,24,,,,,space,3.68923687458,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,trot,stray,kneel,stomp,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,25,25,25,,,,,space,2.8512758268,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,whip,stir,switch,grate,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,26,26,26,,,,,space,3.00232284595,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,ramble,trudge,tiptoe,skate,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,0,27,27,27,,,,,space,3.06947201976,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,,,,,,0.1,0.4,0.5,0,0,0,0,,,,,0,1,1,0,,,,,,,,,,,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,switch,hack,peel,skim,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,0,0,0,,,,,space,3.28761329257,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,stroll,tread,walk,skip,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,1,1,1,,,,,space,1.1070737554,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,slap,scratch,cut,toss,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,2,2,2,,,,,space,4.83042829423,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,wander,run,stray,crawl,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,3,3,3,,,,,space,6.23966681246,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,fold,wash,whip,grab,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,4,4,4,,,,,space,3.30441056253,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,traipse,trudge,wade,step,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,5,5,5,,,,,space,3.50476284173,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,stumble,sneak,creep,stride,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,6,6,6,,,,,space,3.25341739673,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,grasp,wipe,click,twine,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,7,7,7,,,,,space,5.06539726039,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,shake,clutch,grate,squeeze,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,8,8,8,,,,,space,6.10566084553,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,glide,limp,kick,sway,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,9,9,9,,,,,space,5.65148183664,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,stab,dig,stir,lift,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,10,10,10,,,,,space,3.58939954096,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,bind,wrap,polish,delve,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,11,11,11,,,,,space,2.5159215108,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,kneel,dance,sprint,mount,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,12,12,12,,,,,space,4.37807389882,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,file,chop,punch,poke,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,13,13,13,,,,,space,4.51114701335,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,plod,roam,pace,hop,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,14,14,14,,,,,space,3.11983696221,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,dunk,throw,claw,pinch,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,15,15,15,,,,,space,5.06514201996,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,trot,slip,skate,leap,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,16,16,16,,,,,space,5.09829482798,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,catch,knock,brush,clean,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,17,17,17,,,,,space,4.81377049776,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,scoop,clap,scrape,carve,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,18,18,18,,,,,space,4.36070806698,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,braid,snatch,nip,tug,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,19,19,19,,,,,space,4.72970868216,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,flee,climb,rush,march,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,20,20,20,,,,,space,5.29957442807,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,slither,bounce,scuff,roll,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,21,21,21,,,,,space,3.35461034941,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,stamp,flit,inch,slide,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,22,22,22,,,,,space,3.85704323323,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,rub,bash,push,scrub,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,23,23,23,,,,,space,3.2542170974,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,stomp,hike,trip,ramble,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,24,24,24,,,,,space,3.43788945403,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,trek,jump,prance,tiptoe,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,25,25,25,,,,,space,3.45560061116,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,stagger,jog,strut,wobble,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,26,26,26,,,,,space,4.88068339637,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,grip,seize,pat,pull,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,0,27,27,27,,,,,space,3.53899429739,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,,,,,,0.2,0.4,0.6,0,0,0,0,,,,,0,2,2,1,,,,,,,,,,,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,twine,slap,rub,dunk,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,0,0,0,,,,,space,4.44459880037,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,stomp,stride,crawl,trip,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,1,1,1,,,,,space,5.35031986051,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,sneak,trudge,wobble,stamp,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,2,2,2,,,,,space,7.41345196087,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,switch,wash,stab,throw,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,3,3,3,,,,,space,4.86487824518,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,flit,stray,flee,glide,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,4,4,4,,,,,space,6.9931610579,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,wrap,file,pull,wipe,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,5,5,5,,,,,space,3.79162305651,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,skip,climb,tiptoe,roll,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,6,6,6,,,,,space,3.48851911952,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,peel,polish,brush,tug,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,7,7,7,,,,,space,4.20983450069,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,ramble,hike,skate,kick,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,8,8,8,,,,,space,5.93716344119,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,toss,catch,seize,pat,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,9,9,9,,,,,space,4.3268345801,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,slither,strut,stumble,scuff,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,10,10,10,,,,,space,7.04425221073,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,dance,slip,prance,wade,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,11,11,11,,,,,space,5.50177147131,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,grate,hack,fold,braid,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,12,12,12,,,,,space,5.19946012303,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,chop,scrape,skim,cut,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,13,13,13,,,,,space,8.4529142649,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,scratch,whip,squeeze,push,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,14,14,14,,,,,space,9.02260458239,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,wander,mount,creep,roam,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,15,15,15,,,,,space,6.3405428877,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,bounce,slide,trek,pace,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,16,16,16,,,,,space,3.05262733672,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,stagger,march,sway,walk,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,17,17,17,,,,,space,6.18891031697,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,grip,bash,grab,dig,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,18,18,18,,,,,space,4.12598959994,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,sprint,run,trot,stroll,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,19,19,19,,,,,space,3.90790996414,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,rush,leap,inch,step,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,20,20,20,,,,,space,4.19298231057,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,lift,punch,scrub,stir,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,21,21,21,,,,,space,4.86383831823,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,delve,clean,nip,knock,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,22,22,22,,,,,space,3.48866926095,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,click,scoop,shake,poke,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,23,23,23,,,,,space,4.76321392743,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,leg,tread,kneel,plod,jog,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,24,24,24,,,,,space,3.89112059636,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
,arm,clutch,clap,pinch,carve,0.3,0.4,0.7,0,0,0,0,,,,,0,3,3,2,0,25,25,25,,,,,space,4.72968300008,,,,,,2018_Jun_18_1457,59.3251418693,sheb_replic_pilot_control,001,909,
