word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ArmLeg_loop.thisRepN,ArmLeg_loop.thisTrialN,ArmLeg_loop.thisN,ArmLeg_loop.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,key_resp_8.keys,key_resp_8.rt,rating.response,rating.rt,answer.keys,answer.corr,answer.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
SWITCH,slå på/av,knäppa,nypa,3,nypa,knäppa,slå på/av,,,0,15,15,93,,,,,,,,,,,,,,,,,3,1,6.92670743744,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
KNOCK,knacka,krocka,klicka,2,klicka,knacka,krocka,Leg,leg,0,16,16,38,0,0,0,0,,,,,,,,,,,1,4.453,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
KNOCK,knacka,krocka,klicka,2,klicka,knacka,krocka,Arm,arm,0,16,16,38,0,1,1,1,,,,,,,,,,,7,1.655,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
KNOCK,knacka,krocka,klicka,2,klicka,knacka,krocka,,,0,16,16,38,,,,,,,,,,,,,,,,,2,1,2.39862926124,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TOSS,slänga,fånga,gripa,3,fånga,gripa,slänga,Leg,leg,0,17,17,96,0,0,0,0,,,,,,,,,,,1,4.32,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TOSS,slänga,fånga,gripa,3,fånga,gripa,slänga,Arm,arm,0,17,17,96,0,1,1,1,,,,,,,,,,,7,1.27,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TOSS,slänga,fånga,gripa,3,fånga,gripa,slänga,,,0,17,17,96,,,,,,,,,,,,,,,,,3,1,2.90186368633,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STAMP,stampa,kliva,skutta,3,skutta,kliva,stampa,Leg,leg,0,18,18,83,0,0,0,0,,,,,,,,,,,7,3.966,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STAMP,stampa,kliva,skutta,3,skutta,kliva,stampa,Arm,arm,0,18,18,83,0,1,1,1,,,,,,,,,,,1,4.22,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STAMP,stampa,kliva,skutta,3,skutta,kliva,stampa,,,0,18,18,83,,,,,,,,,,,,,,,,,3,1,2.01298946067,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
DIG,gräva,dränera,dika,3,dika,dränera,gräva,Leg,leg,0,19,19,19,0,0,0,0,,,,,,,,,,,4,6.381,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
DIG,gräva,dränera,dika,3,dika,dränera,gräva,Arm,arm,0,19,19,19,0,1,1,1,,,,,,,,,,,7,1.974,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
DIG,gräva,dränera,dika,3,dika,dränera,gräva,,,0,19,19,19,,,,,,,,,,,,,,,,,3,1,2.78447926388,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SNEAK,smyga,hasa,glida,3,glida,hasa,smyga,Leg,leg,0,20,20,78,0,0,0,0,,,,,,,,,,,7,7.236,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SNEAK,smyga,hasa,glida,3,glida,hasa,smyga,Arm,arm,0,20,20,78,0,1,1,1,,,,,,,,,,,1,2.476,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SNEAK,smyga,hasa,glida,3,glida,hasa,smyga,,,0,20,20,78,,,,,,,,,,,,,,,,,3,1,1.91222246016,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
GRATE,riva,hugga,rispa,1,riva,hugga,rispa,Leg,leg,0,21,21,28,0,0,0,0,,,,,,,,,,,1,3.111,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
GRATE,riva,hugga,rispa,1,riva,hugga,rispa,Arm,arm,0,21,21,28,0,1,1,1,,,,,,,,,,,7,1.604,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
GRATE,riva,hugga,rispa,1,riva,hugga,rispa,,,0,21,21,28,,,,,,,,,,,,,,,,,1,1,5.40057560598,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STOMP,stampa,stiga,kliva,1,stampa,kliva,stiga,Leg,leg,0,22,22,86,0,0,0,0,,,,,,,,,,,7,3.848,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STOMP,stampa,stiga,kliva,1,stampa,kliva,stiga,Arm,arm,0,22,22,86,0,1,1,1,,,,,,,,,,,1,1.872,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STOMP,stampa,stiga,kliva,1,stampa,kliva,stiga,,,0,22,22,86,,,,,,,,,,,,,,,,,1,1,1.99617961688,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PLOD,lunka,pulsa,vingla,2,pulsa,lunka,vingla,Leg,leg,0,23,23,49,0,0,0,0,,,,,,,,,,,7,5.576,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PLOD,lunka,pulsa,vingla,2,pulsa,lunka,vingla,Arm,arm,0,23,23,49,0,1,1,1,,,,,,,,,,,1,1.671,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PLOD,lunka,pulsa,vingla,2,pulsa,lunka,vingla,,,0,23,23,49,,,,,,,,,,,,,,,,,1,0,4.0422415285,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CLAP,klappa,knäppa,klämma,3,klämma,knäppa,klappa,Leg,leg,0,24,24,8,0,0,0,0,,,,,,,,,,,1,2.576,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CLAP,klappa,knäppa,klämma,3,klämma,knäppa,klappa,Arm,arm,0,24,24,8,0,1,1,1,,,,,,,,,,,7,1.203,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CLAP,klappa,knäppa,klämma,3,klämma,knäppa,klappa,,,0,24,24,8,,,,,,,,,,,,,,,,,3,1,2.28126340927,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CLIMB,klättra,kliva,krypa,2,krypa,klättra,kliva,Leg,leg,0,25,25,12,0,0,0,0,,,,,,,,,,,7,3.546,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CLIMB,klättra,kliva,krypa,2,krypa,klättra,kliva,Arm,arm,0,25,25,12,0,1,1,1,,,,,,,,,,,6,3.097,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CLIMB,klättra,kliva,krypa,2,krypa,klättra,kliva,,,0,25,25,12,,,,,,,,,,,,,,,,,2,1,1.71115706758,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CLAW,klösa,nypa,rispa,3,nypa,rispa,klösa,Leg,leg,0,26,26,9,0,0,0,0,,,,,,,,,,,1,10.525,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CLAW,klösa,nypa,rispa,3,nypa,rispa,klösa,Arm,arm,0,26,26,9,0,1,1,1,,,,,,,,,,,7,2.378,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CLAW,klösa,nypa,rispa,3,nypa,rispa,klösa,,,0,26,26,9,,,,,,,,,,,,,,,,,3,1,3.43858820072,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WHIP,piska,klappa,slå,2,klappa,piska,slå,Leg,leg,0,27,27,108,0,0,0,0,,,,,,,,,,,1,3.748,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WHIP,piska,klappa,slå,2,klappa,piska,slå,Arm,arm,0,27,27,108,0,1,1,1,,,,,,,,,,,7,2.814,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WHIP,piska,klappa,slå,2,klappa,piska,slå,,,0,27,27,108,,,,,,,,,,,,,,,,,2,1,1.86197191667,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PUSH,knuffa,kasta,klämma,1,knuffa,kasta,klämma,Leg,leg,0,28,28,56,0,0,0,0,,,,,,,,,,,4,5.528,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PUSH,knuffa,kasta,klämma,1,knuffa,kasta,klämma,Arm,arm,0,28,28,56,0,1,1,1,,,,,,,,,,,7,4.272,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PUSH,knuffa,kasta,klämma,1,knuffa,kasta,klämma,,,0,28,28,56,,,,,,,,,,,,,,,,,1,1,3.06951090088,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CHOP,hacka,tälja,riva,3,tälja,riva,hacka,Leg,leg,0,29,29,7,0,0,0,0,,,,,,,,,,,1,2.559,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CHOP,hacka,tälja,riva,3,tälja,riva,hacka,Arm,arm,0,29,29,7,0,1,1,1,,,,,,,,,,,7,1.355,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CHOP,hacka,tälja,riva,3,tälja,riva,hacka,,,0,29,29,7,,,,,,,,,,,,,,,,,3,1,4.19317135657,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TWINE,tvinna,binda,knyta,2,binda,tvinna,knyta,Leg,leg,0,30,30,103,0,0,0,0,,,,,,,,,,,1,4.351,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TWINE,tvinna,binda,knyta,2,binda,tvinna,knyta,Arm,arm,0,30,30,103,0,1,1,1,,,,,,,,,,,7,2.224,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TWINE,tvinna,binda,knyta,2,binda,tvinna,knyta,,,0,30,30,103,,,,,,,,,,,,,,,,,2,1,7.81581438683,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WADE,vada,pulsa,plöja,2,plöja,vada,pulsa,Leg,leg,0,31,31,104,0,0,0,0,,,,,,,,,,,7,3.128,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WADE,vada,pulsa,plöja,2,plöja,vada,pulsa,Arm,arm,0,31,31,104,0,1,1,1,,,,,,,,,,,3,4.151,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
WADE,vada,pulsa,plöja,2,plöja,vada,pulsa,,,0,31,31,104,,,,,,,,,,,,,,,,,2,1,5.70276044312,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SWAY,vingla,tassa,ramla,3,tassa,ramla,vingla,Leg,leg,0,32,32,92,0,0,0,0,,,,,,,,,,,7,2.928,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SWAY,vingla,tassa,ramla,3,tassa,ramla,vingla,Arm,arm,0,32,32,92,0,1,1,1,,,,,,,,,,,1,1.321,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SWAY,vingla,tassa,ramla,3,tassa,ramla,vingla,,,0,32,32,92,,,,,,,,,,,,,,,,,3,1,3.32115201798,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STROLL,strosa,trava,marschera,2,trava,strosa,marschera,Leg,leg,0,33,33,89,0,0,0,0,,,,,,,,,,,7,2.709,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STROLL,strosa,trava,marschera,2,trava,strosa,marschera,Arm,arm,0,33,33,89,0,1,1,1,,,,,,,,,,,1,1.253,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STROLL,strosa,trava,marschera,2,trava,strosa,marschera,,,0,33,33,89,,,,,,,,,,,,,,,,,2,1,4.41122637103,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CRAWL,kravla,huka,klättra,2,huka,kravla,klättra,Leg,leg,0,34,34,14,0,0,0,0,,,,,,,,,,,7,5.192,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CRAWL,kravla,huka,klättra,2,huka,kravla,klättra,Arm,arm,0,34,34,14,0,1,1,1,,,,,,,,,,,1,2.611,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CRAWL,kravla,huka,klättra,2,huka,kravla,klättra,,,0,34,34,14,,,,,,,,,,,,,,,,,2,1,2.41542764663,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
MOUNT,gå uppför,ströva runt,kliva över,2,kliva över,gå uppför,ströva runt,Leg,leg,0,35,35,43,0,0,0,0,,,,,,,,,,,5,5.273,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
MOUNT,gå uppför,ströva runt,kliva över,2,kliva över,gå uppför,ströva runt,Arm,arm,0,35,35,43,0,1,1,1,,,,,,,,,,,5,1.402,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
MOUNT,gå uppför,ströva runt,kliva över,2,kliva över,gå uppför,ströva runt,,,0,35,35,43,,,,,,,,,,,,,,,,,1,0,3.58929992438,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCRAPE,skrapa,rispa,klösa,3,klösa,rispa,skrapa,Leg,leg,0,36,36,64,0,0,0,0,,,,,,,,,,,2,7.187,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCRAPE,skrapa,rispa,klösa,3,klösa,rispa,skrapa,Arm,arm,0,36,36,64,0,1,1,1,,,,,,,,,,,7,1.52,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCRAPE,skrapa,rispa,klösa,3,klösa,rispa,skrapa,,,0,36,36,64,,,,,,,,,,,,,,,,,3,1,1.61033238005,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SHAKE,skaka,röra,vispa,2,röra,skaka,vispa,Leg,leg,0,37,37,69,0,0,0,0,,,,,,,,,,,4,10.693,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SHAKE,skaka,röra,vispa,2,röra,skaka,vispa,Arm,arm,0,37,37,69,0,1,1,1,,,,,,,,,,,7,2.293,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SHAKE,skaka,röra,vispa,2,röra,skaka,vispa,,,0,37,37,69,,,,,,,,,,,,,,,,,2,1,1.82827004486,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,ta sig fram,kasta sig fram,släpa sig fram,Leg,leg,0,38,38,101,0,0,0,0,,,,,,,,,,,7,3.043,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,ta sig fram,kasta sig fram,släpa sig fram,Arm,arm,0,38,38,101,0,1,1,1,,,,,,,,,,,1,1.754,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,ta sig fram,kasta sig fram,släpa sig fram,,,0,38,38,101,,,,,,,,,,,,,,,,,1,0,7.26242108531,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCRUB,skrubba,sopa,skrapa,1,skrubba,sopa,skrapa,Leg,leg,0,39,39,66,0,0,0,0,,,,,,,,,,,1,8.747,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCRUB,skrubba,sopa,skrapa,1,skrubba,sopa,skrapa,Arm,arm,0,39,39,66,0,1,1,1,,,,,,,,,,,7,1.102,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCRUB,skrubba,sopa,skrapa,1,skrubba,sopa,skrapa,,,0,39,39,66,,,,,,,,,,,,,,,,,1,1,9.3587256381,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
FLEE,fly,lyfta,flyga,2,lyfta,fly,flyga,Leg,leg,0,40,40,22,0,0,0,0,,,,,,,,,,,7,3.129,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
FLEE,fly,lyfta,flyga,2,lyfta,fly,flyga,Arm,arm,0,40,40,22,0,1,1,1,,,,,,,,,,,1,0.969,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
FLEE,fly,lyfta,flyga,2,lyfta,fly,flyga,,,0,40,40,22,,,,,,,,,,,,,,,,,2,1,1.57676840395,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
