word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ArmLeg_loop.thisRepN,ArmLeg_loop.thisTrialN,ArmLeg_loop.thisN,ArmLeg_loop.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,key_resp_8.keys,key_resp_8.rt,rating.response,rating.rt,answer.keys,answer.corr,answer.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
PUNCH,slå,knuffa,kasta,3,knuffa,kasta,slå,Arm,arm,0,84,84,55,0,1,1,1,,,,,,,,,,,7,1.2,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PUNCH,slå,knuffa,kasta,3,knuffa,kasta,slå,,,0,84,84,55,,,,,,,,,,,,,,,,,3,1,1.77948301354,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SKATE,åka skridskor,åka skidor,åka kälke,3,åka kälke,åka skidor,åka skridskor,Leg,leg,0,85,85,70,0,0,0,0,,,,,,,,,,,7,2.558,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SKATE,åka skridskor,åka skidor,åka kälke,3,åka kälke,åka skidor,åka skridskor,Arm,arm,0,85,85,70,0,1,1,1,,,,,,,,,,,1,1.136,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SKATE,åka skridskor,åka skidor,åka kälke,3,åka kälke,åka skidor,åka skridskor,,,0,85,85,70,,,,,,,,,,,,,,,,,3,1,4.4447848155,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PAT,klappa,slå,borsta,2,borsta,klappa,slå,Leg,leg,0,86,86,46,0,0,0,0,,,,,,,,,,,1,3.398,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PAT,klappa,slå,borsta,2,borsta,klappa,slå,Arm,arm,0,86,86,46,0,1,1,1,,,,,,,,,,,7,4.072,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PAT,klappa,slå,borsta,2,borsta,klappa,slå,,,0,86,86,46,,,,,,,,,,,,,,,,,2,1,1.94570978364,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SLIDE,glida,ramla,hasa,3,ramla,hasa,glida,Leg,leg,0,87,87,74,0,0,0,0,,,,,,,,,,,7,5.173,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SLIDE,glida,ramla,hasa,3,ramla,hasa,glida,Arm,arm,0,87,87,74,0,1,1,1,,,,,,,,,,,1,1.05,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SLIDE,glida,ramla,hasa,3,ramla,hasa,glida,,,0,87,87,74,,,,,,,,,,,,,,,,,3,1,3.28743631707,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,3,hasa sig bakåt,dra sig snabbt tillbaka,röra sig långsamt framåt,Leg,leg,0,88,88,33,0,0,0,0,,,,,,,,,,,7,3.983,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,3,hasa sig bakåt,dra sig snabbt tillbaka,röra sig långsamt framåt,Arm,arm,0,88,88,33,0,1,1,1,,,,,,,,,,,1,2.309,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,3,hasa sig bakåt,dra sig snabbt tillbaka,röra sig långsamt framåt,,,0,88,88,33,,,,,,,,,,,,,,,,,3,1,3.50548066339,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TUG,rycka,pressa,slå,3,pressa,slå,rycka,Leg,leg,0,89,89,102,0,0,0,0,,,,,,,,,,,1,3.263,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TUG,rycka,pressa,slå,3,pressa,slå,rycka,Arm,arm,0,89,89,102,0,1,1,1,,,,,,,,,,,7,0.984,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TUG,rycka,pressa,slå,3,pressa,slå,rycka,,,0,89,89,102,,,,,,,,,,,,,,,,,3,1,3.53906716114,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TIPTOE,gå på tå,snava,sparka,1,gå på tå,snava,sparka,Leg,leg,0,90,90,95,0,0,0,0,,,,,,,,,,,7,2.508,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TIPTOE,gå på tå,snava,sparka,1,gå på tå,snava,sparka,Arm,arm,0,90,90,95,0,1,1,1,,,,,,,,,,,1,0.967,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TIPTOE,gå på tå,snava,sparka,1,gå på tå,snava,sparka,,,0,90,90,95,,,,,,,,,,,,,,,,,1,1,1.4930451563,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STEP,gå,klampa,traska,1,gå,traska,klampa,Leg,leg,0,91,91,84,0,0,0,0,,,,,,,,,,,7,2.693,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STEP,gå,klampa,traska,1,gå,traska,klampa,Arm,arm,0,91,91,84,0,1,1,1,,,,,,,,,,,1,1.086,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STEP,gå,klampa,traska,1,gå,traska,klampa,,,0,91,91,84,,,,,,,,,,,,,,,,,1,1,4.66261066232,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCOOP,skyffla,dika,skrapa,2,dika,skyffla,skrapa,Leg,leg,0,92,92,63,0,0,0,0,,,,,,,,,,,1,3.33,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCOOP,skyffla,dika,skrapa,2,dika,skyffla,skrapa,Arm,arm,0,92,92,63,0,1,1,1,,,,,,,,,,,7,1.857,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SCOOP,skyffla,dika,skrapa,2,dika,skyffla,skrapa,,,0,92,92,63,,,,,,,,,,,,,,,,,2,1,7.6311842674,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SNATCH,rycka till sig,knuffa ifrån sig,plocka åt sig,2,plocka åt sig,rycka till sig,knuffa ifrån sig,Leg,leg,0,93,93,77,0,0,0,0,,,,,,,,,,,1,8.711,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SNATCH,rycka till sig,knuffa ifrån sig,plocka åt sig,2,plocka åt sig,rycka till sig,knuffa ifrån sig,Arm,arm,0,93,93,77,0,1,1,1,,,,,,,,,,,7,1.134,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SNATCH,rycka till sig,knuffa ifrån sig,plocka åt sig,2,plocka åt sig,rycka till sig,knuffa ifrån sig,,,0,93,93,77,,,,,,,,,,,,,,,,,1,0,8.58735397476,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
LIFT,lyfta,pressa,öka,2,pressa,lyfta,öka,Leg,leg,0,94,94,40,0,0,0,0,,,,,,,,,,,3,3.716,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
LIFT,lyfta,pressa,öka,2,pressa,lyfta,öka,Arm,arm,0,94,94,40,0,1,1,1,,,,,,,,,,,7,4.91,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
LIFT,lyfta,pressa,öka,2,pressa,lyfta,öka,,,0,94,94,40,,,,,,,,,,,,,,,,,2,1,1.92880511186,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PULL,dra,slänga,släpa,3,slänga,släpa,dra,Leg,leg,0,95,95,54,0,0,0,0,,,,,,,,,,,1,3.247,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PULL,dra,slänga,släpa,3,slänga,släpa,dra,Arm,arm,0,95,95,54,0,1,1,1,,,,,,,,,,,7,0.968,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PULL,dra,slänga,släpa,3,slänga,släpa,dra,,,0,95,95,54,,,,,,,,,,,,,,,,,3,1,1.52654038211,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
GRIP,gripa om,hålla om,kasta om,3,hålla om,kasta om,gripa om,Leg,leg,0,96,96,29,0,0,0,0,,,,,,,,,,,1,3.597,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
GRIP,gripa om,hålla om,kasta om,3,hålla om,kasta om,gripa om,Arm,arm,0,96,96,29,0,1,1,1,,,,,,,,,,,7,1.252,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
GRIP,gripa om,hålla om,kasta om,3,hålla om,kasta om,gripa om,,,0,96,96,29,,,,,,,,,,,,,,,,,1,0,3.99202180412,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
LEAP,hoppa,stega,kliva,1,hoppa,stega,kliva,Leg,leg,0,97,97,39,0,0,0,0,,,,,,,,,,,7,2.928,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
LEAP,hoppa,stega,kliva,1,hoppa,stega,kliva,Arm,arm,0,97,97,39,0,1,1,1,,,,,,,,,,,1,2.646,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
LEAP,hoppa,stega,kliva,1,hoppa,stega,kliva,,,0,97,97,39,,,,,,,,,,,,,,,,,1,1,4.02528549155,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TRAIPSE,traska,stappla,vandra,3,vandra,stappla,traska,Leg,leg,0,98,98,97,0,0,0,0,,,,,,,,,,,5,6.448,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TRAIPSE,traska,stappla,vandra,3,vandra,stappla,traska,Arm,arm,0,98,98,97,0,1,1,1,,,,,,,,,,,5,1.286,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TRAIPSE,traska,stappla,vandra,3,vandra,stappla,traska,,,0,98,98,97,,,,,,,,,,,,,,,,,3,1,9.51037813455,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PINCH,nypa,plocka,pensla,3,plocka,pensla,nypa,Leg,leg,0,99,99,48,0,0,0,0,,,,,,,,,,,1,1.902,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PINCH,nypa,plocka,pensla,3,plocka,pensla,nypa,Arm,arm,0,99,99,48,0,1,1,1,,,,,,,,,,,7,2.996,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
PINCH,nypa,plocka,pensla,3,plocka,pensla,nypa,,,0,99,99,48,,,,,,,,,,,,,,,,,3,1,2.23102708999,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
DANCE,dansa,snurra,svänga,1,dansa,snurra,svänga,Leg,leg,0,100,100,17,0,0,0,0,,,,,,,,,,,7,2.355,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
DANCE,dansa,snurra,svänga,1,dansa,snurra,svänga,Arm,arm,0,100,100,17,0,1,1,1,,,,,,,,,,,4,2.157,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
DANCE,dansa,snurra,svänga,1,dansa,snurra,svänga,,,0,100,100,17,,,,,,,,,,,,,,,,,1,1,0.838929897611,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
DELVE,gräva,plöja,rensa,2,plöja,gräva,rensa,Leg,leg,0,101,101,18,0,0,0,0,,,,,,,,,,,5,7.554,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
DELVE,gräva,plöja,rensa,2,plöja,gräva,rensa,Arm,arm,0,101,101,18,0,1,1,1,,,,,,,,,,,5,2.76,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
DELVE,gräva,plöja,rensa,2,plöja,gräva,rensa,,,0,101,101,18,,,,,,,,,,,,,,,,,2,1,4.51147339799,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
GLIDE,glida,hasa,snava,2,hasa,glida,snava,Leg,leg,0,102,102,25,0,0,0,0,,,,,,,,,,,7,3.21,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
GLIDE,glida,hasa,snava,2,hasa,glida,snava,Arm,arm,0,102,102,25,0,1,1,1,,,,,,,,,,,1,1.184,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
GLIDE,glida,hasa,snava,2,hasa,glida,snava,,,0,102,102,25,,,,,,,,,,,,,,,,,2,1,1.27502175118,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
JUMP,hoppa,kliva,lyfta,3,kliva,lyfta,hoppa,Leg,leg,0,103,103,35,0,0,0,0,,,,,,,,,,,7,2.138,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
JUMP,hoppa,kliva,lyfta,3,kliva,lyfta,hoppa,Arm,arm,0,103,103,35,0,1,1,1,,,,,,,,,,,1,1.587,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
JUMP,hoppa,kliva,lyfta,3,kliva,lyfta,hoppa,,,0,103,103,35,,,,,,,,,,,,,,,,,3,1,2.02939707566,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CATCH,fånga,krama,omfamna,3,krama,omfamna,fånga,Leg,leg,0,104,104,6,0,0,0,0,,,,,,,,,,,1,2.844,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CATCH,fånga,krama,omfamna,3,krama,omfamna,fånga,Arm,arm,0,104,104,6,0,1,1,1,,,,,,,,,,,7,1.085,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
CATCH,fånga,krama,omfamna,3,krama,omfamna,fånga,,,0,104,104,6,,,,,,,,,,,,,,,,,3,1,3.0695184081,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STRIDE,kliva,tassa,lunka,1,kliva,lunka,tassa,Leg,leg,0,105,105,88,0,0,0,0,,,,,,,,,,,7,2.355,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STRIDE,kliva,tassa,lunka,1,kliva,lunka,tassa,Arm,arm,0,105,105,88,0,1,1,1,,,,,,,,,,,1,1.453,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
STRIDE,kliva,tassa,lunka,1,kliva,lunka,tassa,,,0,105,105,88,,,,,,,,,,,,,,,,,1,1,8.01675452745,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
LIMP,halta,hasa,halka,3,hasa,halka,halta,Leg,leg,0,106,106,41,0,0,0,0,,,,,,,,,,,7,2.826,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
LIMP,halta,hasa,halka,3,hasa,halka,halta,Arm,arm,0,106,106,41,0,1,1,1,,,,,,,,,,,1,0.965,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
LIMP,halta,hasa,halka,3,hasa,halka,halta,,,0,106,106,41,,,,,,,,,,,,,,,,,3,1,2.63354232372,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SPRINT,spurta,springa,löpa,2,springa,spurta,löpa,Leg,leg,0,107,107,79,0,0,0,0,,,,,,,,,,,7,2.288,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SPRINT,spurta,springa,löpa,2,springa,spurta,löpa,Arm,arm,0,107,107,79,0,1,1,1,,,,,,,,,,,1,1.436,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SPRINT,spurta,springa,löpa,2,springa,spurta,löpa,,,0,107,107,79,,,,,,,,,,,,,,,,,2,1,4.78012784396,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TRIP,snubbla,stampa,stappla,1,snubbla,stampa,stappla,Leg,leg,0,108,108,99,0,0,0,0,,,,,,,,,,,7,3.062,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TRIP,snubbla,stampa,stappla,1,snubbla,stampa,stappla,Arm,arm,0,108,108,99,0,1,1,1,,,,,,,,,,,1,1.337,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
TRIP,snubbla,stampa,stappla,1,snubbla,stampa,stappla,,,0,108,108,99,,,,,,,,,,,,,,,,,1,1,6.59155920152,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SEIZE,fånga,klämma,fästa,3,fästa,klämma,fånga,Leg,leg,0,109,109,68,0,0,0,0,,,,,,,,,,,1,3.244,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SEIZE,fånga,klämma,fästa,3,fästa,klämma,fånga,Arm,arm,0,109,109,68,0,1,1,1,,,,,,,,,,,7,0.966,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SEIZE,fånga,klämma,fästa,3,fästa,klämma,fånga,,,0,109,109,68,,,,,,,,,,,,,,,,,3,1,2.54955750884,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
FILE,fila,putsa,riva,3,putsa,riva,fila,Leg,leg,0,110,110,21,0,0,0,0,,,,,,,,,,,4,10.894,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
FILE,fila,putsa,riva,3,putsa,riva,fila,Arm,arm,0,110,110,21,0,1,1,1,,,,,,,,,,,7,1.841,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
FILE,fila,putsa,riva,3,putsa,riva,fila,,,0,110,110,21,,,,,,,,,,,,,,,,,3,1,2.16380510002,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SKIM,skumma,vispa,sleva,2,sleva,skumma,vispa,Leg,leg,0,111,111,71,0,0,0,0,,,,,,,,,,,1,3.363,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SKIM,skumma,vispa,sleva,2,sleva,skumma,vispa,Arm,arm,0,111,111,71,0,1,1,1,,,,,,,,,,,7,0.665,,,,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
SKIM,skumma,vispa,sleva,2,sleva,skumma,vispa,,,0,111,111,71,,,,,,,,,,,,,,,,,3,0,6.37378392967,,,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.31054985226,2018_Jun_12_1246,59.6277064433,verb_norming,001,903,
