word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ArmLeg_loop.thisRepN,ArmLeg_loop.thisTrialN,ArmLeg_loop.thisN,ArmLeg_loop.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,key_resp_8.keys,key_resp_8.rt,rating.response,rating.rt,answer.keys,answer.corr,answer.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
SLIDE,glida,ramla,hasa,3,hasa,ramla,glida,Leg,leg,0,8,8,74,0,0,0,0,,,,,,,,,,,,,7,19.564,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SLIDE,glida,ramla,hasa,3,hasa,ramla,glida,Arm,arm,0,8,8,74,0,1,1,1,,,,,,,,,,,,,1,5.395,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SLIDE,glida,ramla,hasa,3,hasa,ramla,glida,,,0,8,8,74,,,,,,,,,,,,,,,,,,,3,1,2.86815633894,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
PUSH,knuffa,kasta,klämma,3,klämma,kasta,knuffa,Leg,leg,0,9,9,56,0,0,0,0,,,,,,,,,,,,,1,4.672,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
PUSH,knuffa,kasta,klämma,3,klämma,kasta,knuffa,Arm,arm,0,9,9,56,0,1,1,1,,,,,,,,,,,,,7,1.203,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
PUSH,knuffa,kasta,klämma,3,klämma,kasta,knuffa,,,0,9,9,56,,,,,,,,,,,,,,,,,,,3,1,1.99608959054,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
HACK,hacka,skära,kåpa,2,kåpa,hacka,skära,Leg,leg,0,10,10,30,0,0,0,0,,,,,,,,,,,,,1,5.108,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
HACK,hacka,skära,kåpa,2,kåpa,hacka,skära,Arm,arm,0,10,10,30,0,1,1,1,,,,,,,,,,,,,7,1.304,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
HACK,hacka,skära,kåpa,2,kåpa,hacka,skära,,,0,10,10,30,,,,,,,,,,,,,,,,,,,2,1,10.1804379169,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
HOP,skutta,kliva,studsa,1,skutta,kliva,studsa,Leg,leg,0,11,11,32,0,0,0,0,,,,,,,,,,,,,7,2.86,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
HOP,skutta,kliva,studsa,1,skutta,kliva,studsa,Arm,arm,0,11,11,32,0,1,1,1,,,,,,,,,,,,,1,3.131,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
HOP,skutta,kliva,studsa,1,skutta,kliva,studsa,,,0,11,11,32,,,,,,,,,,,,,,,,,,,1,1,8.46974183869,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
ROAM,ströva omkring,ta sig fram,luffa runt,1,ströva omkring,ta sig fram,luffa runt,Leg,leg,0,12,12,58,0,0,0,0,,,,,,,,,,,,,7,3.293,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
ROAM,ströva omkring,ta sig fram,luffa runt,1,ströva omkring,ta sig fram,luffa runt,Arm,arm,0,12,12,58,0,1,1,1,,,,,,,,,,,,,1,1.151,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
ROAM,ströva omkring,ta sig fram,luffa runt,1,ströva omkring,ta sig fram,luffa runt,,,0,12,12,58,,,,,,,,,,,,,,,,,,,1,1,10.8513443835,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
BOUNCE,studsa,dunka,kasta,2,dunka,studsa,kasta,Leg,leg,0,13,13,2,0,0,0,0,,,,,,,,,,,,,7,3.696,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
BOUNCE,studsa,dunka,kasta,2,dunka,studsa,kasta,Arm,arm,0,13,13,2,0,1,1,1,,,,,,,,,,,,,1,1.822,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
BOUNCE,studsa,dunka,kasta,2,dunka,studsa,kasta,,,0,13,13,2,,,,,,,,,,,,,,,,,,,2,1,3.57259702632,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
GRIP,gripa om,hålla om,kasta om,3,hålla om,kasta om,gripa om,Leg,leg,0,14,14,29,0,0,0,0,,,,,,,,,,,,,1,2.507,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
GRIP,gripa om,hålla om,kasta om,3,hålla om,kasta om,gripa om,Arm,arm,0,14,14,29,0,1,1,1,,,,,,,,,,,,,7,2.108,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
GRIP,gripa om,hålla om,kasta om,3,hålla om,kasta om,gripa om,,,0,14,14,29,,,,,,,,,,,,,,,,,,,3,1,6.10487617827,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SCRUB,skrubba,sopa,skrapa,3,sopa,skrapa,skrubba,Leg,leg,0,15,15,66,0,0,0,0,,,,,,,,,,,,,7,3.73,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SCRUB,skrubba,sopa,skrapa,3,sopa,skrapa,skrubba,Arm,arm,0,15,15,66,0,1,1,1,,,,,,,,,,,,,7,9.839,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SCRUB,skrubba,sopa,skrapa,3,sopa,skrapa,skrubba,,,0,15,15,66,,,,,,,,,,,,,,,,,,,3,1,3.87441212484,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
STAB,sticka,hacka,skära,2,hacka,sticka,skära,Leg,leg,0,16,16,81,0,0,0,0,,,,,,,,,,,,,1,3.865,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
STAB,sticka,hacka,skära,2,hacka,sticka,skära,Arm,arm,0,16,16,81,0,1,1,1,,,,,,,,,,,,,7,2.191,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
STAB,sticka,hacka,skära,2,hacka,sticka,skära,,,0,16,16,81,,,,,,,,,,,,,,,,,,,3,0,5.31670523604,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
KICK,sparka,knäa,tåa,3,tåa,knäa,sparka,Leg,leg,0,17,17,36,0,0,0,0,,,,,,,,,,,,,7,6.331,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
KICK,sparka,knäa,tåa,3,tåa,knäa,sparka,Arm,arm,0,17,17,36,0,1,1,1,,,,,,,,,,,,,1,1.858,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
KICK,sparka,knäa,tåa,3,tåa,knäa,sparka,,,0,17,17,36,,,,,,,,,,,,,,,,,,,3,1,2.49924079501,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SQUEEZE,klämma,knuffa,knäppa,3,knuffa,knäppa,klämma,Leg,leg,0,18,18,80,0,0,0,0,,,,,,,,,,,,,1,2.95,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SQUEEZE,klämma,knuffa,knäppa,3,knuffa,knäppa,klämma,Arm,arm,0,18,18,80,0,1,1,1,,,,,,,,,,,,,7,4.05,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SQUEEZE,klämma,knuffa,knäppa,3,knuffa,knäppa,klämma,,,0,18,18,80,,,,,,,,,,,,,,,,,,,3,1,2.54954192854,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
CARVE,tälja,hacka,riva,1,tälja,hacka,riva,Leg,leg,0,19,19,5,0,0,0,0,,,,,,,,,,,,,1,2.656,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
CARVE,tälja,hacka,riva,1,tälja,hacka,riva,Arm,arm,0,19,19,5,0,1,1,1,,,,,,,,,,,,,7,1.604,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
CARVE,tälja,hacka,riva,1,tälja,hacka,riva,,,0,19,19,5,,,,,,,,,,,,,,,,,,,1,1,4.54526841245,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
TIPTOE,gå på tå,snava,sparka,2,sparka,gå på tå,snava,Leg,leg,0,20,20,95,0,0,0,0,,,,,,,,,,,,,7,4.636,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
TIPTOE,gå på tå,snava,sparka,2,sparka,gå på tå,snava,Arm,arm,0,20,20,95,0,1,1,1,,,,,,,,,,,,,1,1.352,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
TIPTOE,gå på tå,snava,sparka,2,sparka,gå på tå,snava,,,0,20,20,95,,,,,,,,,,,,,,,,,,,2,1,3.0526066038,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SCRATCH,repa,riva,klösa,1,repa,klösa,riva,Leg,leg,0,21,21,65,0,0,0,0,,,,,,,,,,,,,1,3.396,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SCRATCH,repa,riva,klösa,1,repa,klösa,riva,Arm,arm,0,21,21,65,0,1,1,1,,,,,,,,,,,,,7,1.504,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SCRATCH,repa,riva,klösa,1,repa,klösa,riva,,,0,21,21,65,,,,,,,,,,,,,,,,,,,2,0,9.47601421924,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,3,hasa sig bakåt,dra sig snabbt tillbaka,röra sig långsamt framåt,Leg,leg,0,22,22,33,0,0,0,0,,,,,,,,,,,,,4,12.269,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,3,hasa sig bakåt,dra sig snabbt tillbaka,röra sig långsamt framåt,Arm,arm,0,22,22,33,0,1,1,1,,,,,,,,,,,,,4,0.952,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,3,hasa sig bakåt,dra sig snabbt tillbaka,röra sig långsamt framåt,,,0,22,22,33,,,,,,,,,,,,,,,,,,,3,1,12.7631043365,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SKIM,skumma,vispa,sleva,2,vispa,skumma,sleva,Leg,leg,0,23,23,71,0,0,0,0,,,,,,,,,,,,,1,6.247,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SKIM,skumma,vispa,sleva,2,vispa,skumma,sleva,Arm,arm,0,23,23,71,0,1,1,1,,,,,,,,,,,,,4,3.567,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SKIM,skumma,vispa,sleva,2,vispa,skumma,sleva,,,0,23,23,71,,,,,,,,,,,,,,,,,,,2,1,7.54728110577,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
CLUTCH,gripa tag i,sätta ihop,dra ut,1,gripa tag i,dra ut,sätta ihop,Leg,leg,0,24,24,13,0,0,0,0,,,,,,,,,,,,,1,2.407,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
CLUTCH,gripa tag i,sätta ihop,dra ut,1,gripa tag i,dra ut,sätta ihop,Arm,arm,0,24,24,13,0,1,1,1,,,,,,,,,,,,,7,4.053,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
CLUTCH,gripa tag i,sätta ihop,dra ut,1,gripa tag i,dra ut,sätta ihop,,,0,24,24,13,,,,,,,,,,,,,,,,,,,1,1,3.03588354827,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
NIP,nypa,peta,nudda,1,nypa,nudda,peta,Leg,leg,0,25,25,44,0,0,0,0,,,,,,,,,,,,,1,3.096,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
NIP,nypa,peta,nudda,1,nypa,nudda,peta,Arm,arm,0,25,25,44,0,1,1,1,,,,,,,,,,,,,4,5.564,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
NIP,nypa,peta,nudda,1,nypa,nudda,peta,,,0,25,25,44,,,,,,,,,,,,,,,,,,,1,1,8.00009996298,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
FOLD,vika ihop,knyta ihop,bunta ihop,3,knyta ihop,bunta ihop,vika ihop,Leg,leg,0,26,26,24,0,0,0,0,,,,,,,,,,,,,7,9.517,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
FOLD,vika ihop,knyta ihop,bunta ihop,3,knyta ihop,bunta ihop,vika ihop,Arm,arm,0,26,26,24,0,1,1,1,,,,,,,,,,,,,7,1.554,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
FOLD,vika ihop,knyta ihop,bunta ihop,3,knyta ihop,bunta ihop,vika ihop,,,0,26,26,24,,,,,,,,,,,,,,,,,,,3,1,3.42170666437,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
RUN,springa,rusa,jogga,2,jogga,springa,rusa,Leg,leg,0,27,27,61,0,0,0,0,,,,,,,,,,,,,7,2.995,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
RUN,springa,rusa,jogga,2,jogga,springa,rusa,Arm,arm,0,27,27,61,0,1,1,1,,,,,,,,,,,,,2,7.76,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
RUN,springa,rusa,jogga,2,jogga,springa,rusa,,,0,27,27,61,,,,,,,,,,,,,,,,,,,2,1,5.31690713755,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
TRIP,snubbla,stampa,stappla,3,stampa,stappla,snubbla,Leg,leg,0,28,28,99,0,0,0,0,,,,,,,,,,,,,7,3.464,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
TRIP,snubbla,stampa,stappla,3,stampa,stappla,snubbla,Arm,arm,0,28,28,99,0,1,1,1,,,,,,,,,,,,,1,1.857,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
TRIP,snubbla,stampa,stappla,3,stampa,stappla,snubbla,,,0,28,28,99,,,,,,,,,,,,,,,,,,,3,1,4.02522899622,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
CRAWL,kravla,huka,klättra,3,klättra,huka,kravla,Leg,leg,0,29,29,14,0,0,0,0,,,,,,,,,,,,,7,4.269,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
CRAWL,kravla,huka,klättra,3,klättra,huka,kravla,Arm,arm,0,29,29,14,0,1,1,1,,,,,,,,,,,,,7,0.783,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
CRAWL,kravla,huka,klättra,3,klättra,huka,kravla,,,0,29,29,14,,,,,,,,,,,,,,,,,,,3,1,5.08198149539,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
RAMBLE,ströva,strutta,spurta,1,ströva,spurta,strutta,Leg,leg,0,30,30,57,0,0,0,0,,,,,,,,,,,,,1,9.114,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
RAMBLE,ströva,strutta,spurta,1,ströva,spurta,strutta,Arm,arm,0,30,30,57,0,1,1,1,,,,,,,,,,,,,1,0.848,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
RAMBLE,ströva,strutta,spurta,1,ströva,spurta,strutta,,,0,30,30,57,,,,,,,,,,,,,,,,,,,1,1,10.4320759466,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SLAP,smälla till,knäppa fast,klämma åt,3,klämma åt,knäppa fast,smälla till,Leg,leg,0,31,31,73,0,0,0,0,,,,,,,,,,,,,1,2.609,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SLAP,smälla till,knäppa fast,klämma åt,3,klämma åt,knäppa fast,smälla till,Arm,arm,0,31,31,73,0,1,1,1,,,,,,,,,,,,,7,1.338,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SLAP,smälla till,knäppa fast,klämma åt,3,klämma åt,knäppa fast,smälla till,,,0,31,31,73,,,,,,,,,,,,,,,,,,,3,1,2.46571724227,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
MARCH,marschera,trava,traska,1,marschera,trava,traska,Leg,leg,0,32,32,42,0,0,0,0,,,,,,,,,,,,,7,2.171,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
MARCH,marschera,trava,traska,1,marschera,trava,traska,Arm,arm,0,32,32,42,0,1,1,1,,,,,,,,,,,,,1,3.382,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
MARCH,marschera,trava,traska,1,marschera,trava,traska,,,0,32,32,42,,,,,,,,,,,,,,,,,,,1,1,2.28129819114,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SPRINT,spurta,springa,löpa,2,löpa,spurta,springa,Leg,leg,0,33,33,79,0,0,0,0,,,,,,,,,,,,,7,2.608,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SPRINT,spurta,springa,löpa,2,löpa,spurta,springa,Arm,arm,0,33,33,79,0,1,1,1,,,,,,,,,,,,,1,2.024,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SPRINT,spurta,springa,löpa,2,löpa,spurta,springa,,,0,33,33,79,,,,,,,,,,,,,,,,,,,2,1,4.84712223181,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
DELVE,gräva,plöja,rensa,2,plöja,gräva,rensa,Leg,leg,0,34,34,18,0,0,0,0,,,,,,,,,,,,,1,8.14,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
DELVE,gräva,plöja,rensa,2,plöja,gräva,rensa,Arm,arm,0,34,34,18,0,1,1,1,,,,,,,,,,,,,1,0.866,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
DELVE,gräva,plöja,rensa,2,plöja,gräva,rensa,,,0,34,34,18,,,,,,,,,,,,,,,,,,,1,0,11.037065324,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
RUB,gnugga,riva,klappa,3,klappa,riva,gnugga,Leg,leg,0,35,35,60,0,0,0,0,,,,,,,,,,,,,1,3.665,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
RUB,gnugga,riva,klappa,3,klappa,riva,gnugga,Arm,arm,0,35,35,60,0,1,1,1,,,,,,,,,,,,,7,1.42,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
RUB,gnugga,riva,klappa,3,klappa,riva,gnugga,,,0,35,35,60,,,,,,,,,,,,,,,,,,,3,1,2.5496636226,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
POLISH,polera,sopa,tvätta,2,sopa,polera,tvätta,Leg,leg,0,36,36,52,0,0,0,0,,,,,,,,,,,,,1,2.556,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
POLISH,polera,sopa,tvätta,2,sopa,polera,tvätta,Arm,arm,0,36,36,52,0,1,1,1,,,,,,,,,,,,,7,1.217,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
POLISH,polera,sopa,tvätta,2,sopa,polera,tvätta,,,0,36,36,52,,,,,,,,,,,,,,,,,,,2,1,4.12613510332,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SHAKE,skaka,röra,vispa,3,röra,vispa,skaka,Leg,leg,0,37,37,69,0,0,0,0,,,,,,,,,,,,,1,2.022,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SHAKE,skaka,röra,vispa,3,röra,vispa,skaka,Arm,arm,0,37,37,69,0,1,1,1,,,,,,,,,,,,,7,1.438,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SHAKE,skaka,röra,vispa,3,röra,vispa,skaka,,,0,37,37,69,,,,,,,,,,,,,,,,,,,3,1,1.74438873824,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SWITCH,slå på/av,knäppa,nypa,3,nypa,knäppa,slå på/av,Leg,leg,0,38,38,93,0,0,0,0,,,,,,,,,,,,,1,6.029,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SWITCH,slå på/av,knäppa,nypa,3,nypa,knäppa,slå på/av,Arm,arm,0,38,38,93,0,1,1,1,,,,,,,,,,,,,7,1.454,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
SWITCH,slå på/av,knäppa,nypa,3,nypa,knäppa,slå på/av,,,0,38,38,93,,,,,,,,,,,,,,,,,,,3,1,4.6293424135,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
THROW,kasta,greppa,träffa,1,kasta,greppa,träffa,Leg,leg,0,39,39,94,0,0,0,0,,,,,,,,,,,,,1,2.104,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
THROW,kasta,greppa,träffa,1,kasta,greppa,träffa,Arm,arm,0,39,39,94,0,1,1,1,,,,,,,,,,,,,7,1.218,,,,,,2018_Jun_20_1258,59.6275014251,verb_norming,001,913,
