word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ArmLeg_loop.thisRepN,ArmLeg_loop.thisTrialN,ArmLeg_loop.thisN,ArmLeg_loop.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,rating.response,rating.rt,answer.keys,answer.corr,answer.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
TRIP,snubbla,stampa,stappla,2,stampa,snubbla,stappla,Leg,leg,0,2,2,99,0,0,0,0,,,,,,,,,7,12.52,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TRIP,snubbla,stampa,stappla,2,stampa,snubbla,stappla,Arm,arm,0,2,2,99,0,1,1,1,,,,,,,,,1,4.07,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TRIP,snubbla,stampa,stappla,2,stampa,snubbla,stappla,,,0,2,2,99,,,,,,,,,,,,,,,2,1,2.34824292385,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
WASH,tvätta,skura,sopa,2,skura,tvätta,sopa,Leg,leg,0,3,3,107,0,0,0,0,,,,,,,,,2,12.336,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
WASH,tvätta,skura,sopa,2,skura,tvätta,sopa,Arm,arm,0,3,3,107,0,1,1,1,,,,,,,,,7,4.088,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
WASH,tvätta,skura,sopa,2,skura,tvätta,sopa,,,0,3,3,107,,,,,,,,,,,,,,,2,1,2.18063932902,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SWITCH,slå på/av,knäppa,nypa,2,nypa,slå på/av,knäppa,Leg,leg,0,4,4,93,0,0,0,0,,,,,,,,,6,19.546,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SWITCH,slå på/av,knäppa,nypa,2,nypa,slå på/av,knäppa,Arm,arm,0,4,4,93,0,1,1,1,,,,,,,,,5,4.674,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SWITCH,slå på/av,knäppa,nypa,2,nypa,slå på/av,knäppa,,,0,4,4,93,,,,,,,,,,,,,,,2,1,40.3344118412,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
STRIDE,kliva,tassa,lunka,2,tassa,kliva,lunka,Leg,leg,0,5,5,88,0,0,0,0,,,,,,,,,7,4.198,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
STRIDE,kliva,tassa,lunka,2,tassa,kliva,lunka,Arm,arm,0,5,5,88,0,1,1,1,,,,,,,,,1,3.332,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
STRIDE,kliva,tassa,lunka,2,tassa,kliva,lunka,,,0,5,5,88,,,,,,,,,,,,,,,2,1,5.66907022852,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
WOBBLE,vingla,ramla,glida,2,glida,vingla,ramla,Leg,leg,0,6,6,110,0,0,0,0,,,,,,,,,7,7.001,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
WOBBLE,vingla,ramla,glida,2,glida,vingla,ramla,Arm,arm,0,6,6,110,0,1,1,1,,,,,,,,,2,3.231,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
WOBBLE,vingla,ramla,glida,2,glida,vingla,ramla,,,0,6,6,110,,,,,,,,,,,,,,,2,1,3.8409615143,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PAT,klappa,slå,borsta,1,klappa,slå,borsta,Leg,leg,0,7,7,46,0,0,0,0,,,,,,,,,1,6.03,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PAT,klappa,slå,borsta,1,klappa,slå,borsta,Arm,arm,0,7,7,46,0,1,1,1,,,,,,,,,7,7.493,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PAT,klappa,slå,borsta,1,klappa,slå,borsta,,,0,7,7,46,,,,,,,,,,,,,,,1,1,1.25926503952,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
GLIDE,glida,hasa,snava,1,glida,hasa,snava,Leg,leg,0,8,8,25,0,0,0,0,,,,,,,,,2,17.983,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
GLIDE,glida,hasa,snava,1,glida,hasa,snava,Arm,arm,0,8,8,25,0,1,1,1,,,,,,,,,1,2.493,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
GLIDE,glida,hasa,snava,1,glida,hasa,snava,,,0,8,8,25,,,,,,,,,,,,,,,1,1,4.84701769996,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CLEAN,rengöra,rensa,plocka,3,rensa,plocka,rengöra,Leg,leg,0,9,9,10,0,0,0,0,,,,,,,,,2,11.511,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CLEAN,rengöra,rensa,plocka,3,rensa,plocka,rengöra,Arm,arm,0,9,9,10,0,1,1,1,,,,,,,,,6,4.522,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CLEAN,rengöra,rensa,plocka,3,rensa,plocka,rengöra,,,0,9,9,10,,,,,,,,,,,,,,,3,1,2.44899259808,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PEEL,skala,rensa,plocka,3,plocka,rensa,skala,Leg,leg,0,10,10,47,0,0,0,0,,,,,,,,,2,37.291,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PEEL,skala,rensa,plocka,3,plocka,rensa,skala,Arm,arm,0,10,10,47,0,1,1,1,,,,,,,,,1,4.792,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PEEL,skala,rensa,plocka,3,plocka,rensa,skala,,,0,10,10,47,,,,,,,,,,,,,,,3,1,2.11344245636,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
KNEEL,knäböja,krypa,kräla,2,kräla,knäböja,krypa,Leg,leg,0,11,11,37,0,0,0,0,,,,,,,,,7,3.227,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
KNEEL,knäböja,krypa,kräla,2,kräla,knäböja,krypa,Arm,arm,0,11,11,37,0,1,1,1,,,,,,,,,1,2.306,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
KNEEL,knäböja,krypa,kräla,2,kräla,knäböja,krypa,,,0,11,11,37,,,,,,,,,,,,,,,2,1,2.28190027049,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SLAP,smälla till,knäppa fast,klämma åt,3,klämma åt,knäppa fast,smälla till,Leg,leg,0,12,12,73,0,0,0,0,,,,,,,,,1,4.101,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SLAP,smälla till,knäppa fast,klämma åt,3,klämma åt,knäppa fast,smälla till,Arm,arm,0,12,12,73,0,1,1,1,,,,,,,,,7,1.253,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SLAP,smälla till,knäppa fast,klämma åt,3,klämma åt,knäppa fast,smälla till,,,0,12,12,73,,,,,,,,,,,,,,,3,1,2.38189766279,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TUG,rycka,pressa,slå,1,rycka,slå,pressa,Leg,leg,0,13,13,102,0,0,0,0,,,,,,,,,2,4.838,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TUG,rycka,pressa,slå,1,rycka,slå,pressa,Arm,arm,0,13,13,102,0,1,1,1,,,,,,,,,6,5.243,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TUG,rycka,pressa,slå,1,rycka,slå,pressa,,,0,13,13,102,,,,,,,,,,,,,,,1,1,2.76748640638,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
FOLD,vika ihop,knyta ihop,bunta ihop,3,knyta ihop,bunta ihop,vika ihop,Leg,leg,0,14,14,24,0,0,0,0,,,,,,,,,6,11.816,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
FOLD,vika ihop,knyta ihop,bunta ihop,3,knyta ihop,bunta ihop,vika ihop,Arm,arm,0,14,14,24,0,1,1,1,,,,,,,,,6,4.508,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
FOLD,vika ihop,knyta ihop,bunta ihop,3,knyta ihop,bunta ihop,vika ihop,,,0,14,14,24,,,,,,,,,,,,,,,3,1,12.2261587078,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
DANCE,dansa,snurra,svänga,2,svänga,dansa,snurra,Leg,leg,0,15,15,17,0,0,0,0,,,,,,,,,7,6.631,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
DANCE,dansa,snurra,svänga,2,svänga,dansa,snurra,Arm,arm,0,15,15,17,0,1,1,1,,,,,,,,,6,3.533,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
DANCE,dansa,snurra,svänga,2,svänga,dansa,snurra,,,0,15,15,17,,,,,,,,,,,,,,,2,1,1.15750903015,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CRAWL,kravla,huka,klättra,1,kravla,klättra,huka,Leg,leg,0,16,16,14,0,0,0,0,,,,,,,,,6,4.419,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CRAWL,kravla,huka,klättra,1,kravla,klättra,huka,Arm,arm,0,16,16,14,0,1,1,1,,,,,,,,,6,2.175,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CRAWL,kravla,huka,klättra,1,kravla,klättra,huka,,,0,16,16,14,,,,,,,,,,,,,,,1,1,3.22014558868,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PULL,dra,slänga,släpa,1,dra,slänga,släpa,Leg,leg,0,17,17,54,0,0,0,0,,,,,,,,,1,10.609,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PULL,dra,slänga,släpa,1,dra,slänga,släpa,Arm,arm,0,17,17,54,0,1,1,1,,,,,,,,,7,4.323,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PULL,dra,slänga,släpa,1,dra,slänga,släpa,,,0,17,17,54,,,,,,,,,,,,,,,1,1,1.09043898654,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TRAIPSE,traska,stappla,vandra,1,traska,stappla,vandra,Leg,leg,0,18,18,97,0,0,0,0,,,,,,,,,7,5.073,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TRAIPSE,traska,stappla,vandra,1,traska,stappla,vandra,Arm,arm,0,18,18,97,0,1,1,1,,,,,,,,,1,4.434,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TRAIPSE,traska,stappla,vandra,1,traska,stappla,vandra,,,0,18,18,97,,,,,,,,,,,,,,,1,1,8.62068712104,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
STAMP,stampa,kliva,skutta,2,kliva,stampa,skutta,Leg,leg,0,19,19,83,0,0,0,0,,,,,,,,,1,27.476,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
STAMP,stampa,kliva,skutta,2,kliva,stampa,skutta,Arm,arm,0,19,19,83,0,1,1,1,,,,,,,,,3,30.684,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
STAMP,stampa,kliva,skutta,2,kliva,stampa,skutta,,,0,19,19,83,,,,,,,,,,,,,,,2,1,28.6952325713,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PLUCK,plocka,rensa,picka,2,rensa,plocka,picka,Leg,leg,0,20,20,50,0,0,0,0,,,,,,,,,1,6.885,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PLUCK,plocka,rensa,picka,2,rensa,plocka,picka,Arm,arm,0,20,20,50,0,1,1,1,,,,,,,,,5,3.182,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PLUCK,plocka,rensa,picka,2,rensa,plocka,picka,,,0,20,20,50,,,,,,,,,,,,,,,1,0,24.1839570346,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SCRATCH,repa,riva,klösa,1,repa,klösa,riva,Leg,leg,0,21,21,65,0,0,0,0,,,,,,,,,2,7.639,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SCRATCH,repa,riva,klösa,1,repa,klösa,riva,Arm,arm,0,21,21,65,0,1,1,1,,,,,,,,,6,1.753,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SCRATCH,repa,riva,klösa,1,repa,klösa,riva,,,0,21,21,65,,,,,,,,,,,,,,,3,0,20.9973638524,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
MARCH,marschera,trava,traska,1,marschera,trava,traska,Leg,leg,0,22,22,42,0,0,0,0,,,,,,,,,7,2.992,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
MARCH,marschera,trava,traska,1,marschera,trava,traska,Arm,arm,0,22,22,42,0,1,1,1,,,,,,,,,3,6.367,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
MARCH,marschera,trava,traska,1,marschera,trava,traska,,,0,22,22,42,,,,,,,,,,,,,,,1,1,3.57249880085,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,3,dra sig fram,kasta sig fram,hasa sig fram,Leg,leg,0,23,23,67,0,0,0,0,,,,,,,,,6,5.174,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,3,dra sig fram,kasta sig fram,hasa sig fram,Arm,arm,0,23,23,67,0,1,1,1,,,,,,,,,1,2.158,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,3,dra sig fram,kasta sig fram,hasa sig fram,,,0,23,23,67,,,,,,,,,,,,,,,3,1,12.6623415723,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
ROLL,vingla,snubbla,svassa,2,svassa,vingla,snubbla,Leg,leg,0,24,24,59,0,0,0,0,,,,,,,,,1,26.121,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
ROLL,vingla,snubbla,svassa,2,svassa,vingla,snubbla,Arm,arm,0,24,24,59,0,1,1,1,,,,,,,,,2,3.953,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
ROLL,vingla,snubbla,svassa,2,svassa,vingla,snubbla,,,0,24,24,59,,,,,,,,,,,,,,,1,0,11.874179661,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SKATE,åka skridskor,åka skidor,åka kälke,1,åka skridskor,åka skidor,åka kälke,Leg,leg,0,25,25,70,0,0,0,0,,,,,,,,,6,15.22,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SKATE,åka skridskor,åka skidor,åka kälke,1,åka skridskor,åka skidor,åka kälke,Arm,arm,0,25,25,70,0,1,1,1,,,,,,,,,2,1.941,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SKATE,åka skridskor,åka skidor,åka kälke,1,åka skridskor,åka skidor,åka kälke,,,0,25,25,70,,,,,,,,,,,,,,,1,1,5.45085473294,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
GRASP,gripa,klämma,omfamna,1,gripa,omfamna,klämma,Leg,leg,0,26,26,27,0,0,0,0,,,,,,,,,1,5.391,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
GRASP,gripa,klämma,omfamna,1,gripa,omfamna,klämma,Arm,arm,0,26,26,27,0,1,1,1,,,,,,,,,7,4.17,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
GRASP,gripa,klämma,omfamna,1,gripa,omfamna,klämma,,,0,26,26,27,,,,,,,,,,,,,,,1,1,12.0250825179,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TREAD,trampa,stampa,klampa,2,stampa,trampa,klampa,Leg,leg,0,27,27,98,0,0,0,0,,,,,,,,,7,4.704,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TREAD,trampa,stampa,klampa,2,stampa,trampa,klampa,Arm,arm,0,27,27,98,0,1,1,1,,,,,,,,,1,1.806,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TREAD,trampa,stampa,klampa,2,stampa,trampa,klampa,,,0,27,27,98,,,,,,,,,,,,,,,2,1,6.4739656716,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
STIR,röra,sleva,vispa,2,vispa,röra,sleva,Leg,leg,0,28,28,85,0,0,0,0,,,,,,,,,1,5.46,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
STIR,röra,sleva,vispa,2,vispa,röra,sleva,Arm,arm,0,28,28,85,0,1,1,1,,,,,,,,,6,3.232,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
STIR,röra,sleva,vispa,2,vispa,röra,sleva,,,0,28,28,85,,,,,,,,,,,,,,,1,0,5.78626303159,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PUSH,knuffa,kasta,klämma,3,kasta,klämma,knuffa,Leg,leg,0,29,29,56,0,0,0,0,,,,,,,,,3,8.294,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PUSH,knuffa,kasta,klämma,3,kasta,klämma,knuffa,Arm,arm,0,29,29,56,0,1,1,1,,,,,,,,,6,2.326,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PUSH,knuffa,kasta,klämma,3,kasta,klämma,knuffa,,,0,29,29,56,,,,,,,,,,,,,,,3,1,2.24762007866,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
NIP,nypa,peta,nudda,1,nypa,peta,nudda,Leg,leg,0,30,30,44,0,0,0,0,,,,,,,,,1,4.402,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
NIP,nypa,peta,nudda,1,nypa,peta,nudda,Arm,arm,0,30,30,44,0,1,1,1,,,,,,,,,6,3.936,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
NIP,nypa,peta,nudda,1,nypa,peta,nudda,,,0,30,30,44,,,,,,,,,,,,,,,1,1,3.38814507978,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
MOUNT,gå uppför,ströva runt,kliva över,2,kliva över,gå uppför,ströva runt,Leg,leg,0,31,31,43,0,0,0,0,,,,,,,,,6,6.715,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
MOUNT,gå uppför,ströva runt,kliva över,2,kliva över,gå uppför,ströva runt,Arm,arm,0,31,31,43,0,1,1,1,,,,,,,,,2,2.777,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
MOUNT,gå uppför,ströva runt,kliva över,2,kliva över,gå uppför,ströva runt,,,0,31,31,43,,,,,,,,,,,,,,,1,0,13.2662173257,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SLITHER,hasa,glida,trilla,3,trilla,glida,hasa,Leg,leg,0,32,32,76,0,0,0,0,,,,,,,,,4,18.052,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SLITHER,hasa,glida,trilla,3,trilla,glida,hasa,Arm,arm,0,32,32,76,0,1,1,1,,,,,,,,,4,1.541,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
SLITHER,hasa,glida,trilla,3,trilla,glida,hasa,,,0,32,32,76,,,,,,,,,,,,,,,3,1,6.021052041,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TROT,trava,promenera,flanera,1,trava,promenera,flanera,Leg,leg,0,33,33,100,0,0,0,0,,,,,,,,,7,3.515,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TROT,trava,promenera,flanera,1,trava,promenera,flanera,Arm,arm,0,33,33,100,0,1,1,1,,,,,,,,,1,2.427,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TROT,trava,promenera,flanera,1,trava,promenera,flanera,,,0,33,33,100,,,,,,,,,,,,,,,1,1,3.72359644499,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PRANCE,kråma sig,promenera,traska,1,kråma sig,traska,promenera,Leg,leg,0,34,34,53,0,0,0,0,,,,,,,,,7,4.231,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PRANCE,kråma sig,promenera,traska,1,kråma sig,traska,promenera,Arm,arm,0,34,34,53,0,1,1,1,,,,,,,,,1,2.24,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PRANCE,kråma sig,promenera,traska,1,kråma sig,traska,promenera,,,0,34,34,53,,,,,,,,,,,,,,,1,1,3.10294132754,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CREEP,krypa,knäböja,klättra,1,krypa,knäböja,klättra,Leg,leg,0,35,35,15,0,0,0,0,,,,,,,,,4,6.515,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CREEP,krypa,knäböja,klättra,1,krypa,knäböja,klättra,Arm,arm,0,35,35,15,0,1,1,1,,,,,,,,,4,1.001,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CREEP,krypa,knäböja,klättra,1,krypa,knäböja,klättra,,,0,35,35,15,,,,,,,,,,,,,,,1,1,2.53281553367,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CATCH,fånga,krama,omfamna,1,fånga,omfamna,krama,Leg,leg,0,36,36,6,0,0,0,0,,,,,,,,,1,5.342,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CATCH,fånga,krama,omfamna,1,fånga,omfamna,krama,Arm,arm,0,36,36,6,0,1,1,1,,,,,,,,,7,2.007,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CATCH,fånga,krama,omfamna,1,fånga,omfamna,krama,,,0,36,36,6,,,,,,,,,,,,,,,1,1,1.09035798979,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
THROW,kasta,greppa,träffa,2,greppa,kasta,träffa,Leg,leg,0,37,37,94,0,0,0,0,,,,,,,,,1,5.994,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
THROW,kasta,greppa,träffa,2,greppa,kasta,träffa,Arm,arm,0,37,37,94,0,1,1,1,,,,,,,,,7,1.571,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
THROW,kasta,greppa,träffa,2,greppa,kasta,träffa,,,0,37,37,94,,,,,,,,,,,,,,,2,1,1.91216318196,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CUT,skära,sticka,spetsa,3,spetsa,sticka,skära,Leg,leg,0,38,38,16,0,0,0,0,,,,,,,,,1,10.877,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CUT,skära,sticka,spetsa,3,spetsa,sticka,skära,Arm,arm,0,38,38,16,0,1,1,1,,,,,,,,,7,1.22,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
CUT,skära,sticka,spetsa,3,spetsa,sticka,skära,,,0,38,38,16,,,,,,,,,,,,,,,3,1,2.09667534056,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
RAMBLE,ströva,strutta,spurta,2,spurta,ströva,strutta,Leg,leg,0,39,39,57,0,0,0,0,,,,,,,,,5,8.878,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
RAMBLE,ströva,strutta,spurta,2,spurta,ströva,strutta,Arm,arm,0,39,39,57,0,1,1,1,,,,,,,,,1,4.638,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
RAMBLE,ströva,strutta,spurta,2,spurta,ströva,strutta,,,0,39,39,57,,,,,,,,,,,,,,,2,1,3.00233073064,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PLOD,lunka,pulsa,vingla,2,pulsa,lunka,vingla,Leg,leg,0,40,40,49,0,0,0,0,,,,,,,,,6,2.927,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PLOD,lunka,pulsa,vingla,2,pulsa,lunka,vingla,Arm,arm,0,40,40,49,0,1,1,1,,,,,,,,,1,1.656,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
PLOD,lunka,pulsa,vingla,2,pulsa,lunka,vingla,,,0,40,40,49,,,,,,,,,,,,,,,2,1,1.61011724377,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TWINE,tvinna,binda,knyta,3,knyta,binda,tvinna,Leg,leg,0,41,41,103,0,0,0,0,,,,,,,,,1,5.542,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TWINE,tvinna,binda,knyta,3,knyta,binda,tvinna,Arm,arm,0,41,41,103,0,1,1,1,,,,,,,,,5,3.666,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
TWINE,tvinna,binda,knyta,3,knyta,binda,tvinna,,,0,41,41,103,,,,,,,,,,,,,,,3,1,5.01495673984,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
STRAY,ströva,vandra,promenera,2,vandra,ströva,promenera,Leg,leg,0,42,42,87,0,0,0,0,,,,,,,,,5,13.258,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
STRAY,ströva,vandra,promenera,2,vandra,ströva,promenera,Arm,arm,0,42,42,87,0,1,1,1,,,,,,,,,1,4.137,,,,,,2018_Jun_08_1550,59.56797925,verb_norming,001,901,
