word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
WOBBLE,vingla,ramla,glida,2,ramla,vingla,glida,Leg,leg,0,2,2,110,0,0,0,0,,,,,,,,,,,,,2,11.681,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WOBBLE,vingla,ramla,glida,2,ramla,vingla,glida,Arm,arm,0,2,2,110,0,1,1,1,,,,,,,,,,,,,3,36.622,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WOBBLE,vingla,ramla,glida,2,ramla,vingla,glida,,,0,2,2,110,,,,,,,,,,,,,,,,,,,return,17.1401988798,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,fästa ihop,smälla till,Leg,leg,0,3,3,26,0,0,0,0,,,,,,,,,,,,,1,30.866,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,fästa ihop,smälla till,Arm,arm,0,3,3,26,0,1,1,1,,,,,,,,,,,,,7,17.639,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,fästa ihop,smälla till,,,0,3,3,26,,,,,,,,,,,,,,,,,,,return,5.28330256786,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
LIMP,halta,hasa,halka,3,halka,hasa,halta,Leg,leg,0,4,4,41,0,0,0,0,,,,,,,,,,,,,7,13.946,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
LIMP,halta,hasa,halka,3,halka,hasa,halta,Arm,arm,0,4,4,41,0,1,1,1,,,,,,,,,,,,,1,16.046,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
LIMP,halta,hasa,halka,3,halka,hasa,halta,,,0,4,4,41,,,,,,,,,,,,,,,,,,,return,22.3224293711,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
KICK,sparka,knäa,tåa,1,sparka,knäa,tåa,Leg,leg,0,5,5,36,0,0,0,0,,,,,,,,,,,,,7,5.795,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
KICK,sparka,knäa,tåa,1,sparka,knäa,tåa,Arm,arm,0,5,5,36,0,1,1,1,,,,,,,,,,,,,1,2.159,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
KICK,sparka,knäa,tåa,1,sparka,knäa,tåa,,,0,5,5,36,,,,,,,,,,,,,,,,,,,return,2.24781941828,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GRATE,riva,hugga,rispa,1,riva,hugga,rispa,Leg,leg,0,6,6,28,0,0,0,0,,,,,,,,,,,,,2,9.769,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GRATE,riva,hugga,rispa,1,riva,hugga,rispa,Arm,arm,0,6,6,28,0,1,1,1,,,,,,,,,,,,,7,7.844,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GRATE,riva,hugga,rispa,1,riva,hugga,rispa,,,0,6,6,28,,,,,,,,,,,,,,,,,,,return,2.44898884857,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
JUMP,hoppa,kliva,lyfta,3,kliva,lyfta,hoppa,Leg,leg,0,7,7,35,0,0,0,0,,,,,,,,,,,,,7,4.872,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
JUMP,hoppa,kliva,lyfta,3,kliva,lyfta,hoppa,Arm,arm,0,7,7,35,0,1,1,1,,,,,,,,,,,,,1,1.958,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
JUMP,hoppa,kliva,lyfta,3,kliva,lyfta,hoppa,,,0,7,7,35,,,,,,,,,,,,,,,,,,,return,2.48257194063,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
POKE,peta,trycka,knuffa,1,peta,knuffa,trycka,Leg,leg,0,8,8,51,0,0,0,0,,,,,,,,,,,,,2,10.525,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
POKE,peta,trycka,knuffa,1,peta,knuffa,trycka,Arm,arm,0,8,8,51,0,1,1,1,,,,,,,,,,,,,7,8.583,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
POKE,peta,trycka,knuffa,1,peta,knuffa,trycka,,,0,8,8,51,,,,,,,,,,,,,,,,,,,return,2.18044027284,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
HOP,skutta,kliva,studsa,1,skutta,kliva,studsa,Leg,leg,0,9,9,32,0,0,0,0,,,,,,,,,,,,,7,12.739,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
HOP,skutta,kliva,studsa,1,skutta,kliva,studsa,Arm,arm,0,9,9,32,0,1,1,1,,,,,,,,,,,,,1,1.455,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
HOP,skutta,kliva,studsa,1,skutta,kliva,studsa,,,0,9,9,32,,,,,,,,,,,,,,,,,,,return,2.44898489752,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLAP,klappa,knäppa,klämma,1,klappa,knäppa,klämma,Leg,leg,0,10,10,8,0,0,0,0,,,,,,,,,,,,,1,4.119,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLAP,klappa,knäppa,klämma,1,klappa,knäppa,klämma,Arm,arm,0,10,10,8,0,1,1,1,,,,,,,,,,,,,7,8.616,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLAP,klappa,knäppa,klämma,1,klappa,knäppa,klämma,,,0,10,10,8,,,,,,,,,,,,,,,,,,,return,2.5327174181,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CREEP,krypa,knäböja,klättra,1,krypa,klättra,knäböja,Leg,leg,0,11,11,15,0,0,0,0,,,,,,,,,,,,,6,23.002,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CREEP,krypa,knäböja,klättra,1,krypa,klättra,knäböja,Arm,arm,0,11,11,15,0,1,1,1,,,,,,,,,,,,,3,11.03,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CREEP,krypa,knäböja,klättra,1,krypa,klättra,knäböja,,,0,11,11,15,,,,,,,,,,,,,,,,,,,return,2.6502673277,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
DUNK,dunka,dumpa,dunsa,3,dumpa,dunsa,dunka,Leg,leg,0,12,12,20,0,0,0,0,,,,,,,,,,,,,1,5.085,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
DUNK,dunka,dumpa,dunsa,3,dumpa,dunsa,dunka,Arm,arm,0,12,12,20,0,1,1,1,,,,,,,,,,,,,7,1.319,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
DUNK,dunka,dumpa,dunsa,3,dumpa,dunsa,dunka,,,0,12,12,20,,,,,,,,,,,,,,,,,,,return,2.38182029383,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STOMP,stampa,stiga,kliva,1,stampa,kliva,stiga,Leg,leg,0,13,13,86,0,0,0,0,,,,,,,,,,,,,7,4.152,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STOMP,stampa,stiga,kliva,1,stampa,kliva,stiga,Arm,arm,0,13,13,86,0,1,1,1,,,,,,,,,,,,,1,1.823,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STOMP,stampa,stiga,kliva,1,stampa,kliva,stiga,,,0,13,13,86,,,,,,,,,,,,,,,,,,,return,1.86201686622,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SKATE,åka skridskor,åka skidor,åka kälke,1,åka skridskor,åka kälke,åka skidor,Leg,leg,0,14,14,70,0,0,0,0,,,,,,,,,,,,,7,14.583,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SKATE,åka skridskor,åka skidor,åka kälke,1,åka skridskor,åka kälke,åka skidor,Arm,arm,0,14,14,70,0,1,1,1,,,,,,,,,,,,,1,28.94,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SKATE,åka skridskor,åka skidor,åka kälke,1,åka skridskor,åka kälke,åka skidor,,,0,14,14,70,,,,,,,,,,,,,,,,,,,return,2.51573385129,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WASH,tvätta,skura,sopa,3,skura,sopa,tvätta,Leg,leg,0,15,15,107,0,0,0,0,,,,,,,,,,,,,1,8.362,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WASH,tvätta,skura,sopa,3,skura,sopa,tvätta,Arm,arm,0,15,15,107,0,1,1,1,,,,,,,,,,,,,7,2.612,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WASH,tvätta,skura,sopa,3,skura,sopa,tvätta,,,0,15,15,107,,,,,,,,,,,,,,,,,,,return,1.61028235748,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
MARCH,marschera,trava,traska,1,marschera,trava,traska,Leg,leg,0,16,16,42,0,0,0,0,,,,,,,,,,,,,7,5.309,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
MARCH,marschera,trava,traska,1,marschera,trava,traska,Arm,arm,0,16,16,42,0,1,1,1,,,,,,,,,,,,,1,2.478,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
MARCH,marschera,trava,traska,1,marschera,trava,traska,,,0,16,16,42,,,,,,,,,,,,,,,,,,,return,2.28119547558,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PACE,gå fram och tillbaka,luffa runt,rusa fram,3,luffa runt,rusa fram,gå fram och tillbaka,Leg,leg,0,17,17,45,0,0,0,0,,,,,,,,,,,,,7,4.538,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PACE,gå fram och tillbaka,luffa runt,rusa fram,3,luffa runt,rusa fram,gå fram och tillbaka,Arm,arm,0,17,17,45,0,1,1,1,,,,,,,,,,,,,1,7.677,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PACE,gå fram och tillbaka,luffa runt,rusa fram,3,luffa runt,rusa fram,gå fram och tillbaka,,,0,17,17,45,,,,,,,,,,,,,,,,,,,return,29.8354946866,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TIPTOE,gå på tå,snava,sparka,1,gå på tå,snava,sparka,Leg,leg,0,18,18,95,0,0,0,0,,,,,,,,,,,,,7,10.893,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TIPTOE,gå på tå,snava,sparka,1,gå på tå,snava,sparka,Arm,arm,0,18,18,95,0,1,1,1,,,,,,,,,,,,,1,2.007,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TIPTOE,gå på tå,snava,sparka,1,gå på tå,snava,sparka,,,0,18,18,95,,,,,,,,,,,,,,,,,,,return,9.15732507934,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TRAIPSE,traska,stappla,vandra,3,vandra,stappla,traska,Leg,leg,0,19,19,97,0,0,0,0,,,,,,,,,,,,,7,14.113,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TRAIPSE,traska,stappla,vandra,3,vandra,stappla,traska,Arm,arm,0,19,19,97,0,1,1,1,,,,,,,,,,,,,1,5.663,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TRAIPSE,traska,stappla,vandra,3,vandra,stappla,traska,,,0,19,19,97,,,,,,,,,,,,,,,,,,,return,20.1421906016,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLAW,klösa,nypa,rispa,3,rispa,nypa,klösa,Leg,leg,0,20,20,9,0,0,0,0,,,,,,,,,,,,,1,8.78,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLAW,klösa,nypa,rispa,3,rispa,nypa,klösa,Arm,arm,0,20,20,9,0,1,1,1,,,,,,,,,,,,,7,1.472,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLAW,klösa,nypa,rispa,3,rispa,nypa,klösa,,,0,20,20,9,,,,,,,,,,,,,,,,,,,return,15.1445450293,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TUG,rycka,pressa,slå,2,slå,rycka,pressa,Leg,leg,0,21,21,102,0,0,0,0,,,,,,,,,,,,,1,14.617,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TUG,rycka,pressa,slå,2,slå,rycka,pressa,Arm,arm,0,21,21,102,0,1,1,1,,,,,,,,,,,,,4,5.48,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TUG,rycka,pressa,slå,2,slå,rycka,pressa,,,0,21,21,102,,,,,,,,,,,,,,,,,,,return,13.6518765883,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SLIDE,glida,ramla,hasa,2,ramla,glida,hasa,Leg,leg,0,22,22,74,0,0,0,0,,,,,,,,,,,,,4,8.173,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SLIDE,glida,ramla,hasa,2,ramla,glida,hasa,Arm,arm,0,22,22,74,0,1,1,1,,,,,,,,,,,,,2,5.478,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SLIDE,glida,ramla,hasa,2,ramla,glida,hasa,,,0,22,22,74,,,,,,,,,,,,,,,,,,,return,9.03991701225,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
KNEEL,knäböja,krypa,kräla,3,krypa,kräla,knäböja,Leg,leg,0,23,23,37,0,0,0,0,,,,,,,,,,,,,7,11.513,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
KNEEL,knäböja,krypa,kräla,3,krypa,kräla,knäböja,Arm,arm,0,23,23,37,0,1,1,1,,,,,,,,,,,,,1,2.825,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
KNEEL,knäböja,krypa,kräla,3,krypa,kräla,knäböja,,,0,23,23,37,,,,,,,,,,,,,,,,,,,return,25.8945726866,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CATCH,fånga,krama,omfamna,2,krama,fånga,omfamna,Leg,leg,0,24,24,6,0,0,0,0,,,,,,,,,,,,,1,6.097,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CATCH,fånga,krama,omfamna,2,krama,fånga,omfamna,Arm,arm,0,24,24,6,0,1,1,1,,,,,,,,,,,,,7,1.974,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CATCH,fånga,krama,omfamna,2,krama,fånga,omfamna,,,0,24,24,6,,,,,,,,,,,,,,,,,,,return,2.41544447676,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SKIP,hoppa,kliva,strutta,3,strutta,kliva,hoppa,Leg,leg,0,25,25,72,0,0,0,0,,,,,,,,,,,,,7,13.896,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SKIP,hoppa,kliva,strutta,3,strutta,kliva,hoppa,Arm,arm,0,25,25,72,0,1,1,1,,,,,,,,,,,,,2,2.796,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SKIP,hoppa,kliva,strutta,3,strutta,kliva,hoppa,,,0,25,25,72,,,,,,,,,,,,,,,,,,,return,3.87447214039,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PUSH,knuffa,kasta,klämma,1,knuffa,kasta,klämma,Leg,leg,0,26,26,56,0,0,0,0,,,,,,,,,,,,,2,11.481,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PUSH,knuffa,kasta,klämma,1,knuffa,kasta,klämma,Arm,arm,0,26,26,56,0,1,1,1,,,,,,,,,,,,,7,5.446,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PUSH,knuffa,kasta,klämma,1,knuffa,kasta,klämma,,,0,26,26,56,,,,,,,,,,,,,,,,,,,return,8.218073186,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STRUT,svassa,lunka,strosa,2,strosa,svassa,lunka,Leg,leg,0,27,27,90,0,0,0,0,,,,,,,,,,,,,7,4.286,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STRUT,svassa,lunka,strosa,2,strosa,svassa,lunka,Arm,arm,0,27,27,90,0,1,1,1,,,,,,,,,,,,,1,1.706,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STRUT,svassa,lunka,strosa,2,strosa,svassa,lunka,,,0,27,27,90,,,,,,,,,,,,,,,,,,,return,47.528765978,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLIMB,klättra,kliva,krypa,2,kliva,klättra,krypa,Leg,leg,0,28,28,12,0,0,0,0,,,,,,,,,,,,,3,20.805,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLIMB,klättra,kliva,krypa,2,kliva,klättra,krypa,Arm,arm,0,28,28,12,0,1,1,1,,,,,,,,,,,,,5,2.661,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLIMB,klättra,kliva,krypa,2,kliva,klättra,krypa,,,0,28,28,12,,,,,,,,,,,,,,,,,,,return,3.06935427282,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SCRAPE,skrapa,rispa,klösa,2,rispa,skrapa,klösa,Leg,leg,0,29,29,64,0,0,0,0,,,,,,,,,,,,,1,4.805,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SCRAPE,skrapa,rispa,klösa,2,rispa,skrapa,klösa,Arm,arm,0,29,29,64,0,1,1,1,,,,,,,,,,,,,6,3.03,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SCRAPE,skrapa,rispa,klösa,2,rispa,skrapa,klösa,,,0,29,29,64,,,,,,,,,,,,,,,,,,,return,1.72770346301,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
MOUNT,gå uppför,ströva runt,kliva över,1,gå uppför,kliva över,ströva runt,Leg,leg,0,30,30,43,0,0,0,0,,,,,,,,,,,,,6,9.097,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
MOUNT,gå uppför,ströva runt,kliva över,1,gå uppför,kliva över,ströva runt,Arm,arm,0,30,30,43,0,1,1,1,,,,,,,,,,,,,2,10.173,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
MOUNT,gå uppför,ströva runt,kliva över,1,gå uppför,kliva över,ströva runt,,,0,30,30,43,,,,,,,,,,,,,,,,,,,return,16.771249115,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
THROW,kasta,greppa,träffa,1,kasta,greppa,träffa,Leg,leg,0,31,31,94,0,0,0,0,,,,,,,,,,,,,1,4.334,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
THROW,kasta,greppa,träffa,1,kasta,greppa,träffa,Arm,arm,0,31,31,94,0,1,1,1,,,,,,,,,,,,,7,1.74,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
THROW,kasta,greppa,träffa,1,kasta,greppa,träffa,,,0,31,31,94,,,,,,,,,,,,,,,,,,,return,1.74440176438,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TWINE,tvinna,binda,knyta,1,tvinna,binda,knyta,Leg,leg,0,32,32,103,0,0,0,0,,,,,,,,,,,,,2,7.689,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TWINE,tvinna,binda,knyta,1,tvinna,binda,knyta,Arm,arm,0,32,32,103,0,1,1,1,,,,,,,,,,,,,4,5.059,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TWINE,tvinna,binda,knyta,1,tvinna,binda,knyta,,,0,32,32,103,,,,,,,,,,,,,,,,,,,return,15.7817379541,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
RUN,springa,rusa,jogga,3,jogga,rusa,springa,Leg,leg,0,33,33,61,0,0,0,0,,,,,,,,,,,,,7,3.514,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
RUN,springa,rusa,jogga,3,jogga,rusa,springa,Arm,arm,0,33,33,61,0,1,1,1,,,,,,,,,,,,,1,2.191,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
RUN,springa,rusa,jogga,3,jogga,rusa,springa,,,0,33,33,61,,,,,,,,,,,,,,,,,,,return,2.01293888208,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SNATCH,rycka till sig,knuffa ifrån sig,plocka åt sig,2,knuffa ifrån sig,rycka till sig,plocka åt sig,Leg,leg,0,34,34,77,0,0,0,0,,,,,,,,,,,,,1,12.2,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SNATCH,rycka till sig,knuffa ifrån sig,plocka åt sig,2,knuffa ifrån sig,rycka till sig,plocka åt sig,Arm,arm,0,34,34,77,0,1,1,1,,,,,,,,,,,,,7,1.62,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SNATCH,rycka till sig,knuffa ifrån sig,plocka åt sig,2,knuffa ifrån sig,rycka till sig,plocka åt sig,,,0,34,34,77,,,,,,,,,,,,,,,,,,,return,5.16583404979,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STROLL,strosa,trava,marschera,3,trava,marschera,strosa,Leg,leg,0,35,35,89,0,0,0,0,,,,,,,,,,,,,7,11.011,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STROLL,strosa,trava,marschera,3,trava,marschera,strosa,Arm,arm,0,35,35,89,0,1,1,1,,,,,,,,,,,,,1,1.085,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STROLL,strosa,trava,marschera,3,trava,marschera,strosa,,,0,35,35,89,,,,,,,,,,,,,,,,,,,return,18.7837620744,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
DANCE,dansa,snurra,svänga,1,dansa,snurra,svänga,Leg,leg,0,36,36,17,0,0,0,0,,,,,,,,,,,,,7,7.805,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
DANCE,dansa,snurra,svänga,1,dansa,snurra,svänga,Arm,arm,0,36,36,17,0,1,1,1,,,,,,,,,,,,,4,7.943,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
DANCE,dansa,snurra,svänga,1,dansa,snurra,svänga,,,0,36,36,17,,,,,,,,,,,,,,,,,,,return,4.79687638287,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SWAY,vingla,tassa,ramla,2,tassa,vingla,ramla,Leg,leg,0,37,37,92,0,0,0,0,,,,,,,,,,,,,5,9.301,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SWAY,vingla,tassa,ramla,2,tassa,vingla,ramla,Arm,arm,0,37,37,92,0,1,1,1,,,,,,,,,,,,,3,4.775,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SWAY,vingla,tassa,ramla,2,tassa,vingla,ramla,,,0,37,37,92,,,,,,,,,,,,,,,,,,,return,30.6069133014,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STIR,röra,sleva,vispa,1,röra,sleva,vispa,Leg,leg,0,38,38,85,0,0,0,0,,,,,,,,,,,,,1,4.538,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STIR,röra,sleva,vispa,1,röra,sleva,vispa,Arm,arm,0,38,38,85,0,1,1,1,,,,,,,,,,,,,7,1.874,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STIR,röra,sleva,vispa,1,röra,sleva,vispa,,,0,38,38,85,,,,,,,,,,,,,,,,,,,return,30.2548550441,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SCOOP,skyffla,dika,skrapa,2,dika,skyffla,skrapa,Leg,leg,0,39,39,63,0,0,0,0,,,,,,,,,,,,,3,7.338,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
