word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
CARVE,tälja,hacka,riva,3,hacka,riva,tälja,Leg,leg,0,81,81,5,0,0,0,0,,,,,,,,,,,,,2,4.772,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CARVE,tälja,hacka,riva,3,hacka,riva,tälja,Arm,arm,0,81,81,5,0,1,1,1,,,,,,,,,,,,,6,1.555,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CARVE,tälja,hacka,riva,3,hacka,riva,tälja,,,0,81,81,5,,,,,,,,,,,,,,,,,,,return,47.5455729331,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TREAD,trampa,stampa,klampa,3,klampa,stampa,trampa,Leg,leg,0,82,82,98,0,0,0,0,,,,,,,,,,,,,6,26.455,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TREAD,trampa,stampa,klampa,3,klampa,stampa,trampa,Arm,arm,0,82,82,98,0,1,1,1,,,,,,,,,,,,,1,1.419,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TREAD,trampa,stampa,klampa,3,klampa,stampa,trampa,,,0,82,82,98,,,,,,,,,,,,,,,,,,,return,2.61665736854,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
KNOCK,knacka,krocka,klicka,3,klicka,krocka,knacka,Leg,leg,0,83,83,38,0,0,0,0,,,,,,,,,,,,,1,5.039,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
KNOCK,knacka,krocka,klicka,3,klicka,krocka,knacka,Arm,arm,0,83,83,38,0,1,1,1,,,,,,,,,,,,,7,1.201,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
KNOCK,knacka,krocka,klicka,3,klicka,krocka,knacka,,,0,83,83,38,,,,,,,,,,,,,,,,,,,return,6.10501561453,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BRUSH,borsta,skrubba,putsa,3,putsa,skrubba,borsta,Leg,leg,0,84,84,4,0,0,0,0,,,,,,,,,,,,,1,10.859,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BRUSH,borsta,skrubba,putsa,3,putsa,skrubba,borsta,Arm,arm,0,84,84,4,0,1,1,1,,,,,,,,,,,,,7,0.683,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BRUSH,borsta,skrubba,putsa,3,putsa,skrubba,borsta,,,0,84,84,4,,,,,,,,,,,,,,,,,,,return,46.0530601634,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STAGGER,ragla,lunka,halka,3,halka,lunka,ragla,Leg,leg,0,85,85,82,0,0,0,0,,,,,,,,,,,,,7,3.412,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STAGGER,ragla,lunka,halka,3,halka,lunka,ragla,Arm,arm,0,85,85,82,0,1,1,1,,,,,,,,,,,,,1,2.04,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STAGGER,ragla,lunka,halka,3,halka,lunka,ragla,,,0,85,85,82,,,,,,,,,,,,,,,,,,,return,62.7232241633,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STAB,sticka,hacka,skära,1,sticka,skära,hacka,Leg,leg,0,86,86,81,0,0,0,0,,,,,,,,,,,,,1,4.604,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STAB,sticka,hacka,skära,1,sticka,skära,hacka,Arm,arm,0,86,86,81,0,1,1,1,,,,,,,,,,,,,7,0.465,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STAB,sticka,hacka,skära,1,sticka,skära,hacka,,,0,86,86,81,,,,,,,,,,,,,,,,,,,return,5.08195336503,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GLIDE,glida,hasa,snava,3,hasa,snava,glida,Leg,leg,0,87,87,25,0,0,0,0,,,,,,,,,,,,,6,5.844,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GLIDE,glida,hasa,snava,3,hasa,snava,glida,Arm,arm,0,87,87,25,0,1,1,1,,,,,,,,,,,,,1,2.694,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
GLIDE,glida,hasa,snava,3,hasa,snava,glida,,,0,87,87,25,,,,,,,,,,,,,,,,,,,return,1.54327382006,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WRAP,slå in,slå ihop,slå till,2,slå till,slå in,slå ihop,Leg,leg,0,88,88,111,0,0,0,0,,,,,,,,,,,,,2,9.485,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WRAP,slå in,slå ihop,slå till,2,slå till,slå in,slå ihop,Arm,arm,0,88,88,111,0,1,1,1,,,,,,,,,,,,,6,0.851,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WRAP,slå in,slå ihop,slå till,2,slå till,slå in,slå ihop,,,0,88,88,111,,,,,,,,,,,,,,,,,,,return,5.04851013996,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
FILE,fila,putsa,riva,1,fila,putsa,riva,Leg,leg,0,89,89,21,0,0,0,0,,,,,,,,,,,,,1,14.397,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
FILE,fila,putsa,riva,1,fila,putsa,riva,Arm,arm,0,89,89,21,0,1,1,1,,,,,,,,,,,,,6,1.136,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
FILE,fila,putsa,riva,1,fila,putsa,riva,,,0,89,89,21,,,,,,,,,,,,,,,,,,,return,20.5446819725,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STRAY,ströva,vandra,promenera,3,vandra,promenera,ströva,Leg,leg,0,90,90,87,0,0,0,0,,,,,,,,,,,,,7,8.076,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STRAY,ströva,vandra,promenera,3,vandra,promenera,ströva,Arm,arm,0,90,90,87,0,1,1,1,,,,,,,,,,,,,1,0.833,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STRAY,ströva,vandra,promenera,3,vandra,promenera,ströva,,,0,90,90,87,,,,,,,,,,,,,,,,,,,return,36.0073801569,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PRANCE,kråma sig,promenera,traska,2,traska,kråma sig,promenera,Leg,leg,0,91,91,53,0,0,0,0,,,,,,,,,,,,,7,7.973,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PRANCE,kråma sig,promenera,traska,2,traska,kråma sig,promenera,Arm,arm,0,91,91,53,0,1,1,1,,,,,,,,,,,,,1,3.364,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PRANCE,kråma sig,promenera,traska,2,traska,kråma sig,promenera,,,0,91,91,53,,,,,,,,,,,,,,,,,,,return,14.121340147,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
ROLL,vingla,snubbla,svassa,2,svassa,vingla,snubbla,Leg,leg,0,92,92,59,0,0,0,0,,,,,,,,,,,,,2,9.669,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
ROLL,vingla,snubbla,svassa,2,svassa,vingla,snubbla,Arm,arm,0,92,92,59,0,1,1,1,,,,,,,,,,,,,4,3.416,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
ROLL,vingla,snubbla,svassa,2,svassa,vingla,snubbla,,,0,92,92,59,,,,,,,,,,,,,,,,,,,return,2.43213843197,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
JOG,jogga,spurta,rusa,2,rusa,jogga,spurta,Leg,leg,0,93,93,34,0,0,0,0,,,,,,,,,,,,,7,6.652,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
JOG,jogga,spurta,rusa,2,rusa,jogga,spurta,Arm,arm,0,93,93,34,0,1,1,1,,,,,,,,,,,,,1,1.237,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
JOG,jogga,spurta,rusa,2,rusa,jogga,spurta,,,0,93,93,34,,,,,,,,,,,,,,,,,,,return,1.69427643723,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STRIDE,kliva,tassa,lunka,3,lunka,tassa,kliva,Leg,leg,0,94,94,88,0,0,0,0,,,,,,,,,,,,,6,5.055,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STRIDE,kliva,tassa,lunka,3,lunka,tassa,kliva,Arm,arm,0,94,94,88,0,1,1,1,,,,,,,,,,,,,1,1.1,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STRIDE,kliva,tassa,lunka,3,lunka,tassa,kliva,,,0,94,94,88,,,,,,,,,,,,,,,,,,,return,21.9366410428,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SEIZE,fånga,klämma,fästa,1,fånga,fästa,klämma,Leg,leg,0,95,95,68,0,0,0,0,,,,,,,,,,,,,1,10.571,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SEIZE,fånga,klämma,fästa,1,fånga,fästa,klämma,Arm,arm,0,95,95,68,0,1,1,1,,,,,,,,,,,,,5,14.702,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SEIZE,fånga,klämma,fästa,1,fånga,fästa,klämma,,,0,95,95,68,,,,,,,,,,,,,,,,,,,return,33.7265315831,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,ta sig fram,kasta sig fram,släpa sig fram,Leg,leg,0,96,96,101,0,0,0,0,,,,,,,,,,,,,6,3.311,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,ta sig fram,kasta sig fram,släpa sig fram,Arm,arm,0,96,96,101,0,1,1,1,,,,,,,,,,,,,1,0.949,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,ta sig fram,kasta sig fram,släpa sig fram,,,0,96,96,101,,,,,,,,,,,,,,,,,,,return,30.2046755876,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
HACK,hacka,skära,kåpa,1,hacka,kåpa,skära,Leg,leg,0,97,97,30,0,0,0,0,,,,,,,,,,,,,1,2.607,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
HACK,hacka,skära,kåpa,1,hacka,kåpa,skära,Arm,arm,0,97,97,30,0,1,1,1,,,,,,,,,,,,,7,1.556,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
HACK,hacka,skära,kåpa,1,hacka,kåpa,skära,,,0,97,97,30,,,,,,,,,,,,,,,,,,,return,1.47618626174,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,3,dra sig fram,kasta sig fram,hasa sig fram,Leg,leg,0,98,98,67,0,0,0,0,,,,,,,,,,,,,4,19.631,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,3,dra sig fram,kasta sig fram,hasa sig fram,Arm,arm,0,98,98,67,0,1,1,1,,,,,,,,,,,,,4,0.699,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,3,dra sig fram,kasta sig fram,hasa sig fram,,,0,98,98,67,,,,,,,,,,,,,,,,,,,return,62.8070491384,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
LIFT,lyfta,pressa,öka,3,öka,pressa,lyfta,Leg,leg,0,99,99,40,0,0,0,0,,,,,,,,,,,,,3,5.191,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
LIFT,lyfta,pressa,öka,3,öka,pressa,lyfta,Arm,arm,0,99,99,40,0,1,1,1,,,,,,,,,,,,,6,0.801,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
LIFT,lyfta,pressa,öka,3,öka,pressa,lyfta,,,0,99,99,40,,,,,,,,,,,,,,,,,,,return,1.34211545269,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PAT,klappa,slå,borsta,2,borsta,klappa,slå,Leg,leg,0,100,100,46,0,0,0,0,,,,,,,,,,,,,1,3.833,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PAT,klappa,slå,borsta,2,borsta,klappa,slå,Arm,arm,0,100,100,46,0,1,1,1,,,,,,,,,,,,,7,0.75,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PAT,klappa,slå,borsta,2,borsta,klappa,slå,,,0,100,100,46,,,,,,,,,,,,,,,,,,,return,18.196774683,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SQUEEZE,klämma,knuffa,knäppa,2,knäppa,klämma,knuffa,Leg,leg,0,101,101,80,0,0,0,0,,,,,,,,,,,,,2,3.256,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SQUEEZE,klämma,knuffa,knäppa,2,knäppa,klämma,knuffa,Arm,arm,0,101,101,80,0,1,1,1,,,,,,,,,,,,,7,1.283,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SQUEEZE,klämma,knuffa,knäppa,2,knäppa,klämma,knuffa,,,0,101,101,80,,,,,,,,,,,,,,,,,,,return,4.36085407369,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TROT,trava,promenera,flanera,2,flanera,trava,promenera,Leg,leg,0,102,102,100,0,0,0,0,,,,,,,,,,,,,6,3.968,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TROT,trava,promenera,flanera,2,flanera,trava,promenera,Arm,arm,0,102,102,100,0,1,1,1,,,,,,,,,,,,,1,1.572,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
TROT,trava,promenera,flanera,2,flanera,trava,promenera,,,0,102,102,100,,,,,,,,,,,,,,,,,,,return,14.9768480618,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SHAKE,skaka,röra,vispa,2,vispa,skaka,röra,Leg,leg,0,103,103,69,0,0,0,0,,,,,,,,,,,,,2,4.923,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SHAKE,skaka,röra,vispa,2,vispa,skaka,röra,Arm,arm,0,103,103,69,0,1,1,1,,,,,,,,,,,,,7,1.32,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
SHAKE,skaka,röra,vispa,2,vispa,skaka,röra,,,0,103,103,69,,,,,,,,,,,,,,,,,,,return,4.00864014514,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WHIP,piska,klappa,slå,2,klappa,piska,slå,Leg,leg,0,104,104,108,0,0,0,0,,,,,,,,,,,,,1,3.028,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WHIP,piska,klappa,slå,2,klappa,piska,slå,Arm,arm,0,104,104,108,0,1,1,1,,,,,,,,,,,,,6,1.084,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
WHIP,piska,klappa,slå,2,klappa,piska,slå,,,0,104,104,108,,,,,,,,,,,,,,,,,,,return,7.99993243713,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PINCH,nypa,plocka,pensla,1,nypa,pensla,plocka,Leg,leg,0,105,105,48,0,0,0,0,,,,,,,,,,,,,1,3.496,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PINCH,nypa,plocka,pensla,1,nypa,pensla,plocka,Arm,arm,0,105,105,48,0,1,1,1,,,,,,,,,,,,,7,1.217,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
PINCH,nypa,plocka,pensla,1,nypa,pensla,plocka,,,0,105,105,48,,,,,,,,,,,,,,,,,,,return,1.72780539997,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STEP,gå,klampa,traska,2,klampa,gå,traska,Leg,leg,0,106,106,84,0,0,0,0,,,,,,,,,,,,,7,3.883,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STEP,gå,klampa,traska,2,klampa,gå,traska,Arm,arm,0,106,106,84,0,1,1,1,,,,,,,,,,,,,1,1.471,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
STEP,gå,klampa,traska,2,klampa,gå,traska,,,0,106,106,84,,,,,,,,,,,,,,,,,,,return,33.2904748998,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BIND,binda,linda,vinda,2,vinda,binda,linda,Leg,leg,0,107,107,1,0,0,0,0,,,,,,,,,,,,,3,6.112,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BIND,binda,linda,vinda,2,vinda,binda,linda,Arm,arm,0,107,107,1,0,1,1,1,,,,,,,,,,,,,6,1.352,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
BIND,binda,linda,vinda,2,vinda,binda,linda,,,0,107,107,1,,,,,,,,,,,,,,,,,,,return,2.16389527202,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CHOP,hacka,tälja,riva,1,hacka,tälja,riva,Leg,leg,0,108,108,7,0,0,0,0,,,,,,,,,,,,,2,12.051,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CHOP,hacka,tälja,riva,1,hacka,tälja,riva,Arm,arm,0,108,108,7,0,1,1,1,,,,,,,,,,,,,7,0.884,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CHOP,hacka,tälja,riva,1,hacka,tälja,riva,,,0,108,108,7,,,,,,,,,,,,,,,,,,,return,2.28127489158,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLEAN,rengöra,rensa,plocka,2,rensa,rengöra,plocka,Leg,leg,0,109,109,10,0,0,0,0,,,,,,,,,,,,,1,5.643,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLEAN,rengöra,rensa,plocka,2,rensa,rengöra,plocka,Arm,arm,0,109,109,10,0,1,1,1,,,,,,,,,,,,,7,2.676,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
CLEAN,rengöra,rensa,plocka,2,rensa,rengöra,plocka,,,0,109,109,10,,,,,,,,,,,,,,,,,,,return,2.86827255572,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
RUSH,rusa,springa,löpa,1,rusa,löpa,springa,Leg,leg,0,110,110,62,0,0,0,0,,,,,,,,,,,,,7,3.917,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
RUSH,rusa,springa,löpa,1,rusa,löpa,springa,Arm,arm,0,110,110,62,0,1,1,1,,,,,,,,,,,,,1,0.767,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
RUSH,rusa,springa,löpa,1,rusa,löpa,springa,,,0,110,110,62,,,,,,,,,,,,,,,,,,,return,4.15960048614,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
LEAP,hoppa,stega,kliva,2,stega,hoppa,kliva,Leg,leg,0,111,111,39,0,0,0,0,,,,,,,,,,,,,7,6.533,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
LEAP,hoppa,stega,kliva,2,stega,hoppa,kliva,Arm,arm,0,111,111,39,0,1,1,1,,,,,,,,,,,,,1,0.935,,,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
LEAP,hoppa,stega,kliva,2,stega,hoppa,kliva,,,0,111,111,39,,,,,,,,,,,,,,,,,,,return,13.2158368945,2018_Jun_21_1704,59.6125500796,verb_norming_oral_input,001,915,
