word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
PINCH,nypa,plocka,pensla,2,pensla,nypa,plocka,Leg,leg,0,5,5,48,0,0,0,0,,,,,,,,,,,,,1,10.44,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PINCH,nypa,plocka,pensla,2,pensla,nypa,plocka,Arm,arm,0,5,5,48,0,1,1,1,,,,,,,,,,,,,7,2.343,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PINCH,nypa,plocka,pensla,2,pensla,nypa,plocka,,,0,5,5,48,,,,,,,,,,,,,,,,,,,return,2.43214338348,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
WADE,vada,pulsa,plöja,1,vada,pulsa,plöja,Leg,leg,0,6,6,104,0,0,0,0,,,,,,,,,,,,,7,5.086,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
WADE,vada,pulsa,plöja,1,vada,pulsa,plöja,Arm,arm,0,6,6,104,0,1,1,1,,,,,,,,,,,,,1,2.04,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
WADE,vada,pulsa,plöja,1,vada,pulsa,plöja,,,0,6,6,104,,,,,,,,,,,,,,,,,,,return,2.59991102145,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
GRAB,gripa tag i,fästa ihop,smälla till,3,fästa ihop,smälla till,gripa tag i,Leg,leg,0,7,7,26,0,0,0,0,,,,,,,,,,,,,1,21.289,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
GRAB,gripa tag i,fästa ihop,smälla till,3,fästa ihop,smälla till,gripa tag i,Arm,arm,0,7,7,26,0,1,1,1,,,,,,,,,,,,,7,2.913,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
GRAB,gripa tag i,fästa ihop,smälla till,3,fästa ihop,smälla till,gripa tag i,,,0,7,7,26,,,,,,,,,,,,,,,,,,,return,3.38807173758,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
FLEE,fly,lyfta,flyga,2,flyga,fly,lyfta,Leg,leg,0,8,8,22,0,0,0,0,,,,,,,,,,,,,7,3.062,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
FLEE,fly,lyfta,flyga,2,flyga,fly,lyfta,Arm,arm,0,8,8,22,0,1,1,1,,,,,,,,,,,,,3,3.199,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
FLEE,fly,lyfta,flyga,2,flyga,fly,lyfta,,,0,8,8,22,,,,,,,,,,,,,,,,,,,return,2.39868634152,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
KNOCK,knacka,krocka,klicka,3,klicka,krocka,knacka,Leg,leg,0,9,9,38,0,0,0,0,,,,,,,,,,,,,1,6.684,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
KNOCK,knacka,krocka,klicka,3,klicka,krocka,knacka,Arm,arm,0,9,9,38,0,1,1,1,,,,,,,,,,,,,7,1.572,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
KNOCK,knacka,krocka,klicka,3,klicka,krocka,knacka,,,0,9,9,38,,,,,,,,,,,,,,,,,,,return,1.89556754843,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CUT,skära,sticka,spetsa,2,sticka,skära,spetsa,Leg,leg,0,10,10,16,0,0,0,0,,,,,,,,,,,,,1,17.284,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CUT,skära,sticka,spetsa,2,sticka,skära,spetsa,Arm,arm,0,10,10,16,0,1,1,1,,,,,,,,,,,,,7,2.596,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CUT,skära,sticka,spetsa,2,sticka,skära,spetsa,,,0,10,10,16,,,,,,,,,,,,,,,,,,,return,2.83472589509,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TOSS,slänga,fånga,gripa,2,fånga,slänga,gripa,Leg,leg,0,11,11,96,0,0,0,0,,,,,,,,,,,,,1,3.934,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TOSS,slänga,fånga,gripa,2,fånga,slänga,gripa,Arm,arm,0,11,11,96,0,1,1,1,,,,,,,,,,,,,7,1.069,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TOSS,slänga,fånga,gripa,2,fånga,slänga,gripa,,,0,11,11,96,,,,,,,,,,,,,,,,,,,return,1.61043712097,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
FLIT,rusa,hasa,svassa,2,hasa,rusa,svassa,Leg,leg,0,12,12,23,0,0,0,0,,,,,,,,,,,,,6,34.122,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
FLIT,rusa,hasa,svassa,2,hasa,rusa,svassa,Arm,arm,0,12,12,23,0,1,1,1,,,,,,,,,,,,,1,7.392,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
FLIT,rusa,hasa,svassa,2,hasa,rusa,svassa,,,0,12,12,23,,,,,,,,,,,,,,,,,,,return,2.06306532693,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STOMP,stampa,stiga,kliva,1,stampa,kliva,stiga,Leg,leg,0,13,13,86,0,0,0,0,,,,,,,,,,,,,7,4.014,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STOMP,stampa,stiga,kliva,1,stampa,kliva,stiga,Arm,arm,0,13,13,86,0,1,1,1,,,,,,,,,,,,,1,1.654,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STOMP,stampa,stiga,kliva,1,stampa,kliva,stiga,,,0,13,13,86,,,,,,,,,,,,,,,,,,,return,1.67745630391,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLAW,klösa,nypa,rispa,1,klösa,rispa,nypa,Leg,leg,0,14,14,9,0,0,0,0,,,,,,,,,,,,,1,10.927,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLAW,klösa,nypa,rispa,1,klösa,rispa,nypa,Arm,arm,0,14,14,9,0,1,1,1,,,,,,,,,,,,,7,1.858,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLAW,klösa,nypa,rispa,1,klösa,rispa,nypa,,,0,14,14,9,,,,,,,,,,,,,,,,,,,return,2.65023803343,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PEEL,skala,rensa,plocka,3,rensa,plocka,skala,Leg,leg,0,15,15,47,0,0,0,0,,,,,,,,,,,,,1,3.75,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PEEL,skala,rensa,plocka,3,rensa,plocka,skala,Arm,arm,0,15,15,47,0,1,1,1,,,,,,,,,,,,,7,0.837,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PEEL,skala,rensa,plocka,3,rensa,plocka,skala,,,0,15,15,47,,,,,,,,,,,,,,,,,,,return,1.44263234276,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,2,hasa sig bakåt,röra sig långsamt framåt,dra sig snabbt tillbaka,Leg,leg,0,16,16,33,0,0,0,0,,,,,,,,,,,,,7,16.026,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,2,hasa sig bakåt,röra sig långsamt framåt,dra sig snabbt tillbaka,Arm,arm,0,16,16,33,0,1,1,1,,,,,,,,,,,,,1,7.744,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
INCH,röra sig långsamt framåt,dra sig snabbt tillbaka,hasa sig bakåt,2,hasa sig bakåt,röra sig långsamt framåt,dra sig snabbt tillbaka,,,0,16,16,33,,,,,,,,,,,,,,,,,,,return,1.86202713846,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
POLISH,polera,sopa,tvätta,2,sopa,polera,tvätta,Leg,leg,0,17,17,52,0,0,0,0,,,,,,,,,,,,,1,3.547,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
POLISH,polera,sopa,tvätta,2,sopa,polera,tvätta,Arm,arm,0,17,17,52,0,1,1,1,,,,,,,,,,,,,7,1.169,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
POLISH,polera,sopa,tvätta,2,sopa,polera,tvätta,,,0,17,17,52,,,,,,,,,,,,,,,,,,,return,1.99608763044,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SKATE,åka skridskor,åka skidor,åka kälke,2,åka skidor,åka skridskor,åka kälke,Leg,leg,0,18,18,70,0,0,0,0,,,,,,,,,,,,,7,7.573,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SKATE,åka skridskor,åka skidor,åka kälke,2,åka skidor,åka skridskor,åka kälke,Arm,arm,0,18,18,70,0,1,1,1,,,,,,,,,,,,,2,2.159,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SKATE,åka skridskor,åka skidor,åka kälke,2,åka skidor,åka skridskor,åka kälke,,,0,18,18,70,,,,,,,,,,,,,,,,,,,return,3.08628469897,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
FOLD,vika ihop,knyta ihop,bunta ihop,2,knyta ihop,vika ihop,bunta ihop,Leg,leg,0,19,19,24,0,0,0,0,,,,,,,,,,,,,1,4.083,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
FOLD,vika ihop,knyta ihop,bunta ihop,2,knyta ihop,vika ihop,bunta ihop,Arm,arm,0,19,19,24,0,1,1,1,,,,,,,,,,,,,7,1.503,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
FOLD,vika ihop,knyta ihop,bunta ihop,2,knyta ihop,vika ihop,bunta ihop,,,0,19,19,24,,,,,,,,,,,,,,,,,,,return,2.3987294084,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLEAN,rengöra,rensa,plocka,3,plocka,rensa,rengöra,Leg,leg,0,20,20,10,0,0,0,0,,,,,,,,,,,,,1,5.911,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLEAN,rengöra,rensa,plocka,3,plocka,rensa,rengöra,Arm,arm,0,20,20,10,0,1,1,1,,,,,,,,,,,,,7,1.74,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLEAN,rengöra,rensa,plocka,3,plocka,rensa,rengöra,,,0,20,20,10,,,,,,,,,,,,,,,,,,,return,2.33142337631,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLUTCH,gripa tag i,sätta ihop,dra ut,1,gripa tag i,dra ut,sätta ihop,Leg,leg,0,21,21,13,0,0,0,0,,,,,,,,,,,,,1,40.561,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLUTCH,gripa tag i,sätta ihop,dra ut,1,gripa tag i,dra ut,sätta ihop,Arm,arm,0,21,21,13,0,1,1,1,,,,,,,,,,,,,7,10.829,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLUTCH,gripa tag i,sätta ihop,dra ut,1,gripa tag i,dra ut,sätta ihop,,,0,21,21,13,,,,,,,,,,,,,,,,,,,return,3.01931608999,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PLOD,lunka,pulsa,vingla,1,lunka,pulsa,vingla,Leg,leg,0,22,22,49,0,0,0,0,,,,,,,,,,,,,6,12.553,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PLOD,lunka,pulsa,vingla,1,lunka,pulsa,vingla,Arm,arm,0,22,22,49,0,1,1,1,,,,,,,,,,,,,1,12.639,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
PLOD,lunka,pulsa,vingla,1,lunka,pulsa,vingla,,,0,22,22,49,,,,,,,,,,,,,,,,,,,return,2.83471799291,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
WIPE,torka,putsa,gnugga,2,putsa,torka,gnugga,Leg,leg,0,23,23,109,0,0,0,0,,,,,,,,,,,,,1,22.282,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
WIPE,torka,putsa,gnugga,2,putsa,torka,gnugga,Arm,arm,0,23,23,109,0,1,1,1,,,,,,,,,,,,,7,1.589,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
WIPE,torka,putsa,gnugga,2,putsa,torka,gnugga,,,0,23,23,109,,,,,,,,,,,,,,,,,,,return,7.93299899208,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SKIM,skumma,vispa,sleva,2,sleva,skumma,vispa,Leg,leg,0,24,24,71,0,0,0,0,,,,,,,,,,,,,1,27.378,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SKIM,skumma,vispa,sleva,2,sleva,skumma,vispa,Arm,arm,0,24,24,71,0,1,1,1,,,,,,,,,,,,,7,1.316,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SKIM,skumma,vispa,sleva,2,sleva,skumma,vispa,,,0,24,24,71,,,,,,,,,,,,,,,,,,,return,3.37140564382,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STAMP,stampa,kliva,skutta,1,stampa,kliva,skutta,Leg,leg,0,25,25,83,0,0,0,0,,,,,,,,,,,,,7,13.441,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STAMP,stampa,kliva,skutta,1,stampa,kliva,skutta,Arm,arm,0,25,25,83,0,1,1,1,,,,,,,,,,,,,1,1.235,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STAMP,stampa,kliva,skutta,1,stampa,kliva,skutta,,,0,25,25,83,,,,,,,,,,,,,,,,,,,return,1.82844998335,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLAP,klappa,knäppa,klämma,3,klämma,knäppa,klappa,Leg,leg,0,26,26,8,0,0,0,0,,,,,,,,,,,,,1,2.408,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLAP,klappa,knäppa,klämma,3,klämma,knäppa,klappa,Arm,arm,0,26,26,8,0,1,1,1,,,,,,,,,,,,,7,1.421,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLAP,klappa,knäppa,klämma,3,klämma,knäppa,klappa,,,0,26,26,8,,,,,,,,,,,,,,,,,,,return,1.47634778603,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TUG,rycka,pressa,slå,1,rycka,slå,pressa,Leg,leg,0,27,27,102,0,0,0,0,,,,,,,,,,,,,5,9.065,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TUG,rycka,pressa,slå,1,rycka,slå,pressa,Arm,arm,0,27,27,102,0,1,1,1,,,,,,,,,,,,,5,2.326,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TUG,rycka,pressa,slå,1,rycka,slå,pressa,,,0,27,27,102,,,,,,,,,,,,,,,,,,,return,2.26448479561,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CRAWL,kravla,huka,klättra,1,kravla,huka,klättra,Leg,leg,0,28,28,14,0,0,0,0,,,,,,,,,,,,,7,5.678,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CRAWL,kravla,huka,klättra,1,kravla,huka,klättra,Arm,arm,0,28,28,14,0,1,1,1,,,,,,,,,,,,,5,3.484,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CRAWL,kravla,huka,klättra,1,kravla,huka,klättra,,,0,28,28,14,,,,,,,,,,,,,,,,,,,return,7.8157468331,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLICK,klicka,klappa,klämma,1,klicka,klappa,klämma,Leg,leg,0,29,29,11,0,0,0,0,,,,,,,,,,,,,1,5.007,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLICK,klicka,klappa,klämma,1,klicka,klappa,klämma,Arm,arm,0,29,29,11,0,1,1,1,,,,,,,,,,,,,7,1.102,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
CLICK,klicka,klappa,klämma,1,klicka,klappa,klämma,,,0,29,29,11,,,,,,,,,,,,,,,,,,,return,2.28125677859,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SPRINT,spurta,springa,löpa,1,spurta,löpa,springa,Leg,leg,0,30,30,79,0,0,0,0,,,,,,,,,,,,,7,5.996,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SPRINT,spurta,springa,löpa,1,spurta,löpa,springa,Arm,arm,0,30,30,79,0,1,1,1,,,,,,,,,,,,,3,1.856,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SPRINT,spurta,springa,löpa,1,spurta,löpa,springa,,,0,30,30,79,,,,,,,,,,,,,,,,,,,return,2.4825723336,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STIR,röra,sleva,vispa,3,vispa,sleva,röra,Leg,leg,0,31,31,85,0,0,0,0,,,,,,,,,,,,,1,4.706,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STIR,röra,sleva,vispa,3,vispa,sleva,röra,Arm,arm,0,31,31,85,0,1,1,1,,,,,,,,,,,,,7,2.796,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
STIR,röra,sleva,vispa,3,vispa,sleva,röra,,,0,31,31,85,,,,,,,,,,,,,,,,,,,return,2.18066913294,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
WANDER,vandra,marschera,spatsera,3,spatsera,marschera,vandra,Leg,leg,0,32,32,106,0,0,0,0,,,,,,,,,,,,,7,4.701,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
WANDER,vandra,marschera,spatsera,3,spatsera,marschera,vandra,Arm,arm,0,32,32,106,0,1,1,1,,,,,,,,,,,,,2,1.545,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
WANDER,vandra,marschera,spatsera,3,spatsera,marschera,vandra,,,0,32,32,106,,,,,,,,,,,,,,,,,,,return,5.23298433353,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SCRATCH,repa,riva,klösa,1,repa,klösa,riva,Leg,leg,0,33,33,65,0,0,0,0,,,,,,,,,,,,,1,9.266,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SCRATCH,repa,riva,klösa,1,repa,klösa,riva,Arm,arm,0,33,33,65,0,1,1,1,,,,,,,,,,,,,7,1.117,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SCRATCH,repa,riva,klösa,1,repa,klösa,riva,,,0,33,33,65,,,,,,,,,,,,,,,,,,,return,1.24145547102,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
HACK,hacka,skära,kåpa,1,hacka,skära,kåpa,Leg,leg,0,34,34,30,0,0,0,0,,,,,,,,,,,,,1,7.758,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
HACK,hacka,skära,kåpa,1,hacka,skära,kåpa,Arm,arm,0,34,34,30,0,1,1,1,,,,,,,,,,,,,7,6.586,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
HACK,hacka,skära,kåpa,1,hacka,skära,kåpa,,,0,34,34,30,,,,,,,,,,,,,,,,,,,return,3.63950252613,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
FILE,fila,putsa,riva,3,riva,putsa,fila,Leg,leg,0,35,35,21,0,0,0,0,,,,,,,,,,,,,1,49.266,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
FILE,fila,putsa,riva,3,riva,putsa,fila,Arm,arm,0,35,35,21,0,1,1,1,,,,,,,,,,,,,7,0.851,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
FILE,fila,putsa,riva,3,riva,putsa,fila,,,0,35,35,21,,,,,,,,,,,,,,,,,,,return,2.48257984067,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
GRIP,gripa om,hålla om,kasta om,3,hålla om,kasta om,gripa om,Leg,leg,0,36,36,29,0,0,0,0,,,,,,,,,,,,,1,15.271,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
GRIP,gripa om,hålla om,kasta om,3,hålla om,kasta om,gripa om,Arm,arm,0,36,36,29,0,1,1,1,,,,,,,,,,,,,7,1.068,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
GRIP,gripa om,hålla om,kasta om,3,hålla om,kasta om,gripa om,,,0,36,36,29,,,,,,,,,,,,,,,,,,,return,2.5830047014,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SEIZE,fånga,klämma,fästa,1,fånga,klämma,fästa,Leg,leg,0,37,37,68,0,0,0,0,,,,,,,,,,,,,1,48.729,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SEIZE,fånga,klämma,fästa,1,fånga,klämma,fästa,Arm,arm,0,37,37,68,0,1,1,1,,,,,,,,,,,,,7,1.706,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
SEIZE,fånga,klämma,fästa,1,fånga,klämma,fästa,,,0,37,37,68,,,,,,,,,,,,,,,,,,,return,43.3870373421,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
TRUDGE,släpa sig fram,kasta sig fram,ta sig fram,3,kasta sig fram,ta sig fram,släpa sig fram,Leg,leg,0,38,38,101,0,0,0,0,,,,,,,,,,,,,7,10.119,,,,,2018_Jun_18_0953,59.6503628353,verb_norming_oral_input,001,907,
