word,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
TÅGA,,,0,125,125,158,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FLACKA,Arm,arm,0,126,126,103,0,0,0,0,,,,,,,,,,,1,3.529,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FLACKA,Ben,ben,0,126,126,103,0,1,1,1,,,,,,,,,,,7,1.318,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FLACKA,,,0,126,126,103,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PUTSA,Arm,arm,0,127,127,56,0,0,0,0,,,,,,,,,,,7,1.569,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PUTSA,Ben,ben,0,127,127,56,0,1,1,1,,,,,,,,,,,1,0.598,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PUTSA,,,0,127,127,56,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GRIPA,Arm,arm,0,128,128,19,0,0,0,0,,,,,,,,,,,7,1.619,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GRIPA,Ben,ben,0,128,128,19,0,1,1,1,,,,,,,,,,,1,0.616,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GRIPA,,,0,128,128,19,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TRAMPA,Arm,arm,0,129,129,161,0,0,0,0,,,,,,,,,,,1,1.483,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TRAMPA,Ben,ben,0,129,129,161,0,1,1,1,,,,,,,,,,,7,0.581,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TRAMPA,,,0,129,129,161,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
CYKLA,Arm,arm,0,130,130,101,0,0,0,0,,,,,,,,,,,1,1.801,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
CYKLA,Ben,ben,0,130,130,101,0,1,1,1,,,,,,,,,,,7,0.497,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
CYKLA,,,0,130,130,101,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
LINDA,Arm,arm,0,131,131,43,0,0,0,0,,,,,,,,,,,7,1.367,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
LINDA,Ben,ben,0,131,131,43,0,1,1,1,,,,,,,,,,,1,0.615,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
LINDA,,,0,131,131,43,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLIPPA,Arm,arm,0,132,132,34,0,0,0,0,,,,,,,,,,,7,1.987,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLIPPA,Ben,ben,0,132,132,34,0,1,1,1,,,,,,,,,,,1,0.414,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLIPPA,,,0,132,132,34,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HACKA,Arm,arm,0,133,133,20,0,0,0,0,,,,,,,,,,,7,1.146,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HACKA,Ben,ben,0,133,133,20,0,1,1,1,,,,,,,,,,,1,0.479,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HACKA,,,0,133,133,20,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GLIDA,Arm,arm,0,134,134,107,0,0,0,0,,,,,,,,,,,1,1.35,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GLIDA,Ben,ben,0,134,134,107,0,1,1,1,,,,,,,,,,,7,0.481,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GLIDA,,,0,134,134,107,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNACKA,Arm,arm,0,135,135,36,0,0,0,0,,,,,,,,,,,7,1.684,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNACKA,Ben,ben,0,135,135,36,0,1,1,1,,,,,,,,,,,1,0.529,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNACKA,,,0,135,135,36,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GUPPA,Arm,arm,0,136,136,108,0,0,0,0,,,,,,,,,,,1,12.151,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GUPPA,Ben,ben,0,136,136,108,0,1,1,1,,,,,,,,,,,1,1.135,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GUPPA,,,0,136,136,108,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNALLA,Arm,arm,0,137,137,119,0,0,0,0,,,,,,,,,,,1,1.819,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNALLA,Ben,ben,0,137,137,119,0,1,1,1,,,,,,,,,,,7,0.497,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KNALLA,,,0,137,137,119,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HÖJA,Arm,arm,0,138,138,25,0,0,0,0,,,,,,,,,,,7,6.885,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HÖJA,Ben,ben,0,138,138,25,0,1,1,1,,,,,,,,,,,3,3.398,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HÖJA,,,0,138,138,25,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HISSA,Arm,arm,0,139,139,23,0,0,0,0,,,,,,,,,,,6,5.795,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HISSA,Ben,ben,0,139,139,23,0,1,1,1,,,,,,,,,,,1,1.923,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HISSA,,,0,139,139,23,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HAFFA,Arm,arm,0,140,140,21,0,0,0,0,,,,,,,,,,,7,2.206,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HAFFA,Ben,ben,0,140,140,21,0,1,1,1,,,,,,,,,,,1,0.664,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HAFFA,,,0,140,140,21,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
BANKA,Arm,arm,0,141,141,1,0,0,0,0,,,,,,,,,,,7,1.686,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
BANKA,Ben,ben,0,141,141,1,0,1,1,1,,,,,,,,,,,1,1.37,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
BANKA,,,0,141,141,1,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PRESSA,Arm,arm,0,142,142,55,0,0,0,0,,,,,,,,,,,7,1.618,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PRESSA,Ben,ben,0,142,142,55,0,1,1,1,,,,,,,,,,,2,3.431,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PRESSA,,,0,142,142,55,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STÅ,Arm,arm,0,143,143,147,0,0,0,0,,,,,,,,,,,1,1.617,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STÅ,Ben,ben,0,143,143,147,0,1,1,1,,,,,,,,,,,7,1.302,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STÅ,,,0,143,143,147,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RAFSA,Arm,arm,0,144,144,58,0,0,0,0,,,,,,,,,,,7,1.568,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RAFSA,Ben,ben,0,144,144,58,0,1,1,1,,,,,,,,,,,1,0.8,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RAFSA,,,0,144,144,58,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KELA,Arm,arm,0,145,145,28,0,0,0,0,,,,,,,,,,,7,2.742,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KELA,Ben,ben,0,145,145,28,0,1,1,1,,,,,,,,,,,1,2.393,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KELA,,,0,145,145,28,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
NAPPA,Arm,arm,0,146,146,45,0,0,0,0,,,,,,,,,,,7,1.384,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
NAPPA,Ben,ben,0,146,146,45,0,1,1,1,,,,,,,,,,,1,0.85,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
NAPPA,,,0,146,146,45,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GESTIKULERA,Arm,arm,0,147,147,13,0,0,0,0,,,,,,,,,,,7,1.498,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GESTIKULERA,Ben,ben,0,147,147,13,0,1,1,1,,,,,,,,,,,2,1.703,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GESTIKULERA,,,0,147,147,13,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
REPA,Arm,arm,0,148,148,61,0,0,0,0,,,,,,,,,,,7,1.636,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
REPA,Ben,ben,0,148,148,61,0,1,1,1,,,,,,,,,,,1,1.136,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
REPA,,,0,148,148,61,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FILA,Arm,arm,0,149,149,10,0,0,0,0,,,,,,,,,,,7,1.099,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FILA,Ben,ben,0,149,149,10,0,1,1,1,,,,,,,,,,,1,0.616,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FILA,,,0,149,149,10,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RO,Arm,arm,0,150,150,64,0,0,0,0,,,,,,,,,,,7,2.473,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RO,Ben,ben,0,150,150,64,0,1,1,1,,,,,,,,,,,1,0.567,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RO,,,0,150,150,64,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STAMPA,Arm,arm,0,151,151,148,0,0,0,0,,,,,,,,,,,1,1.701,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STAMPA,Ben,ben,0,151,151,148,0,1,1,1,,,,,,,,,,,7,0.563,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
STAMPA,,,0,151,151,148,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FLÄTA,Arm,arm,0,152,152,11,0,0,0,0,,,,,,,,,,,7,1.954,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FLÄTA,Ben,ben,0,152,152,11,0,1,1,1,,,,,,,,,,,1,0.498,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
FLÄTA,,,0,152,152,11,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
MARSCHERA,Arm,arm,0,153,153,127,0,0,0,0,,,,,,,,,,,1,1.579,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
MARSCHERA,Ben,ben,0,153,153,127,0,1,1,1,,,,,,,,,,,7,0.728,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
MARSCHERA,,,0,153,153,127,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SLEVA,Arm,arm,0,154,154,80,0,0,0,0,,,,,,,,,,,7,1.367,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SLEVA,Ben,ben,0,154,154,80,0,1,1,1,,,,,,,,,,,1,0.548,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SLEVA,,,0,154,154,80,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKRUBBA,Arm,arm,0,155,155,75,0,0,0,0,,,,,,,,,,,7,1.383,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKRUBBA,Ben,ben,0,155,155,75,0,1,1,1,,,,,,,,,,,1,0.614,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SKRUBBA,,,0,155,155,75,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
ILA,Arm,arm,0,156,156,112,0,0,0,0,,,,,,,,,,,1,1.871,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
ILA,Ben,ben,0,156,156,112,0,1,1,1,,,,,,,,,,,7,0.533,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
ILA,,,0,156,156,112,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PINNA,Arm,arm,0,157,157,128,0,0,0,0,,,,,,,,,,,4,55.872,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PINNA,Ben,ben,0,157,157,128,0,1,1,1,,,,,,,,,,,4,0.599,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PINNA,,,0,157,157,128,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GRABBA,Arm,arm,0,158,158,16,0,0,0,0,,,,,,,,,,,7,2.306,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GRABBA,Ben,ben,0,158,158,16,0,1,1,1,,,,,,,,,,,1,3.969,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
GRABBA,,,0,158,158,16,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RAKA,Arm,arm,0,159,159,59,0,0,0,0,,,,,,,,,,,7,2.24,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RAKA,Ben,ben,0,159,159,59,0,1,1,1,,,,,,,,,,,1,1.621,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RAKA,,,0,159,159,59,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RASPA,Arm,arm,0,160,160,60,0,0,0,0,,,,,,,,,,,7,1.082,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RASPA,Ben,ben,0,160,160,60,0,1,1,1,,,,,,,,,,,1,0.582,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RASPA,,,0,160,160,60,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PLOCKA,Arm,arm,0,161,161,53,0,0,0,0,,,,,,,,,,,7,1.13,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PLOCKA,Ben,ben,0,161,161,53,0,1,1,1,,,,,,,,,,,1,1.702,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
PLOCKA,,,0,161,161,53,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TRÄDA,Arm,arm,0,162,162,160,0,0,0,0,,,,,,,,,,,1,1.82,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TRÄDA,Ben,ben,0,162,162,160,0,1,1,1,,,,,,,,,,,7,0.597,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TRÄDA,,,0,162,162,160,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SPRINGA,Arm,arm,0,163,163,145,0,0,0,0,,,,,,,,,,,1,3.882,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SPRINGA,Ben,ben,0,163,163,145,0,1,1,1,,,,,,,,,,,7,0.531,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SPRINGA,,,0,163,163,145,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLAPPA,Arm,arm,0,164,164,31,0,0,0,0,,,,,,,,,,,7,1.316,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLAPPA,Ben,ben,0,164,164,31,0,1,1,1,,,,,,,,,,,1,0.548,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
KLAPPA,,,0,164,164,31,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HOPPA,Arm,arm,0,165,165,111,0,0,0,0,,,,,,,,,,,1,2.239,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HOPPA,Ben,ben,0,165,165,111,0,1,1,1,,,,,,,,,,,7,0.431,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
HOPPA,,,0,165,165,111,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TVÄTTA,Arm,arm,0,166,166,96,0,0,0,0,,,,,,,,,,,7,1.317,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TVÄTTA,Ben,ben,0,166,166,96,0,1,1,1,,,,,,,,,,,1,1.319,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
TVÄTTA,,,0,166,166,96,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RÖRA,Arm,arm,0,167,167,65,0,0,0,0,,,,,,,,,,,7,1.3,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RÖRA,Ben,ben,0,167,167,65,0,1,1,1,,,,,,,,,,,1,0.851,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
RÖRA,,,0,167,167,65,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SNUBBLA,Arm,arm,0,168,168,143,0,0,0,0,,,,,,,,,,,1,1.601,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SNUBBLA,Ben,ben,0,168,168,143,0,1,1,1,,,,,,,,,,,7,0.614,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
SNUBBLA,,,0,168,168,143,,,,,,,,,,,,,,,,,,,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
,,,,,,,,,,,,,,,,,,,,,,,space,12.8803605923,2018_Sep_07_1309,59.6344808082,verb_norming_oral_input,001,800,
