item_number_,item,correct_ans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,date,frameRate,expName,session,participant,
47,turtle,y,0,49,49,49,y,1,0.855566390199,2018_Sep_13_1410,59.6215374539,lextale,001,807,
48,fellick,n,0,50,50,50,n,1,2.88489578724,2018_Sep_13_1410,59.6215374539,lextale,001,807,
49,destription,n,0,51,51,51,y,0,3.65629978317,2018_Sep_13_1410,59.6215374539,lextale,001,807,
50,cylinder,y,0,52,52,52,y,1,0.972934946835,2018_Sep_13_1410,59.6215374539,lextale,001,807,
51,censorship,y,0,53,53,53,y,1,9.77769247911,2018_Sep_13_1410,59.6215374539,lextale,001,807,
52,celestial,y,0,54,54,54,n,0,1.02334158838,2018_Sep_13_1410,59.6215374539,lextale,001,807,
53,rascal,y,0,55,55,55,y,1,2.04621655836,2018_Sep_13_1410,59.6215374539,lextale,001,807,
54,purrage,n,0,56,56,56,y,0,3.38799538202,2018_Sep_13_1410,59.6215374539,lextale,001,807,
55,pulsh,n,0,57,57,57,n,1,1.5600136074,2018_Sep_13_1410,59.6215374539,lextale,001,807,
56,muddy,y,0,58,58,58,y,1,0.671095261275,2018_Sep_13_1410,59.6215374539,lextale,001,807,
57,quirty,n,0,59,59,59,y,0,0.90596275903,2018_Sep_13_1410,59.6215374539,lextale,001,807,
58,pudour,n,0,60,60,60,n,1,2.11351115143,2018_Sep_13_1410,59.6215374539,lextale,001,807,
59,listless,y,0,61,61,61,n,0,3.50542794558,2018_Sep_13_1410,59.6215374539,lextale,001,807,
60,wrought,y,0,62,62,62,y,1,0.838876781131,2018_Sep_13_1410,59.6215374539,lextale,001,807,
