item_number_,item,correct_ans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,date,frameRate,expName,session,participant,
27,rebondicate,n,0,29,29,29,n,1,4.46134960017,2018_Sep_18_1406,59.6387915571,lextale,001,811,
28,ingenious,y,0,30,30,30,y,1,2.33147619655,2018_Sep_18_1406,59.6387915571,lextale,001,811,
29,bewitch,y,0,31,31,31,y,1,9.89514914714,2018_Sep_18_1406,59.6387915571,lextale,001,811,
30,skave,n,0,32,32,32,n,1,1.57678459176,2018_Sep_18_1406,59.6387915571,lextale,001,811,
31,plaintively,y,0,33,33,33,y,1,5.4507630908,2018_Sep_18_1406,59.6387915571,lextale,001,811,
32,kilp,n,0,34,34,34,n,1,1.45940211548,2018_Sep_18_1406,59.6387915571,lextale,001,811,
33,interfate,n,0,35,35,35,n,1,1.9121778837,2018_Sep_18_1406,59.6387915571,lextale,001,811,
34,hasty,y,0,36,36,36,y,1,1.87867277081,2018_Sep_18_1406,59.6387915571,lextale,001,811,
35,lengthy,y,0,37,37,37,n,0,4.31048571746,2018_Sep_18_1406,59.6387915571,lextale,001,811,
36,fray,y,0,38,38,38,y,1,2.13023887802,2018_Sep_18_1406,59.6387915571,lextale,001,811,
37,crumper,n,0,39,39,39,y,0,1.97934457203,2018_Sep_18_1406,59.6387915571,lextale,001,811,
38,upkeep,y,0,40,40,40,n,0,3.45512863316,2018_Sep_18_1406,59.6387915571,lextale,001,811,
39,majestic,y,0,41,41,41,y,1,1.44256184518,2018_Sep_18_1406,59.6387915571,lextale,001,811,
40,magrity,n,0,42,42,42,n,1,1.49294081251,2018_Sep_18_1406,59.6387915571,lextale,001,811,
41,nourishment,y,0,43,43,43,y,1,1.99611253767,2018_Sep_18_1406,59.6387915571,lextale,001,811,
42,abergy,n,0,44,44,44,n,1,1.54329054188,2018_Sep_18_1406,59.6387915571,lextale,001,811,
43,proom,n,0,45,45,45,y,0,3.95825373564,2018_Sep_18_1406,59.6387915571,lextale,001,811,
44,turmoil,y,0,46,46,46,n,0,1.32513235112,2018_Sep_18_1406,59.6387915571,lextale,001,811,
45,carbohydrate,y,0,47,47,47,y,1,6.64168375836,2018_Sep_18_1406,59.6387915571,lextale,001,811,
46,scholar,y,0,48,48,48,y,1,1.34191098466,2018_Sep_18_1406,59.6387915571,lextale,001,811,
47,turtle,y,0,49,49,49,y,1,1.86189453238,2018_Sep_18_1406,59.6387915571,lextale,001,811,
48,fellick,n,0,50,50,50,n,1,1.3587322898,2018_Sep_18_1406,59.6387915571,lextale,001,811,
49,destription,n,0,51,51,51,n,1,1.6606967246,2018_Sep_18_1406,59.6387915571,lextale,001,811,
50,cylinder,y,0,52,52,52,y,1,1.27487468179,2018_Sep_18_1406,59.6387915571,lextale,001,811,
51,censorship,y,0,53,53,53,y,1,1.89540320124,2018_Sep_18_1406,59.6387915571,lextale,001,811,
52,celestial,y,0,54,54,54,y,1,1.878724925,2018_Sep_18_1406,59.6387915571,lextale,001,811,
53,rascal,y,0,55,55,55,y,1,1.4929617532,2018_Sep_18_1406,59.6387915571,lextale,001,811,
54,purrage,n,0,56,56,56,y,0,1.39231168289,2018_Sep_18_1406,59.6387915571,lextale,001,811,
55,pulsh,n,0,57,57,57,n,1,1.45938868183,2018_Sep_18_1406,59.6387915571,lextale,001,811,
56,muddy,y,0,58,58,58,y,1,3.92469883921,2018_Sep_18_1406,59.6387915571,lextale,001,811,
57,quirty,n,0,59,59,59,n,1,1.96250706749,2018_Sep_18_1406,59.6387915571,lextale,001,811,
58,pudour,n,0,60,60,60,n,1,1.81133855692,2018_Sep_18_1406,59.6387915571,lextale,001,811,
59,listless,y,0,61,61,61,n,0,1.92896758025,2018_Sep_18_1406,59.6387915571,lextale,001,811,
60,wrought,y,0,62,62,62,n,0,1.37555596559,2018_Sep_18_1406,59.6387915571,lextale,001,811,
