item_number_,item,correct_ans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,date,frameRate,expName,session,participant,
26,dispatch,y,0,28,28,28,y,1,1.77810611844,2018_Sep_10_1457,59.6249920492,lextale,001,803,
27,rebondicate,n,0,29,29,29,y,0,5.33363085501,2018_Sep_10_1457,59.6249920492,lextale,001,803,
28,ingenious,y,0,30,30,30,n,0,6.7423161964,2018_Sep_10_1457,59.6249920492,lextale,001,803,
29,bewitch,y,0,31,31,31,y,1,1.96256521375,2018_Sep_10_1457,59.6249920492,lextale,001,803,
30,skave,n,0,32,32,32,y,0,1.24139913422,2018_Sep_10_1457,59.6249920492,lextale,001,803,
31,plaintively,y,0,33,33,33,y,1,1.76129001923,2018_Sep_10_1457,59.6249920492,lextale,001,803,
32,kilp,n,0,34,34,34,n,1,1.99610693079,2018_Sep_10_1457,59.6249920492,lextale,001,803,
33,interfate,n,0,35,35,35,y,0,4.76339598279,2018_Sep_10_1457,59.6249920492,lextale,001,803,
34,hasty,y,0,36,36,36,y,1,1.15755570728,2018_Sep_10_1457,59.6249920492,lextale,001,803,
35,lengthy,y,0,37,37,37,n,0,5.70252889477,2018_Sep_10_1457,59.6249920492,lextale,001,803,
36,fray,y,0,38,38,38,y,1,1.20785623183,2018_Sep_10_1457,59.6249920492,lextale,001,803,
37,crumper,n,0,39,39,39,y,0,0.939292143374,2018_Sep_10_1457,59.6249920492,lextale,001,803,
38,upkeep,y,0,40,40,40,y,1,1.24138135404,2018_Sep_10_1457,59.6249920492,lextale,001,803,
39,majestic,y,0,41,41,41,y,1,1.37541151239,2018_Sep_10_1457,59.6249920492,lextale,001,803,
40,magrity,n,0,42,42,42,n,1,2.23043073869,2018_Sep_10_1457,59.6249920492,lextale,001,803,
41,nourishment,y,0,43,43,43,y,1,1.66063128332,2018_Sep_10_1457,59.6249920492,lextale,001,803,
42,abergy,n,0,44,44,44,n,1,2.95343647418,2018_Sep_10_1457,59.6249920492,lextale,001,803,
43,proom,n,0,45,45,45,y,0,1.34200373937,2018_Sep_10_1457,59.6249920492,lextale,001,803,
44,turmoil,y,0,46,46,46,n,0,5.50138764428,2018_Sep_10_1457,59.6249920492,lextale,001,803,
45,carbohydrate,y,0,47,47,47,y,1,1.34207881124,2018_Sep_10_1457,59.6249920492,lextale,001,803,
46,scholar,y,0,48,48,48,y,1,1.91225402109,2018_Sep_10_1457,59.6249920492,lextale,001,803,
47,turtle,y,0,49,49,49,y,1,0.80537735864,2018_Sep_10_1457,59.6249920492,lextale,001,803,
48,fellick,n,0,50,50,50,y,0,1.79482383398,2018_Sep_10_1457,59.6249920492,lextale,001,803,
49,destription,n,0,51,51,51,n,1,5.31675785923,2018_Sep_10_1457,59.6249920492,lextale,001,803,
50,cylinder,y,0,52,52,52,y,1,0.755041273726,2018_Sep_10_1457,59.6249920492,lextale,001,803,
51,censorship,y,0,53,53,53,y,1,2.13031528605,2018_Sep_10_1457,59.6249920492,lextale,001,803,
52,celestial,y,0,54,54,54,y,1,1.44267116782,2018_Sep_10_1457,59.6249920492,lextale,001,803,
53,rascal,y,0,55,55,55,y,1,1.59361936507,2018_Sep_10_1457,59.6249920492,lextale,001,803,
54,purrage,n,0,56,56,56,y,0,0.721421323889,2018_Sep_10_1457,59.6249920492,lextale,001,803,
55,pulsh,n,0,57,57,57,n,1,2.71768195446,2018_Sep_10_1457,59.6249920492,lextale,001,803,
56,muddy,y,0,58,58,58,y,1,0.755038507919,2018_Sep_10_1457,59.6249920492,lextale,001,803,
57,quirty,n,0,59,59,59,y,0,1.6942263409,2018_Sep_10_1457,59.6249920492,lextale,001,803,
58,pudour,n,0,60,60,60,n,1,1.79484319462,2018_Sep_10_1457,59.6249920492,lextale,001,803,
59,listless,y,0,61,61,61,n,0,2.28122081087,2018_Sep_10_1457,59.6249920492,lextale,001,803,
60,wrought,y,0,62,62,62,y,1,1.37536251812,2018_Sep_10_1457,59.6249920492,lextale,001,803,
