"expName","date","participant","trial","verb","category","rated_category","rating"
"verb_norming_L1swe","2018_Sep_10_1230",802,112,"rulta","leg","Leg",6
"verb_norming_L1swe","2018_Sep_10_1230",802,113,"nypa","arm","Arm",4
"verb_norming_L1swe","2018_Sep_10_1230",802,113,"nypa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,114,"knäa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,114,"knäa","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1230",802,115,"kravla","leg","Arm",5
"verb_norming_L1swe","2018_Sep_10_1230",802,115,"kravla","leg","Leg",4
"verb_norming_L1swe","2018_Sep_10_1230",802,116,"stiga","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,116,"stiga","leg","Leg",4
"verb_norming_L1swe","2018_Sep_10_1230",802,117,"hissa","arm","Arm",3
"verb_norming_L1swe","2018_Sep_10_1230",802,117,"hissa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,118,"åla","leg","Arm",3
"verb_norming_L1swe","2018_Sep_10_1230",802,118,"åla","leg","Leg",4
"verb_norming_L1swe","2018_Sep_10_1230",802,119,"piska","arm","Arm",4
"verb_norming_L1swe","2018_Sep_10_1230",802,119,"piska","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,120,"röra","arm","Arm",4
"verb_norming_L1swe","2018_Sep_10_1230",802,120,"röra","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,121,"lunka","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,121,"lunka","leg","Leg",6
"verb_norming_L1swe","2018_Sep_10_1230",802,122,"vackla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,122,"vackla","leg","Leg",6
"verb_norming_L1swe","2018_Sep_10_1230",802,123,"kela","arm","Arm",5
"verb_norming_L1swe","2018_Sep_10_1230",802,123,"kela","arm","Leg",3
"verb_norming_L1swe","2018_Sep_10_1230",802,124,"höja","arm","Arm",2
"verb_norming_L1swe","2018_Sep_10_1230",802,124,"höja","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,125,"putta","arm","Arm",6
"verb_norming_L1swe","2018_Sep_10_1230",802,125,"putta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,126,"karva","arm","Arm",6
"verb_norming_L1swe","2018_Sep_10_1230",802,126,"karva","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,127,"marschera","leg","Arm",2
"verb_norming_L1swe","2018_Sep_10_1230",802,127,"marschera","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1230",802,128,"ragla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,128,"ragla","leg","Leg",6
"verb_norming_L1swe","2018_Sep_10_1230",802,129,"slipa","arm","Arm",4
"verb_norming_L1swe","2018_Sep_10_1230",802,129,"slipa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,130,"stappla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,130,"stappla","leg","Leg",6
"verb_norming_L1swe","2018_Sep_10_1230",802,131,"plocka","arm","Arm",6
"verb_norming_L1swe","2018_Sep_10_1230",802,131,"plocka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,132,"fläta","arm","Arm",5
"verb_norming_L1swe","2018_Sep_10_1230",802,132,"fläta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,133,"knalla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,133,"knalla","leg","Leg",5
"verb_norming_L1swe","2018_Sep_10_1230",802,134,"binda","arm","Arm",4
"verb_norming_L1swe","2018_Sep_10_1230",802,134,"binda","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,135,"putsa","arm","Arm",4
"verb_norming_L1swe","2018_Sep_10_1230",802,135,"putsa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,136,"trycka","arm","Arm",5
"verb_norming_L1swe","2018_Sep_10_1230",802,136,"trycka","arm","Leg",2
"verb_norming_L1swe","2018_Sep_10_1230",802,137,"fatta","arm","Arm",3
"verb_norming_L1swe","2018_Sep_10_1230",802,137,"fatta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,138,"halka","leg","Arm",2
"verb_norming_L1swe","2018_Sep_10_1230",802,138,"halka","leg","Leg",5
"verb_norming_L1swe","2018_Sep_10_1230",802,139,"krypa","leg","Arm",3
"verb_norming_L1swe","2018_Sep_10_1230",802,139,"krypa","leg","Leg",5
"verb_norming_L1swe","2018_Sep_10_1230",802,140,"linka","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,140,"linka","leg","Leg",6
"verb_norming_L1swe","2018_Sep_10_1230",802,141,"stega","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,141,"stega","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1230",802,142,"smyga","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,142,"smyga","leg","Leg",6
"verb_norming_L1swe","2018_Sep_10_1230",802,143,"städa","arm","Arm",5
"verb_norming_L1swe","2018_Sep_10_1230",802,143,"städa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,144,"gripa","arm","Arm",5
"verb_norming_L1swe","2018_Sep_10_1230",802,144,"gripa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,145,"kasta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1230",802,145,"kasta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,146,"trampa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,146,"trampa","leg","Leg",6
"verb_norming_L1swe","2018_Sep_10_1230",802,147,"vira","arm","Arm",3
"verb_norming_L1swe","2018_Sep_10_1230",802,147,"vira","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,148,"smeka","arm","Arm",6
"verb_norming_L1swe","2018_Sep_10_1230",802,148,"smeka","arm","Leg",3
"verb_norming_L1swe","2018_Sep_10_1230",802,149,"signera","arm","Arm",4
"verb_norming_L1swe","2018_Sep_10_1230",802,149,"signera","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,150,"dunka","arm","Arm",6
"verb_norming_L1swe","2018_Sep_10_1230",802,150,"dunka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,151,"vandra","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,151,"vandra","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1230",802,152,"skaka","arm","Arm",4
"verb_norming_L1swe","2018_Sep_10_1230",802,152,"skaka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,153,"riva","arm","Arm",5
"verb_norming_L1swe","2018_Sep_10_1230",802,153,"riva","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,154,"gnugga","arm","Arm",4
"verb_norming_L1swe","2018_Sep_10_1230",802,154,"gnugga","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,155,"torka","arm","Arm",4
"verb_norming_L1swe","2018_Sep_10_1230",802,155,"torka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,156,"knoga","leg","Arm",4
"verb_norming_L1swe","2018_Sep_10_1230",802,156,"knoga","leg","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,157,"dra","arm","Arm",6
"verb_norming_L1swe","2018_Sep_10_1230",802,157,"dra","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,158,"sparka","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,158,"sparka","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1230",802,159,"rusa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,159,"rusa","leg","Leg",6
"verb_norming_L1swe","2018_Sep_10_1230",802,160,"svabba","arm","Arm",4
"verb_norming_L1swe","2018_Sep_10_1230",802,160,"svabba","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,161,"rulla","leg","Arm",3
"verb_norming_L1swe","2018_Sep_10_1230",802,161,"rulla","leg","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,162,"tåga","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,162,"tåga","leg","Leg",4
"verb_norming_L1swe","2018_Sep_10_1230",802,163,"kratsa","arm","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,163,"kratsa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,164,"koppla","arm","Arm",3
"verb_norming_L1swe","2018_Sep_10_1230",802,164,"koppla","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,165,"polera","arm","Arm",5
"verb_norming_L1swe","2018_Sep_10_1230",802,165,"polera","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,166,"flacka","leg","Arm",4
"verb_norming_L1swe","2018_Sep_10_1230",802,166,"flacka","leg","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,167,"klämma","arm","Arm",5
"verb_norming_L1swe","2018_Sep_10_1230",802,167,"klämma","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,168,"klappa","arm","Arm",6
"verb_norming_L1swe","2018_Sep_10_1230",802,168,"klappa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1230",802,169,"kliva","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1230",802,169,"kliva","leg","Leg",6
"verb_norming_L1swe","2018_Sep_10_1352",803,1,"peta","arm","Leg",2
"verb_norming_L1swe","2018_Sep_10_1352",803,1,"peta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,2,"norpa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,2,"norpa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,3,"stega","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,3,"stega","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,4,"fläta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,4,"fläta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,5,"studsa","leg","Leg",4
"verb_norming_L1swe","2018_Sep_10_1352",803,5,"studsa","leg","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,6,"skaka","arm","Leg",4
"verb_norming_L1swe","2018_Sep_10_1352",803,6,"skaka","arm","Arm",6
"verb_norming_L1swe","2018_Sep_10_1352",803,7,"klättra","leg","Leg",3
"verb_norming_L1swe","2018_Sep_10_1352",803,7,"klättra","leg","Arm",6
"verb_norming_L1swe","2018_Sep_10_1352",803,8,"flanera","leg","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,8,"flanera","leg","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,9,"skutta","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,9,"skutta","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,10,"guppa","leg","Leg",4
"verb_norming_L1swe","2018_Sep_10_1352",803,10,"guppa","leg","Arm",4
"verb_norming_L1swe","2018_Sep_10_1352",803,11,"trumma","arm","Leg",2
"verb_norming_L1swe","2018_Sep_10_1352",803,11,"trumma","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,12,"kliva","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,12,"kliva","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,13,"vackla","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,13,"vackla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,14,"skumma","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,14,"skumma","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,15,"torka","arm","Leg",2
"verb_norming_L1swe","2018_Sep_10_1352",803,15,"torka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,16,"hissa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,16,"hissa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,17,"putsa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,17,"putsa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,18,"skura","arm","Leg",3
"verb_norming_L1swe","2018_Sep_10_1352",803,18,"skura","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,19,"knoga","leg","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,19,"knoga","leg","Arm",4
"verb_norming_L1swe","2018_Sep_10_1352",803,20,"krama","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,20,"krama","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,21,"knycka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,21,"knycka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,22,"smeka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,22,"smeka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,23,"halka","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,23,"halka","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,24,"pilla","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,24,"pilla","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,25,"smyga","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,25,"smyga","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,26,"lunka","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,26,"lunka","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,27,"tvätta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,27,"tvätta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,28,"lyfta","arm","Leg",5
"verb_norming_L1swe","2018_Sep_10_1352",803,28,"lyfta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,29,"rulla","leg","Leg",3
"verb_norming_L1swe","2018_Sep_10_1352",803,29,"rulla","leg","Arm",5
"verb_norming_L1swe","2018_Sep_10_1352",803,30,"signera","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,30,"signera","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,31,"grabba","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,31,"grabba","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,32,"rycka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,32,"rycka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,33,"jogga","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,33,"jogga","leg","Arm",4
"verb_norming_L1swe","2018_Sep_10_1352",803,34,"rista","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,34,"rista","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,35,"ta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,35,"ta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,36,"stampa","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,36,"stampa","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,37,"rota","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,37,"rota","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,38,"knivhugga","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,38,"knivhugga","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,39,"gnida","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,39,"gnida","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,40,"knalla","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,40,"knalla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,41,"daska","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,41,"daska","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,42,"håva","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,42,"håva","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,43,"slå","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,43,"slå","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,44,"skrubba","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,44,"skrubba","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,45,"krypa","leg","Leg",6
"verb_norming_L1swe","2018_Sep_10_1352",803,45,"krypa","leg","Arm",6
"verb_norming_L1swe","2018_Sep_10_1352",803,46,"snava","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,46,"snava","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,47,"greppa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,47,"greppa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,48,"hiva","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,48,"hiva","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,49,"vika","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,49,"vika","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,50,"skejta","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,50,"skejta","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,51,"banka","arm","Leg",3
"verb_norming_L1swe","2018_Sep_10_1352",803,51,"banka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,52,"sleva","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,52,"sleva","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,53,"bulta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,53,"bulta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,54,"gnugga","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,54,"gnugga","arm","Arm",4
"verb_norming_L1swe","2018_Sep_10_1352",803,55,"klicka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,55,"klicka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,56,"tåga","leg","Leg",5
"verb_norming_L1swe","2018_Sep_10_1352",803,56,"tåga","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,57,"stiga","leg","Leg",6
"verb_norming_L1swe","2018_Sep_10_1352",803,57,"stiga","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,58,"skrapa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,58,"skrapa","arm","Arm",6
"verb_norming_L1swe","2018_Sep_10_1352",803,59,"linda","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,59,"linda","arm","Arm",6
"verb_norming_L1swe","2018_Sep_10_1352",803,60,"städa","arm","Leg",2
"verb_norming_L1swe","2018_Sep_10_1352",803,60,"städa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,61,"hacka","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,61,"hacka","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,62,"träda","leg","Leg",4
"verb_norming_L1swe","2018_Sep_10_1352",803,62,"träda","leg","Arm",4
"verb_norming_L1swe","2018_Sep_10_1352",803,63,"halta","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,63,"halta","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,64,"slita","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,64,"slita","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,65,"rulta","leg","Leg",4
"verb_norming_L1swe","2018_Sep_10_1352",803,65,"rulta","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,66,"gestikulera","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,66,"gestikulera","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,67,"skära","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,67,"skära","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,68,"vandra","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,68,"vandra","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,69,"skopa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,69,"skopa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,70,"promenera","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,70,"promenera","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,71,"badda","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,71,"badda","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,72,"pinna","leg","Leg",5
"verb_norming_L1swe","2018_Sep_10_1352",803,72,"pinna","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,73,"stappla","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,73,"stappla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,74,"knipa","arm","Leg",4
"verb_norming_L1swe","2018_Sep_10_1352",803,74,"knipa","arm","Arm",6
"verb_norming_L1swe","2018_Sep_10_1352",803,75,"stöta","arm","Leg",2
"verb_norming_L1swe","2018_Sep_10_1352",803,75,"stöta","arm","Arm",6
"verb_norming_L1swe","2018_Sep_10_1352",803,76,"ragla","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,76,"ragla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,77,"repa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,77,"repa","arm","Arm",5
"verb_norming_L1swe","2018_Sep_10_1352",803,78,"snubbla","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,78,"snubbla","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,79,"haffa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,79,"haffa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,80,"kasta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,80,"kasta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,81,"paddla","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,81,"paddla","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,82,"irra","leg","Leg",3
"verb_norming_L1swe","2018_Sep_10_1352",803,82,"irra","leg","Arm",3
"verb_norming_L1swe","2018_Sep_10_1352",803,83,"klå","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,83,"klå","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,84,"klia","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,84,"klia","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,85,"skala","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,85,"skala","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,86,"pressa","arm","Leg",3
"verb_norming_L1swe","2018_Sep_10_1352",803,86,"pressa","arm","Arm",6
"verb_norming_L1swe","2018_Sep_10_1352",803,87,"ströva","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,87,"ströva","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,88,"koppla","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,88,"koppla","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,89,"fly","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,89,"fly","leg","Arm",3
"verb_norming_L1swe","2018_Sep_10_1352",803,90,"skyffla",NA,"Leg",2
"verb_norming_L1swe","2018_Sep_10_1352",803,90,"skyffla",NA,"Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,91,"traska","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,91,"traska","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,92,"gräva","arm","Leg",3
"verb_norming_L1swe","2018_Sep_10_1352",803,92,"gräva","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,93,"knata","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,93,"knata","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,94,"linka","leg","Leg",3
"verb_norming_L1swe","2018_Sep_10_1352",803,94,"linka","leg","Arm",3
"verb_norming_L1swe","2018_Sep_10_1352",803,95,"skrida","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,95,"skrida","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,96,"klippa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,96,"klippa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,97,"ila","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,97,"ila","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,98,"klappa","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,98,"klappa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,99,"skynda","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,99,"skynda","leg","Arm",2
"verb_norming_L1swe","2018_Sep_10_1352",803,100,"svepa","arm","Leg",6
"verb_norming_L1swe","2018_Sep_10_1352",803,100,"svepa","arm","Arm",5
"verb_norming_L1swe","2018_Sep_10_1352",803,101,"höja","arm","Leg",2
"verb_norming_L1swe","2018_Sep_10_1352",803,101,"höja","arm","Arm",3
"verb_norming_L1swe","2018_Sep_10_1352",803,102,"fila","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,102,"fila","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,103,"gå","leg","Leg",7
"verb_norming_L1swe","2018_Sep_10_1352",803,103,"gå","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,104,"svabba","arm","Leg",3
"verb_norming_L1swe","2018_Sep_10_1352",803,104,"svabba","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,105,"vira","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,105,"vira","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,106,"fatta","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,106,"fatta","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,107,"gripa","arm","Leg",2
"verb_norming_L1swe","2018_Sep_10_1352",803,107,"gripa","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,108,"karva","arm","Leg",1
"verb_norming_L1swe","2018_Sep_10_1352",803,108,"karva","arm","Arm",7
"verb_norming_L1swe","2018_Sep_10_1352",803,109,"ränna","leg","Leg",5
"verb_norming_L1swe","2018_Sep_10_1352",803,109,"ränna","leg","Arm",1
"verb_norming_L1swe","2018_Sep_10_1352",803,110,"nappa","arm","Leg",1
